,ID 837,ID 837,ID 837,ID 837,ID 837,ID 837,ID 837,ID 852,ID 852,ID 852,ID 852,ID 852,ID 852,ID 852,ID 1077,ID 1077,ID 1077,ID 1077,ID 1077,ID 1077,ID 1077,ID 782,ID 782,ID 782,ID 782,ID 782,ID 782,ID 782,ID 693,ID 693,ID 693,ID 693,ID 693,ID 693,ID 693,ID 334,ID 334,ID 334,ID 334,ID 334,ID 334,ID 334,ID 689,ID 689,ID 689,ID 689,ID 689,ID 689,ID 689,ID 927,ID 927,ID 927,ID 927,ID 927,ID 927,ID 927,ID 972,ID 972,ID 972,ID 972,ID 972,ID 972,ID 972,ID 618,ID 618,ID 618,ID 618,ID 618,ID 618,ID 618,ID 1018,ID 1018,ID 1018,ID 1018,ID 1018,ID 1018,ID 1018,ID 1068,ID 1068,ID 1068,ID 1068,ID 1068,ID 1068,ID 1068,ID 608,ID 608,ID 608,ID 608,ID 608,ID 608,ID 608,ID 885,ID 885,ID 885,ID 885,ID 885,ID 885,ID 885,ID 774,ID 774,ID 774,ID 774,ID 774,ID 774,ID 774,ID 630,ID 630,ID 630,ID 630,ID 630,ID 630,ID 630,ID 734,ID 734,ID 734,ID 734,ID 734,ID 734,ID 734
,PEARCE,PEARCE,PEARCE,PEARCE,PEARCE,PEARCE,PEARCE,BEBENDORF,BEBENDORF,BEBENDORF,BEBENDORF,BEBENDORF,BEBENDORF,BEBENDORF,KARBO,KARBO,KARBO,KARBO,KARBO,KARBO,KARBO,DARU,DARU,DARU,DARU,DARU,DARU,DARU,HESSELBJERG,HESSELBJERG,HESSELBJERG,HESSELBJERG,HESSELBJERG,HESSELBJERG,HESSELBJERG,SUNDSTROM,SUNDSTROM,SUNDSTROM,SUNDSTROM,SUNDSTROM,SUNDSTROM,SUNDSTROM,VICH,VICH,VICH,VICH,VICH,VICH,VICH,PALKOVITS,PALKOVITS,PALKOVITS,PALKOVITS,PALKOVITS,PALKOVITS,PALKOVITS,BOUIH,BOUIH,BOUIH,BOUIH,BOUIH,BOUIH,BOUIH,DEFLANDRE,DEFLANDRE,DEFLANDRE,DEFLANDRE,DEFLANDRE,DEFLANDRE,DEFLANDRE,ZOGHLAMI,ZOGHLAMI,ZOGHLAMI,ZOGHLAMI,ZOGHLAMI,ZOGHLAMI,ZOGHLAMI,BOUTERA,BOUTERA,BOUTERA,BOUTERA,BOUTERA,BOUTERA,BOUTERA,RATTINGER,RATTINGER,RATTINGER,RATTINGER,RATTINGER,RATTINGER,RATTINGER,SCHNEIDER,SCHNEIDER,SCHNEIDER,SCHNEIDER,SCHNEIDER,SCHNEIDER,SCHNEIDER,BEDRANI,BEDRANI,BEDRANI,BEDRANI,BEDRANI,BEDRANI,BEDRANI,SCHYNS,SCHYNS,SCHYNS,SCHYNS,SCHYNS,SCHYNS,SCHYNS,QUIJADA,QUIJADA,QUIJADA,QUIJADA,QUIJADA,QUIJADA,QUIJADA
Time,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail
00:00.000,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00
00:00.000,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,0.000,0.000,4.565,4.565,.00,0,0,1.000,0.000,4.565,4.565,.00,0,0,1.000,0.000,4.565,4.565,.00
00:00.799,0,0,0.667,0.000,5.137,5.137,.00,0,0,0.667,0.000,5.137,5.137,.00,0,0,0.667,0.000,5.137,5.137,.00,0,0,0.667,0.000,5.137,5.137,.00,0,0,0.667,0.000,5.137,5.137,.00,0,0,0.667,0.000,5.137,5.137,.00,0,0,0.667,0.000,5.137,5.137,.00,0,0,0.667,0.000,5.137,5.137,.00,0,0,0.667,0.000,5.137,5.137,.00,0,0,0.667,0.000,5.137,5.137,.00,0,0,0.667,0.000,5.137,5.137,.00,0,0,0.667,0.000,5.137,5.137,.00,0,0,0.667,0.000,5.137,5.137,.00,0,0,0.667,0.000,5.137,5.137,.00,0,0,0.667,0.000,5.137,5.137,.00,0,0,2.000,0.000,5.137,5.137,.00,0,0,2.000,0.000,5.137,5.137,.00
00:00.899,0,0,1.500,0.000,5.137,5.708,.00,0,0,1.500,0.000,5.137,5.708,.00,0,0,1.500,0.000,5.137,5.708,.00,0,0,1.500,0.000,5.137,5.708,.00,0,0,1.500,0.000,5.137,5.708,.00,0,0,1.500,0.000,5.137,5.708,.00,0,0,1.500,0.000,5.137,5.708,.00,0,0,1.500,0.000,5.137,5.708,.00,0,0,1.500,0.000,5.137,5.708,.00,0,0,1.500,0.000,5.137,5.708,.00,0,0,1.500,0.000,5.137,5.708,.00,0,0,1.500,0.000,5.137,5.707,.00,0,0,1.500,0.000,5.137,5.707,.00,0,0,1.500,0.000,5.137,5.707,.00,0,0,1.500,0.000,5.137,5.707,.00,0,0,2.929,0.000,5.137,5.707,.00,0,0,2.929,0.000,5.137,5.707,.00
00:00.899,0,0,2.343,0.000,5.137,5.708,.00,0,0,2.343,0.000,5.137,5.708,.00,0,0,2.343,0.000,5.137,5.708,.00,0,0,2.343,0.000,5.137,5.708,.00,0,0,2.343,0.000,5.137,5.708,.00,0,0,2.343,0.000,5.137,5.708,.00,0,0,2.343,0.000,5.137,5.708,.00,0,0,2.343,0.000,5.137,5.708,.00,0,0,2.343,0.000,5.137,5.708,.00,0,0,2.343,0.000,5.137,5.708,.00,0,0,2.342,0.000,5.137,5.708,.00,0,0,2.343,0.000,5.137,5.707,.00,0,0,2.343,0.000,5.137,5.707,.00,0,0,2.343,0.000,5.137,5.707,.00,0,0,2.343,0.000,5.137,5.707,.00,0,0,3.486,0.000,5.137,5.707,.00,0,0,3.486,0.000,5.137,5.707,.00
00:00.899,0,0,2.905,0.000,5.137,5.708,.00,0,0,2.905,0.000,5.137,5.708,.00,0,0,2.905,0.000,5.137,5.708,.00,0,0,2.905,0.000,5.137,5.708,.00,0,0,2.905,0.000,5.137,5.708,.00,0,0,2.905,0.000,5.137,5.708,.00,0,0,2.905,0.000,5.137,5.708,.00,0,0,2.905,0.000,5.137,5.708,.00,0,0,2.905,0.000,5.137,5.708,.00,0,0,2.905,0.000,5.137,5.708,.00,0,0,2.904,0.000,5.137,5.708,.00,0,0,2.905,0.000,5.137,5.707,.00,0,0,2.905,0.000,5.137,5.707,.00,0,0,2.905,0.000,5.137,5.707,.00,0,0,2.905,0.000,5.137,5.707,.00,0,0,3.858,0.000,5.137,5.707,.00,0,0,3.858,0.000,5.137,5.707,.00
00:00.999,0,0,3.306,0.000,5.137,6.280,.00,0,0,3.306,0.000,5.137,6.280,.00,0,0,3.306,0.000,5.137,6.280,.00,0,0,3.306,0.000,5.137,6.280,.00,0,0,3.306,0.000,5.137,6.280,.00,0,0,3.306,0.000,5.137,6.280,.00,0,0,3.306,0.000,5.137,6.280,.00,0,0,3.306,0.000,5.137,6.280,.00,0,0,3.306,0.000,5.137,6.280,.00,0,0,3.306,0.000,5.137,6.280,.00,0,0,3.305,0.000,5.137,6.280,.00,0,0,3.306,0.000,5.137,6.279,.00,0,0,3.306,0.000,5.137,6.279,.00,0,0,3.306,0.000,5.137,6.279,.00,0,0,3.306,0.000,5.137,6.279,.00,0,0,4.123,0.000,5.137,6.279,.00,0,0,4.123,0.000,5.137,6.279,.00
00:01.099,0,0,3.607,-0.001,5.137,6.851,.00,0,0,3.607,-0.001,5.137,6.851,.00,0,0,3.607,-0.001,5.137,6.851,.00,0,0,3.607,-0.001,5.137,6.851,.00,0,0,3.607,-0.001,5.137,6.851,.00,0,0,3.607,-0.001,5.137,6.851,.00,0,0,3.607,-0.001,5.137,6.851,.00,0,0,3.607,-0.001,5.137,6.851,.00,0,0,3.607,-0.001,5.137,6.851,.00,0,0,3.607,-0.001,5.137,6.851,.00,0,0,3.606,0.000,5.137,6.851,.00,0,0,3.607,-0.001,5.137,6.850,.00,0,0,3.607,-0.001,5.137,6.850,.00,0,0,3.607,-0.001,5.137,6.850,.00,0,0,3.607,-0.001,5.137,6.850,.00,0,0,4.322,-0.001,5.137,6.850,.00,0,0,4.322,-0.001,5.137,6.850,.00
00:01.099,0,0,3.841,-0.001,5.137,6.851,.00,0,0,3.841,-0.001,5.137,6.851,.00,0,0,3.841,-0.001,5.137,6.851,.00,0,0,3.841,-0.001,5.137,6.851,.00,0,0,3.841,-0.001,5.137,6.851,.00,0,0,3.841,-0.001,5.137,6.851,.00,0,0,3.841,-0.001,5.137,6.851,.00,0,0,3.841,-0.001,5.137,6.851,.00,0,0,3.841,-0.001,5.137,6.851,.00,0,0,3.841,-0.001,5.137,6.851,.00,0,0,3.840,0.000,5.137,6.851,.00,0,0,3.841,-0.001,5.137,6.850,.00,0,0,3.841,-0.001,5.137,6.850,.00,0,0,3.841,-0.001,5.137,6.850,.00,0,0,3.841,-0.001,5.137,6.850,.00,0,0,4.477,-0.001,5.137,6.850,.00,0,0,4.477,-0.001,5.137,6.850,.00
00:01.099,0,0,4.029,-0.001,5.137,6.851,.00,0,0,4.029,-0.001,5.137,6.851,.00,0,0,4.029,-0.001,5.137,6.851,.00,0,0,4.028,-0.001,5.137,6.851,.00,0,0,4.028,-0.001,5.137,6.851,.00,0,0,4.028,-0.001,5.137,6.851,.00,0,0,4.028,-0.001,5.137,6.851,.00,0,0,4.028,-0.001,5.137,6.851,.00,0,0,4.028,-0.001,5.137,6.851,.00,0,0,4.028,-0.001,5.137,6.851,.00,0,0,4.027,0.000,5.137,6.851,.00,0,0,4.028,-0.001,5.137,6.850,.00,0,0,4.028,-0.001,5.137,6.850,.00,0,0,4.028,-0.001,5.137,6.850,.00,0,0,4.028,-0.001,5.137,6.850,.00,0,0,4.601,-0.001,5.137,6.850,.00,0,0,4.601,-0.001,5.137,6.850,.00
