,ID 837,ID 837,ID 837,ID 837,ID 837,ID 837,ID 837,ID 852,ID 852,ID 852,ID 852,ID 852,ID 852,ID 852,ID 1077,ID 1077,ID 1077,ID 1077,ID 1077,ID 1077,ID 1077,ID 782,ID 782,ID 782,ID 782,ID 782,ID 782,ID 782,ID 693,ID 693,ID 693,ID 693,ID 693,ID 693,ID 693,ID 334,ID 334,ID 334,ID 334,ID 334,ID 334,ID 334,ID 689,ID 689,ID 689,ID 689,ID 689,ID 689,ID 689,ID 927,ID 927,ID 927,ID 927,ID 927,ID 927,ID 927,ID 972,ID 972,ID 972,ID 972,ID 972,ID 972,ID 972,ID 618,ID 618,ID 618,ID 618,ID 618,ID 618,ID 618,ID 1018,ID 1018,ID 1018,ID 1018,ID 1018,ID 1018,ID 1018,ID 1068,ID 1068,ID 1068,ID 1068,ID 1068,ID 1068,ID 1068,ID 608,ID 608,ID 608,ID 608,ID 608,ID 608,ID 608,ID 885,ID 885,ID 885,ID 885,ID 885,ID 885,ID 885,ID 774,ID 774,ID 774,ID 774,ID 774,ID 774,ID 774,ID 630,ID 630,ID 630,ID 630,ID 630,ID 630,ID 630,ID 734,ID 734,ID 734,ID 734,ID 734,ID 734,ID 734
,PEARCE,PEARCE,PEARCE,PEARCE,PEARCE,PEARCE,PEARCE,BEBENDORF,BEBENDORF,BEBENDORF,BEBENDORF,BEBENDORF,BEBENDORF,BEBENDORF,KARBO,KARBO,KARBO,KARBO,KARBO,KARBO,KARBO,DARU,DARU,DARU,DARU,DARU,DARU,DARU,HESSELBJERG,HESSELBJERG,HESSELBJERG,HESSELBJERG,HESSELBJERG,HESSELBJERG,HESSELBJERG,SUNDSTROM,SUNDSTROM,SUNDSTROM,SUNDSTROM,SUNDSTROM,SUNDSTROM,SUNDSTROM,VICH,VICH,VICH,VICH,VICH,VICH,VICH,PALKOVITS,PALKOVITS,PALKOVITS,PALKOVITS,PALKOVITS,PALKOVITS,PALKOVITS,BOUIH,BOUIH,BOUIH,BOUIH,BOUIH,BOUIH,BOUIH,DEFLANDRE,DEFLANDRE,DEFLANDRE,DEFLANDRE,DEFLANDRE,DEFLANDRE,DEFLANDRE,ZOGHLAMI,ZOGHLAMI,ZOGHLAMI,ZOGHLAMI,ZOGHLAMI,ZOGHLAMI,ZOGHLAMI,BOUTERA,BOUTERA,BOUTERA,BOUTERA,BOUTERA,BOUTERA,BOUTERA,RATTINGER,RATTINGER,RATTINGER,RATTINGER,RATTINGER,RATTINGER,RATTINGER,SCHNEIDER,SCHNEIDER,SCHNEIDER,SCHNEIDER,SCHNEIDER,SCHNEIDER,SCHNEIDER,BEDRANI,BEDRANI,BEDRANI,BEDRANI,BEDRANI,BEDRANI,BEDRANI,SCHYNS,SCHYNS,SCHYNS,SCHYNS,SCHYNS,SCHYNS,SCHYNS,QUIJADA,QUIJADA,QUIJADA,QUIJADA,QUIJADA,QUIJADA,QUIJADA
Time,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail
00:00.000,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.581,1.581,.00,0,0,0.000,0.000,1.581,1.581,.00,0,0,0.000,0.000,1.581,1.581,.00,0,0,0.000,0.000,1.581,1.581,.00,0,0,0.000,0.000,1.581,1.581,.00,0,0,0.000,0.000,1.581,1.581,.00
00:00.000,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.582,1.582,.00,0,0,0.000,0.000,1.581,1.581,.00,0,0,0.000,0.000,1.581,1.581,.00,0,0,0.000,0.000,1.581,1.581,.00,0,0,0.000,0.000,1.581,1.581,.00,0,0,0.000,0.000,1.581,1.581,.00,0,0,0.000,0.000,1.581,1.581,.00
00:00.277,0,0,0.000,0.000,2.154,2.154,.00,0,0,0.000,0.000,2.154,2.154,.00,0,0,0.000,0.000,2.154,2.154,.00,0,0,0.000,0.000,2.154,2.154,.00,0,0,0.000,0.000,2.154,2.154,.00,0,0,0.000,0.000,2.154,2.154,.00,0,0,0.000,0.000,2.154,2.154,.00,0,0,0.000,0.000,2.154,2.154,.00,0,0,0.000,0.000,2.154,2.154,.00,0,0,0.000,0.000,2.154,2.154,.00,0,0,0.000,0.000,2.154,2.154,.00,0,0,0.000,0.000,2.153,2.153,.00,0,0,0.000,0.000,2.153,2.153,.00,0,0,0.000,0.000,2.153,2.153,.00,0,0,0.000,0.000,2.153,2.153,.00,0,0,0.000,0.000,2.153,2.153,.00,0,0,0.000,0.000,2.153,2.153,.00
00:00.377,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.153,2.725,.00,0,0,0.000,0.000,2.153,2.725,.00,0,0,0.000,0.000,2.153,2.725,.00,0,0,0.000,0.000,2.153,2.725,.00,0,0,0.000,0.000,2.153,2.725,.00,0,0,0.000,0.000,2.153,2.725,.00
00:00.377,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.153,2.725,.00,0,0,0.000,0.000,2.153,2.725,.00,0,0,0.000,0.000,2.153,2.725,.00,0,0,0.000,0.000,2.153,2.725,.00,0,0,0.000,0.000,2.153,2.725,.00,0,0,0.000,0.000,2.153,2.725,.00
00:00.377,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.154,2.725,.00,0,0,0.000,0.000,2.153,2.725,.00,0,0,0.000,0.000,2.153,2.725,.00,0,0,0.000,0.000,2.153,2.725,.00,0,0,0.000,0.000,2.153,2.725,.00,0,0,0.000,0.000,2.153,2.725,.00,0,0,0.000,0.000,2.153,2.725,.00
00:00.477,0,0,0.000,0.000,2.154,3.297,.00,0,0,0.000,0.000,2.154,3.297,.00,0,0,0.000,0.000,2.154,3.297,.00,0,0,0.000,0.000,2.154,3.297,.00,0,0,0.000,0.000,2.154,3.297,.00,0,0,0.000,0.000,2.154,3.297,.00,0,0,0.000,0.000,2.154,3.297,.00,0,0,0.000,0.000,2.154,3.297,.00,0,0,0.000,0.000,2.154,3.297,.00,0,0,0.000,0.000,2.154,3.297,.00,0,0,0.286,0.000,2.154,3.297,.00,0,0,0.286,0.000,2.153,3.296,.00,0,0,0.286,0.000,2.153,3.296,.00,0,0,0.286,0.000,2.153,3.296,.00,0,0,0.286,0.000,2.153,3.296,.00,0,0,0.286,0.000,2.153,3.296,.00,0,0,0.286,0.000,2.153,3.296,.00
00:00.577,0,0,0.250,0.000,2.154,3.868,.00,0,0,0.250,0.000,2.154,3.868,.00,0,0,0.250,0.000,2.154,3.868,.00,0,0,0.250,0.000,2.154,3.868,.00,0,0,0.250,0.000,2.154,3.868,.00,0,0,0.250,0.000,2.154,3.868,.00,0,0,0.250,0.000,2.154,3.868,.00,0,0,0.250,0.000,2.154,3.868,.00,0,0,0.250,0.000,2.154,3.868,.00,0,0,0.250,0.000,2.154,3.868,.00,0,0,0.750,0.000,2.154,3.868,.00,0,0,0.750,0.000,2.153,3.868,.00,0,0,0.750,0.000,2.153,3.868,.00,0,0,0.750,0.000,2.153,3.868,.00,0,0,0.750,0.000,2.153,3.868,.00,0,0,0.750,0.000,2.153,3.868,.00,0,0,0.750,0.000,2.153,3.868,.00
00:00.577,0,0,0.667,0.000,2.154,3.868,.00,0,0,0.667,0.000,2.154,3.868,.00,0,0,0.667,0.000,2.154,3.868,.00,0,0,0.667,0.000,2.154,3.868,.00,0,0,0.667,0.000,2.154,3.868,.00,0,0,0.667,0.000,2.154,3.868,.00,0,0,0.667,0.000,2.154,3.868,.00,0,0,0.667,0.000,2.154,3.868,.00,0,0,0.667,0.000,2.154,3.868,.00,0,0,0.667,0.000,2.154,3.868,.00,0,0,1.302,0.000,2.154,3.868,.00,0,0,1.302,0.000,2.153,3.868,.00,0,0,1.302,0.000,2.153,3.868,.00,0,0,1.302,0.000,2.153,3.868,.00,0,0,1.302,0.000,2.153,3.868,.00,0,0,1.302,0.000,2.153,3.868,.00,0,0,1.302,0.000,2.153,3.868,.00
00:00.577,0,0,1.171,0.000,2.154,3.868,.00,0,0,1.171,0.000,2.154,3.868,.00,0,0,1.171,0.000,2.154,3.868,.00,0,0,1.171,0.000,2.154,3.868,.00,0,0,1.173,0.000,2.154,3.868,.00,0,0,1.171,0.000,2.154,3.868,.00,0,0,1.171,0.000,2.154,3.868,.00,0,0,1.171,0.000,2.154,3.868,.00,0,0,1.171,0.000,2.154,3.868,.00,0,0,1.171,0.000,2.154,3.868,.00,0,0,1.743,0.000,2.154,3.868,.00,0,0,1.743,0.000,2.153,3.868,.00,0,0,1.743,0.000,2.153,3.868,.00,0,0,1.743,0.000,2.153,3.868,.00,0,0,1.743,0.000,2.153,3.868,.00,0,0,1.743,0.000,2.153,3.868,.00,0,0,1.743,0.000,2.153,3.868,.00
