,ID 1217,ID 1217,ID 1217,ID 1217,ID 1217,ID 1217,ID 1217,ID 824,ID 824,ID 824,ID 824,ID 824,ID 824,ID 824,ID 945,ID 945,ID 945,ID 945,ID 945,ID 945,ID 945,ID 703,ID 703,ID 703,ID 703,ID 703,ID 703,ID 703,ID 1039,ID 1039,ID 1039,ID 1039,ID 1039,ID 1039,ID 1039,ID 616,ID 616,ID 616,ID 616,ID 616,ID 616,ID 616,ID 1110,ID 1110,ID 1110,ID 1110,ID 1110,ID 1110,ID 1110,ID 1197,ID 1197,ID 1197,ID 1197,ID 1197,ID 1197,ID 1197
,KRAMER,KRAMER,KRAMER,KRAMER,KRAMER,KRAMER,KRAMER,GILES,GILES,GILES,GILES,GILES,GILES,GILES,ENGLISH,ENGLISH,ENGLISH,ENGLISH,ENGLISH,ENGLISH,ENGLISH,BEN,BEN,BEN,BEN,BEN,BEN,BEN,MICALLEF,MICALLEF,MICALLEF,MICALLEF,MICALLEF,MICALLEF,MICALLEF,CRESTAN,CRESTAN,CRESTAN,CRESTAN,CRESTAN,CRESTAN,CRESTAN,ROZMYS,ROZMYS,ROZMYS,ROZMYS,ROZMYS,ROZMYS,ROZMYS,WIPFLI,WIPFLI,WIPFLI,WIPFLI,WIPFLI,WIPFLI,WIPFLI
Time,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail
00:00.000,31.197,6.695,0.000,0.000,3.473,3.473,.00,34.807,6.09,0.000,0.000,3.473,3.473,.00,38.684,5.956,0.000,0.000,3.474,3.474,.00,42.35,5.991,0.000,0.000,3.473,3.473,.00,46.006,5.563,0.000,0.000,3.473,3.473,.00,49.517,6.195,0.000,0.000,3.473,3.473,.00,53.029,7.272,0.000,0.000,3.473,3.473,.00,56.157,7.854,0.000,0.000,3.473,3.473,.00
00:00.000,31.197,6.695,0.000,0.000,3.473,3.473,.00,34.807,6.09,0.000,0.000,3.473,3.473,.00,38.684,5.956,0.000,0.000,3.474,3.474,.00,42.35,5.991,0.000,0.000,3.473,3.473,.00,46.006,5.563,0.000,0.000,3.473,3.473,.00,49.517,6.195,0.000,0.000,3.473,3.473,.00,53.029,7.272,0.000,0.000,3.473,3.473,.00,56.157,7.854,0.000,0.000,3.473,3.473,.00
00:00.608,31.328,6.725,0.000,0.000,4.044,4.044,17.33,34.965,6.107,0.000,0.000,4.045,4.045,20.31,38.852,5.989,0.000,0.000,4.045,4.045,23.14,42.57,6.049,0.000,0.000,4.045,4.045,25.71,46.18,5.692,0.000,0.000,4.045,4.045,28.60,49.659,6.316,0.000,0.000,4.045,4.045,30.63,53.102,7.322,0.000,0.000,4.044,4.044,32.36,56.28,7.977,0.000,0.000,4.045,4.045,34.16
00:00.708,31.545,6.738,0.000,0.000,4.044,4.616,17.40,35.18,6.124,0.000,0.000,4.045,4.616,20.41,39.064,6.029,0.000,0.000,4.045,4.616,23.24,42.825,6.151,0.000,0.000,4.045,4.616,25.82,46.396,5.881,0.000,0.000,4.045,4.616,28.63,49.805,6.491,0.000,0.000,4.045,4.616,30.65,53.155,7.361,0.000,0.000,4.044,4.616,32.37,56.45,8.159,0.000,0.000,4.045,4.616,34.16
00:00.708,31.545,6.738,0.000,0.000,4.044,4.616,17.40,35.18,6.124,0.000,0.000,4.045,4.616,20.41,39.064,6.029,0.000,0.000,4.045,4.616,23.24,42.825,6.151,0.000,0.000,4.045,4.616,25.82,46.396,5.881,0.000,0.000,4.045,4.616,28.63,49.805,6.491,0.000,0.000,4.045,4.616,30.65,53.155,7.361,0.000,0.000,4.044,4.616,32.37,56.45,8.159,0.000,0.000,4.045,4.616,34.16
00:00.708,31.545,6.738,0.000,0.000,4.044,4.616,17.40,35.18,6.124,0.000,0.000,4.045,4.616,20.41,39.064,6.029,0.000,0.000,4.045,4.616,23.24,42.825,6.151,0.000,0.000,4.045,4.616,25.82,46.396,5.881,0.000,0.000,4.045,4.616,28.63,49.805,6.491,0.000,0.000,4.045,4.616,30.65,53.155,7.361,0.000,0.000,4.044,4.616,32.37,56.45,8.159,0.000,0.000,4.045,4.616,34.16
00:00.808,31.782,6.811,0.286,0.000,4.044,5.188,17.54,35.457,6.194,0.286,0.000,4.045,5.187,20.55,39.333,6.156,0.286,0.000,4.045,5.188,23.36,43.104,6.261,0.286,0.000,4.045,5.188,25.93,46.616,6.041,0.286,0.000,4.045,5.187,28.65,49.994,6.656,0.286,0.000,4.045,5.188,30.63,53.253,7.397,0.286,0.000,4.044,5.188,32.38,56.628,8.302,0.286,0.000,4.045,5.188,34.15
00:00.908,32.2,6.864,0.750,0.000,4.044,5.759,17.66,35.795,6.284,0.750,0.000,4.045,5.759,20.69,39.496,6.201,0.750,0.000,4.045,5.759,23.46,43.48,6.398,0.750,0.000,5.102,5.760,26.05,46.947,6.193,0.750,0.000,4.045,5.759,28.69,50.264,6.834,0.750,0.000,5.193,5.758,30.64,53.563,7.64,0.750,0.000,4.044,5.759,32.43,56.961,8.685,0.750,0.000,4.045,5.759,34.17
