,ID 1029,ID 1029,ID 1029,ID 1029,ID 1029,ID 1029,ID 1029,ID 787,ID 787,ID 787,ID 787,ID 787,ID 787,ID 787,ID 1065,ID 1065,ID 1065,ID 1065,ID 1065,ID 1065,ID 1065,ID 894,ID 894,ID 894,ID 894,ID 894,ID 894,ID 894
00:01.145,42.711,78.782,3.812,-0.057,5.399,7.113,25.37,42.499,78.684,3.812,-0.057,5.399,7.113,25.43,42.728,81.34,3.812,-0.057,5.399,7.113,27.22,42.927,81.327,3.798,-0.086,5.399,7.113,27.09
00:01.145,42.711,78.782,3.990,-0.077,5.399,7.113,25.37,42.499,78.684,3.990,-0.077,5.399,7.113,25.43,42.728,81.34,3.990,-0.077,5.399,7.113,27.22,42.927,81.327,3.977,-0.103,5.399,7.113,27.09
00:01.245,42.567,78.823,4.135,-0.094,5.399,7.685,25.51,42.345,78.784,4.135,-0.094,5.399,7.685,25.59,42.555,81.369,4.135,-0.094,5.399,7.685,27.30,42.807,81.335,4.123,-0.117,5.399,7.685,27.15
00:01.345,42.419,78.901,4.256,-0.108,5.399,8.000,25.64,42.178,78.875,4.256,-0.108,5.399,8.000,25.77,42.422,81.407,4.256,-0.108,5.399,8.000,27.45,42.637,81.375,4.245,-0.129,5.399,8.000,27.24
00:01.345,42.419,78.901,4.250,-0.168,5.399,8.000,25.64,42.178,78.875,4.250,-0.168,5.399,8.000,25.77,42.422,81.407,4.250,-0.168,5.399,8.000,27.45,42.637,81.375,4.240,-0.188,5.399,8.000,27.24
00:01.345,42.419,78.901,4.246,-0.219,5.399,8.000,25.64,42.178,78.875,4.246,-0.219,5.399,8.000,25.77,42.422,81.407,4.246,-0.219,5.399,8.000,27.45,42.637,81.375,4.237,-0.238,5.399,8.000,27.24
00:01.445,42.26,79.008,4.242,-0.264,8.000,8.000,25.80,41.99,78.993,4.242,-0.264,8.000,8.000,25.95,42.217,81.432,4.242,-0.264,8.000,8.000,27.57,42.439,81.418,4.233,-0.281,8.000,8.000,27.39
00:01.545,42.073,79.123,4.239,-0.303,8.000,8.000,25.98,41.788,79.1,4.239,-0.303,8.000,8.000,26.17,42.021,81.437,4.239,-0.303,8.000,8.000,27.73,42.238,81.445,4.231,-0.320,8.000,8.000,27.56
00:01.545,42.073,79.123,4.236,-0.338,8.000,8.000,25.98,41.788,79.1,4.236,-0.338,8.000,8.000,26.17,42.021,81.437,4.236,-0.338,8.000,8.000,27.73,42.238,81.445,4.167,-0.371,8.000,8.000,27.56
00:01.545,42.073,79.123,4.175,-0.385,8.000,8.000,25.98,41.788,79.1,4.175,-0.385,8.000,8.000,26.17,42.021,81.437,4.175,-0.385,8.000,8.000,27.73,42.238,81.445,4.110,-0.416,8.000,8.000,27.56
00:01.645,41.844,79.234,4.120,-0.428,8.000,8.000,26.20,41.611,79.186,4.120,-0.428,8.000,8.000,26.38,41.876,81.43,4.120,-0.428,8.000,8.000,27.87,42.033,81.484,4.059,-0.457,8.000,8.000,27.72
00:01.745,41.628,79.347,4.072,-0.466,8.000,8.000,26.44,41.351,79.295,4.072,-0.466,8.000,8.000,26.57,41.646,81.449,4.072,-0.466,8.000,8.000,27.97,41.792,81.512,4.013,-0.494,8.000,8.000,27.90
00:01.745,41.628,79.347,4.027,-0.500,8.000,8.000,26.44,41.351,79.295,4.027,-0.500,8.000,8.000,26.57,41.646,81.449,4.027,-0.500,8.000,8.000,27.97,41.792,81.512,3.971,-0.527,8.000,8.000,27.90
00:01.745,41.628,79.347,3.987,-0.532,8.000,8.000,26.44,41.351,79.295,3.987,-0.532,8.000,8.000,26.57,41.646,81.449,3.987,-0.532,8.000,8.000,27.97,41.792,81.512,3.933,-0.557,8.000,8.000,27.90
00:01.845,41.367,79.452,3.916,-0.565,8.000,8.000,26.67,41.073,79.44,3.916,-0.565,8.000,8.000,26.83,41.395,81.488,3.916,-0.565,8.000,8.000,28.14,41.574,81.526,3.865,-0.589,8.000,8.000,28.09
00:01.945,41.055,79.553,3.851,-0.595,8.000,8.000,26.93,40.756,79.613,3.851,-0.595,8.000,8.000,27.13,41.174,81.517,3.851,-0.595,8.000,8.000,28.35,41.338,81.536,3.802,-0.618,8.000,8.000,28.25
00:01.945,41.055,79.553,3.791,-0.622,8.000,8.000,26.93,40.756,79.613,3.791,-0.622,8.000,8.000,27.13,41.174,81.517,3.791,-0.622,8.000,8.000,28.35,41.338,81.536,3.744,-0.645,8.000,8.000,28.25
00:02.045,40.734,79.614,3.885,-0.674,8.000,8.000,27.22,40.473,79.712,3.885,-0.674,8.000,8.000,27.48,40.934,81.515,3.885,-0.674,8.000,8.000,28.53,41.024,81.585,3.838,-0.696,8.000,8.000,28.42
00:02.145,40.421,79.68,3.979,-0.725,8.000,8.000,27.49,40.118,79.792,3.956,-0.724,8.000,8.000,27.75,40.65,81.558,3.956,-0.724,8.000,8.000,28.70,40.699,81.612,3.909,-0.746,8.000,8.000,28.68
00:02.245,40.104,79.763,3.970,-0.776,8.000,8.000,27.76,39.813,79.851,3.947,-0.774,8.000,8.000,28.05,40.412,81.586,3.947,-0.774,8.000,8.000,28.93,40.436,81.648,3.900,-0.797,8.000,8.000,28.93
00:02.345,39.755,79.829,3.881,-0.826,8.000,8.000,28.04,39.507,79.887,3.857,-0.825,8.000,8.000,28.31,40.173,81.616,3.857,-0.825,8.000,8.000,29.11,40.201,81.685,3.810,-0.847,8.000,8.000,29.14
00:02.445,39.442,79.88,3.723,-0.876,8.000,8.000,28.34,39.221,79.939,3.699,-0.875,8.000,8.000,28.55,39.931,81.7,3.699,-0.875,8.000,8.000,29.30,39.944,81.748,3.652,-0.897,8.000,8.000,29.33
00:02.545,39.114,79.932,3.565,-0.926,8.000,8.000,28.59,38.902,80.036,3.541,-0.925,8.000,8.000,28.79,39.675,81.829,3.541,-0.925,8.000,8.000,29.54,39.739,81.788,3.494,-0.948,8.000,8.000,29.56
00:02.645,38.802,79.999,3.407,-0.977,8.000,8.000,28.86,38.585,80.167,3.383,-0.976,8.000,8.000,29.09,39.413,81.927,3.383,-0.976,8.000,8.000,29.81,39.532,81.817,3.324,-0.984,8.000,8.000,29.73
00:02.745,38.464,80.07,3.249,-1.007,8.000,8.000,29.13,38.258,80.253,3.225,-1.006,8.000,8.000,29.40,39.144,81.996,3.213,-1.012,8.000,8.000,30.06,39.308,81.852,3.153,-1.020,8.000,8.000,29.90
00:02.845,38.141,80.114,3.091,-1.037,8.000,8.000,29.42,37.931,80.314,3.066,-1.037,8.000,8.000,29.69,38.86,82.064,3.043,-1.048,8.000,8.000,30.30,39.064,81.88,2.983,-1.056,8.000,8.000,30.08
00:02.945,37.821,80.187,2.933,-1.067,8.000,8.000,29.68,37.653,80.372,2.907,-1.067,8.000,8.000,29.97,38.603,82.123,2.872,-1.084,8.000,8.000,30.55,38.805,81.906,2.813,-1.093,8.000,8.000,30.28
00:03.045,37.487,80.288,2.774,-1.097,8.000,8.000,29.96,37.324,80.487,2.748,-1.097,8.000,8.000,30.21,38.394,82.217,2.702,-1.121,8.000,8.000,30.77,38.628,81.929,2.642,-1.129,8.000,8.000,30.48
00:03.145,37.15,80.381,2.641,-1.105,8.000,8.000,30.26,37.048,80.561,2.616,-1.104,8.000,8.000,30.52,38.199,82.293,2.518,-1.152,8.000,8.000,30.99,38.418,81.989,2.458,-1.160,8.000,8.000,30.62
00:03.245,36.789,80.493,2.564,-1.087,8.000,8.000,30.57,36.745,80.667,2.539,-1.086,8.000,8.000,30.77,37.997,82.342,2.390,-1.158,8.000,8.000,31.18,38.081,82.016,2.331,-1.166,8.000,8.000,30.81
00:03.345,36.465,80.636,2.487,-1.069,8.000,8.000,30.90,36.434,80.821,2.463,-1.068,8.000,8.000,31.06,37.777,82.355,2.262,-1.164,8.000,8.000,31.36,37.838,82.036,2.203,-1.172,8.000,8.000,31.07
00:03.445,36.102,80.749,2.410,-1.051,8.000,8.000,31.23,36.084,80.957,2.386,-1.049,8.000,8.000,31.39,37.526,82.342,2.135,-1.169,8.000,8.000,31.52,37.657,82.072,2.075,-1.178,8.000,8.000,31.25
00:03.545,35.717,80.874,2.333,-1.033,8.000,8.000,31.57,35.745,81.057,2.310,-1.031,8.000,8.000,31.73,37.295,82.3,2.007,-1.175,8.000,8.000,31.69,37.406,82.133,1.947,-1.184,8.000,8.000,31.41
00:03.645,35.341,80.964,2.256,-1.015,8.000,8.000,31.93,35.369,81.136,2.234,-1.013,8.000,8.000,32.04,37.058,82.297,1.879,-1.181,8.000,8.000,31.82,37.196,82.174,1.861,-1.177,8.000,8.000,31.63
00:03.745,34.925,81.026,2.245,-0.968,8.202,8.202,32.26,34.971,81.236,2.225,-0.965,8.195,8.195,32.36,36.865,82.315,1.797,-1.163,8.000,8.000,31.99,36.996,82.229,1.778,-1.160,8.000,8.000,31.80
00:03.845,34.52,81.104,2.234,-0.922,8.202,8.614,32.60,34.589,81.285,2.215,-0.918,8.195,8.579,32.71,36.697,82.315,1.715,-1.144,8.000,8.000,32.14,36.779,82.316,1.695,-1.142,8.000,8.000,31.98
00:03.945,34.13,81.166,2.224,-0.875,9.429,9.009,32.94,34.189,81.334,2.206,-0.871,9.373,8.981,33.02,36.549,82.3,1.633,-1.126,8.000,8.000,32.26,36.59,82.389,1.611,-1.124,8.000,8.000,32.20
00:04.045,33.745,81.224,2.213,-0.828,9.429,9.398,33.26,33.785,81.345,2.197,-0.823,9.373,9.381,33.34,36.373,82.277,1.551,-1.108,8.000,8.000,32.35,36.389,82.415,1.528,-1.106,8.000,8.000,32.38
00:04.145,33.331,81.292,2.203,-0.782,9.429,9.817,33.57,33.365,81.389,2.188,-0.776,9.373,9.802,33.63,36.187,82.254,1.484,-1.074,8.000,8.000,32.46,36.269,82.424,1.462,-1.073,8.000,8.000,32.55
00:04.245,32.921,81.356,2.245,-0.720,9.429,10.235,33.91,32.919,81.419,2.231,-0.714,10.601,10.245,33.96,35.98,82.234,1.449,-1.037,8.000,8.000,32.57,36.141,82.421,1.427,-1.035,8.000,8.000,32.64
00:04.345,32.471,81.388,2.288,-0.658,10.652,10.686,34.25,32.446,81.453,2.274,-0.653,10.601,10.718,34.29,35.772,82.219,1.414,-0.999,8.000,8.000,32.71,35.975,82.4,1.392,-0.997,8.000,8.000,32.72
00:04.445,31.994,81.434,2.330,-0.597,10.652,11.165,34.59,31.973,81.476,2.317,-0.591,10.601,11.191,34.65,35.563,82.226,1.379,-0.962,8.000,8.000,32.84,35.735,82.346,1.357,-0.960,8.000,8.000,32.83
00:04.545,31.527,81.467,2.373,-0.535,10.652,11.632,34.96,31.489,81.523,2.361,-0.529,11.995,11.677,35.00,35.327,82.189,1.344,-0.924,8.016,8.016,33.00,35.531,82.305,1.322,-0.922,8.000,8.000,32.96
00:04.645,31.043,81.502,2.416,-0.474,12.050,12.124,35.31,31.004,81.563,2.427,-0.469,11.995,12.167,35.38,35.131,82.161,1.333,-0.888,8.016,8.203,33.14,35.239,82.262,1.310,-0.886,8.115,8.115,33.07
00:04.745,30.585,81.551,2.501,-0.406,12.050,12.583,35.68,30.532,81.589,2.511,-0.402,13.440,12.638,35.75,34.879,82.12,1.332,-0.843,8.016,8.444,33.26,34.956,82.247,1.311,-0.840,8.115,8.391,33.25
00:04.845,30.12,81.608,2.586,-0.339,12.050,13.051,36.04,30.044,81.645,2.594,-0.336,13.440,13.129,36.10,34.628,82.109,1.331,-0.798,8.016,8.689,33.40,34.708,82.205,1.311,-0.794,8.115,8.627,33.44
00:04.945,29.639,81.658,2.671,-0.271,13.464,13.534,36.41,29.552,81.702,2.678,-0.270,13.440,13.624,36.49,34.342,82.107,1.330,-0.753,9.165,8.969,33.57,34.462,82.181,1.312,-0.748,9.191,8.864,33.59
00:05.045,29.142,81.692,2.756,-0.204,13.464,14.036,36.78,29.064,81.774,2.761,-0.203,13.440,14.116,36.88,34.078,82.107,1.329,-0.708,9.165,9.230,33.77,34.144,82.158,1.312,-0.702,9.191,9.174,33.74
00:05.145,28.626,81.702,2.841,-0.137,13.464,14.552,37.16,28.56,81.818,2.845,-0.137,14.919,14.620,37.27,33.797,82.085,1.334,-0.659,9.165,9.502,33.96,33.848,82.151,1.333,-0.658,9.191,9.463,33.95
00:05.245,28.106,81.691,2.944,-0.077,14.960,15.071,37.53,28.051,81.875,2.950,-0.076,14.919,15.130,37.66,33.519,82.088,1.357,-0.613,9.165,9.775,34.14,33.567,82.143,1.354,-0.613,9.191,9.739,34.16
00:05.345,27.6,81.702,3.046,-0.018,14.960,15.578,37.89,27.555,81.921,3.056,-0.015,15.937,15.627,38.06,33.227,82.071,1.380,-0.568,10.274,10.021,34.34,33.249,82.137,1.375,-0.569,9.191,10.008,34.35
00:05.445,27.051,81.685,3.149,0.041,15.986,16.128,38.26,27.042,81.968,3.162,0.046,15.937,16.137,38.44,32.987,82.036,1.403,-0.522,10.274,10.254,34.54,32.959,82.142,1.396,-0.524,10.404,10.296,34.57
00:05.545,26.533,81.711,3.252,0.101,15.986,16.646,38.63,26.536,81.986,3.268,0.107,16.950,16.643,38.84,32.761,82.086,1.425,-0.476,10.274,10.485,34.68,32.68,82.153,1.417,-0.480,10.404,10.574,34.78
00:05.645,26.023,81.749,3.330,0.137,17.053,17.155,39.02,26.032,81.997,3.360,0.145,16.950,17.146,39.21,32.463,82.099,1.464,-0.434,10.274,10.783,34.88,32.431,82.164,1.457,-0.437,10.404,10.822,34.98
00:05.745,25.496,81.793,3.419,0.175,17.053,17.682,39.40,25.518,82.01,3.453,0.184,17.960,17.660,39.57,32.207,82.13,1.502,-0.392,11.330,11.041,35.10,32.166,82.182,1.497,-0.394,10.404,11.088,35.17
00:05.845,24.946,81.79,3.508,0.212,18.093,18.232,39.81,24.992,82.032,3.545,0.223,17.960,18.186,39.95,31.969,82.175,1.541,-0.350,11.330,11.283,35.30,31.912,82.207,1.537,-0.351,11.487,11.343,35.37
00:05.945,24.448,81.811,3.597,0.250,18.093,18.730,40.19,24.462,82.035,3.637,0.262,19.000,18.716,40.33,31.699,82.221,1.579,-0.308,11.330,11.556,35.50,31.666,82.229,1.577,-0.308,11.487,11.590,35.56
00:06.045,23.929,81.834,3.686,0.287,19.141,19.249,40.56,23.899,82.04,3.729,0.301,19.000,19.279,40.71,31.429,82.265,1.618,-0.266,11.330,11.829,35.72,31.482,82.303,1.616,-0.265,11.487,11.782,35.75
00:06.145,23.424,81.88,3.774,0.325,19.141,19.754,40.95,23.365,82.079,3.822,0.340,20.093,19.813,41.11,31.21,82.338,1.656,-0.225,12.377,12.016,35.95,31.27,82.345,1.656,-0.223,11.487,11.996,35.94
00:06.245,22.892,81.913,3.851,0.347,20.167,20.286,41.33,22.812,82.101,3.897,0.360,21.181,20.366,41.52,30.993,82.385,1.690,-0.195,12.377,12.235,36.15,31.062,82.401,1.692,-0.192,12.612,12.168,36.12
00:06.345,22.378,81.935,3.929,0.369,20.167,20.800,41.73,22.25,82.095,3.972,0.381,21.181,20.928,41.92,30.771,82.416,1.725,-0.166,12.377,12.458,36.34,30.861,82.46,1.729,-0.162,12.612,12.372,36.30
00:06.445,21.888,81.988,4.006,0.391,21.214,21.289,42.11,21.705,82.093,4.048,0.402,22.288,21.472,42.32,30.561,82.463,1.759,-0.136,12.377,12.671,36.52,30.643,82.509,1.766,-0.131,12.612,12.592,36.49
00:06.545,21.354,81.978,4.083,0.414,21.214,21.823,42.50,21.151,82.077,4.123,0.423,22.288,22.026,42.70,30.31,82.477,1.794,-0.107,12.377,12.922,36.70,30.381,82.532,1.803,-0.101,12.612,12.855,36.67
00:06.645,20.792,81.945,4.160,0.436,22.238,22.385,42.87,20.599,82.053,4.209,0.443,23.394,22.578,43.08,30.108,82.492,1.817,-0.090,13.515,13.124,36.89,30.131,82.62,1.822,-0.086,12.612,13.110,36.88
00:06.745,20.266,81.898,4.227,0.447,22.238,22.911,43.24,20.016,82.032,4.275,0.454,23.394,23.161,43.45,29.923,82.49,1.840,-0.074,13.515,13.309,37.04,29.893,82.639,1.842,-0.072,12.612,13.350,37.12
00:06.845,19.719,81.901,4.294,0.459,23.328,23.458,43.58,19.47,81.992,4.340,0.464,23.394,23.707,43.85,29.701,82.472,1.863,-0.057,13.515,13.529,37.17,29.66,82.662,1.862,-0.057,13.804,13.583,37.30
00:06.945,19.128,81.864,4.361,0.471,23.328,24.049,43.97,18.924,81.968,4.405,0.475,24.524,24.253,44.21,29.51,82.431,1.886,-0.041,13.515,13.717,37.31,29.458,82.655,1.882,-0.043,13.804,13.785,37.48
00:07.045,18.556,81.843,4.428,0.482,24.466,24.621,44.36,18.377,81.956,4.471,0.485,24.524,24.800,44.58,29.319,82.38,1.910,-0.024,13.515,13.904,37.42,29.267,82.625,1.902,-0.028,13.804,13.972,37.62
00:07.145,17.988,81.816,4.495,0.494,24.466,25.189,44.75,17.821,81.909,4.548,0.497,25.617,25.356,44.96,29.107,82.283,1.941,-0.004,13.515,14.083,37.52,29.055,82.495,1.931,-0.009,13.804,14.139,37.73
00:07.245,17.432,81.818,4.552,0.498,25.607,25.744,45.13,17.289,81.891,4.609,0.502,26.706,25.887,45.32,28.908,82.218,1.962,0.007,14.733,14.280,37.60,28.834,82.407,1.949,0.000,14.888,14.358,37.79
00:07.345,16.832,81.816,4.610,0.502,25.607,26.344,45.53,16.747,81.898,4.669,0.508,26.706,26.429,45.68,28.689,82.19,1.982,0.018,14.733,14.499,37.70,28.641,82.329,1.966,0.010,14.888,14.549,37.88
00:07.445,16.239,81.825,4.667,0.506,26.763,26.937,45.95,16.181,81.9,4.730,0.513,27.814,26.995,46.07,28.438,82.155,2.003,0.029,14.733,14.749,37.83,28.435,82.269,1.983,0.019,14.888,14.754,37.96
00:07.545,15.645,81.837,4.724,0.509,27.950,27.531,46.38,15.628,81.922,4.791,0.519,27.814,27.548,46.47,28.207,82.098,2.024,0.040,14.733,14.979,37.98,28.241,82.202,2.000,0.029,14.888,14.947,38.07
00:07.645,15.046,81.881,4.782,0.513,27.950,28.130,46.80,15.041,81.958,4.851,0.524,27.814,28.135,46.88,28.007,82.067,2.039,0.047,14.733,15.178,38.11,28.048,82.125,2.024,0.039,14.888,15.138,38.16
00:07.745,14.429,81.922,4.837,0.515,27.950,28.747,47.26,14.45,81.996,4.903,0.524,28.955,28.726,47.32,27.75,82.028,2.062,0.056,15.854,15.434,38.23,27.854,82.069,2.047,0.049,14.888,15.331,38.24
00:07.845,13.845,81.949,4.892,0.517,29.168,29.331,47.72,13.814,82.032,4.955,0.524,28.955,29.362,47.76,27.485,81.938,2.085,0.066,15.854,15.697,38.38,27.636,81.967,2.071,0.059,15.924,15.547,38.34
00:07.945,13.261,81.95,4.947,0.519,29.168,29.914,48.16,13.19,82.055,5.007,0.524,30.184,29.985,48.24,27.232,81.881,2.108,0.075,15.854,15.949,38.50,27.402,81.931,2.094,0.070,15.924,15.780,38.42
00:08.045,12.643,81.97,5.001,0.520,30.336,30.532,48.57,12.564,82.061,5.059,0.524,30.184,30.611,48.69,26.951,81.886,2.132,0.085,15.854,16.228,38.64,27.101,81.913,2.118,0.080,15.924,16.078,38.56
00:08.145,12.036,81.97,5.056,0.522,30.336,31.139,49.02,11.958,82.059,5.099,0.522,31.434,31.217,49.14,26.633,81.947,2.153,0.093,16.925,16.546,38.84,26.811,81.963,2.136,0.087,15.924,16.368,38.76
00:08.245,11.411,81.959,5.111,0.523,31.561,31.764,49.45,11.298,82.038,5.146,0.520,31.434,31.877,49.57,26.317,81.97,2.183,0.104,16.925,16.861,39.11,26.484,81.99,2.163,0.096,16.972,16.695,39.00
00:08.345,10.831,81.939,5.165,0.524,31.561,32.344,49.88,10.671,82.014,5.194,0.518,32.700,32.504,50.02,26.046,81.975,2.214,0.114,16.925,17.132,39.35,26.181,82.017,2.190,0.106,16.972,16.997,39.25
00:08.445,10.197,81.941,5.219,0.525,32.766,32.978,50.28,10.059,82.011,5.242,0.516,32.700,33.116,50.45,25.764,81.942,2.244,0.125,16.925,17.414,39.55,25.879,81.983,2.218,0.115,16.972,17.299,39.48
00:08.545,9.584,81.923,5.274,0.526,34.013,33.591,50.73,9.429,81.975,5.290,0.513,33.939,33.746,50.88,25.487,81.922,2.275,0.136,18.113,17.691,39.72,25.582,81.951,2.245,0.125,18.201,17.596,39.67
00:08.645,8.947,81.889,5.328,0.527,34.013,34.228,51.15,8.797,81.944,5.349,0.512,33.939,34.377,51.30,25.136,81.877,2.310,0.146,18.113,18.042,39.91,25.263,81.908,2.278,0.135,18.201,17.915,39.86
00:08.745,8.319,81.858,5.377,0.525,34.013,34.855,51.58,8.193,81.901,5.399,0.511,35.202,34.981,51.72,24.79,81.868,2.345,0.157,18.113,18.388,40.12,24.948,81.896,2.311,0.145,18.201,18.230,40.05
00:08.845,7.667,81.856,5.427,0.523,35.279,35.507,52.00,7.598,81.863,5.450,0.511,35.202,35.576,52.12,24.49,81.906,2.380,0.167,18.113,18.688,40.36,24.625,81.916,2.344,0.155,18.201,18.553,40.27
00:08.945,7.003,81.867,5.476,0.522,35.279,36.171,52.46,6.972,81.828,5.500,0.511,36.403,36.202,52.51,24.135,81.932,2.415,0.177,19.387,19.043,40.60,24.262,81.925,2.378,0.165,18.201,18.916,40.51
00:09.045,6.374,81.844,5.525,0.520,36.595,36.800,52.94,6.345,81.813,5.550,0.510,36.403,36.829,52.93,23.779,81.91,2.450,0.187,19.387,19.399,40.87,23.959,81.914,2.411,0.175,19.521,19.219,40.77
00:09.145,5.715,81.843,5.575,0.518,36.595,37.459,53.37,5.705,81.807,5.590,0.510,37.656,37.469,53.36,23.438,81.871,2.480,0.196,19.387,19.740,41.10,23.641,81.898,2.443,0.182,19.521,19.537,40.98
00:09.245,5.051,81.848,5.622,0.515,37.883,38.123,53.83,5.043,81.819,5.639,0.509,37.656,38.131,53.81,23.127,81.839,2.511,0.201,20.439,20.051,41.32,23.315,81.877,2.475,0.189,19.521,19.863,41.19
00:09.345,4.351,81.858,5.669,0.513,37.883,38.822,54.30,4.379,81.828,5.688,0.508,38.958,38.794,54.29,22.766,81.82,2.542,0.207,20.439,20.412,41.52,22.931,81.872,2.508,0.197,19.521,20.247,41.41
00:09.445,3.694,81.857,5.715,0.510,39.247,39.479,54.81,3.684,81.806,5.737,0.507,38.958,39.489,54.76,22.441,81.842,2.574,0.213,20.439,20.737,41.76,22.58,81.908,2.540,0.204,20.853,20.598,41.68
00:09.545,2.992,81.884,5.762,0.508,39.247,40.181,55.27,2.978,81.817,5.785,0.506,40.317,40.195,55.24,22.109,81.864,2.605,0.219,20.439,21.069,42.00,22.224,81.961,2.572,0.211,20.853,20.954,41.95
00:09.645,2.344,81.907,5.819,0.505,40.606,40.829,55.79,2.299,81.83,5.830,0.503,41.702,40.874,55.75,21.822,81.905,2.637,0.224,21.768,21.355,42.25,21.925,81.983,2.604,0.216,21.865,21.252,42.24
00:09.745,1.688,81.92,5.867,0.504,40.606,41.485,56.26,1.62,81.839,5.875,0.500,41.702,41.553,56.24,21.516,81.929,2.669,0.228,21.768,21.661,42.49,21.627,81.98,2.636,0.221,21.865,21.550,42.47
00:09.845,1.035,81.914,5.914,0.502,41.910,42.138,56.73,0.932,81.857,5.920,0.497,41.702,42.241,56.72,21.188,81.95,2.701,0.233,21.768,21.989,42.72,21.331,81.994,2.667,0.226,21.865,21.846,42.68
00:09.945,0.361,81.917,5.962,0.501,41.910,42.812,57.19,0.255,81.891,5.965,0.494,43.069,42.918,57.22,20.915,81.966,2.734,0.238,21.768,22.262,42.97,21.072,81.965,2.699,0.231,21.865,22.105,42.90
00:10.045,-0.336,81.934,6.009,0.499,43.237,43.508,57.67,-0.432,81.91,6.009,0.491,43.069,43.604,57.73,20.645,81.975,2.766,0.243,22.966,22.532,43.17,20.772,81.944,2.730,0.236,21.865,22.405,43.06
00:10.145,-1.058,81.96,6.057,0.497,43.237,44.230,58.17,-1.126,81.917,6.054,0.489,44.434,44.298,58.22,20.363,81.97,2.806,0.249,22.966,22.814,43.37,20.468,81.965,2.766,0.242,23.018,22.709,43.26
00:10.245,-1.751,81.994,6.100,0.494,44.656,44.923,58.70,-1.826,81.915,6.096,0.485,44.434,44.998,58.72,20.064,81.983,2.837,0.253,22.966,23.113,43.56,20.208,81.957,2.802,0.247,23.018,22.969,43.48
00:10.345,-2.446,82.014,6.144,0.491,44.656,45.618,59.22,-2.555,81.925,6.137,0.481,45.828,45.727,59.21,19.746,81.983,2.869,0.256,22.966,23.431,43.78,19.957,81.927,2.838,0.253,23.018,23.220,43.66
00:10.445,-3.175,82.025,6.188,0.488,46.045,46.347,59.72,-3.261,81.933,6.179,0.477,45.828,46.433,59.74,19.379,81.973,2.901,0.259,24.135,23.798,44.01,19.645,81.948,2.874,0.259,23.018,23.532,43.82
