,ID 1672,ID 1672,ID 1672,ID 1672,ID 1672,ID 1672,ID 1672,ID 1822,ID 1822,ID 1822,ID 1822,ID 1822,ID 1822,ID 1822,ID 1721,ID 1721,ID 1721,ID 1721,ID 1721,ID 1721,ID 1721,ID 1604,ID 1604,ID 1604,ID 1604,ID 1604,ID 1604,ID 1604,ID 2086,ID 2086,ID 2086,ID 2086,ID 2086,ID 2086,ID 2086,ID 1718,ID 1718,ID 1718,ID 1718,ID 1718,ID 1718,ID 1718,ID 1768,ID 1768,ID 1768,ID 1768,ID 1768,ID 1768,ID 1768,ID 1984,ID 1984,ID 1984,ID 1984,ID 1984,ID 1984,ID 1984,ID 1824,ID 1824,ID 1824,ID 1824,ID 1824,ID 1824,ID 1824,ID 1697,ID 1697,ID 1697,ID 1697,ID 1697,ID 1697,ID 1697,ID 1965,ID 1965,ID 1965,ID 1965,ID 1965,ID 1965,ID 1965,ID 1594,ID 1594,ID 1594,ID 1594,ID 1594,ID 1594,ID 1594,ID 1846,ID 1846,ID 1846,ID 1846,ID 1846,ID 1846,ID 1846
,GUILLEMOT,GUILLEMOT,GUILLEMOT,GUILLEMOT,GUILLEMOT,GUILLEMOT,GUILLEMOT,HEALY,HEALY,HEALY,HEALY,HEALY,HEALY,HEALY,SNOWDEN,SNOWDEN,SNOWDEN,SNOWDEN,SNOWDEN,SNOWDEN,SNOWDEN,PEREZ,PEREZ,PEREZ,PEREZ,PEREZ,PEREZ,PEREZ,NGARAMBE,NGARAMBE,NGARAMBE,NGARAMBE,NGARAMBE,NGARAMBE,NGARAMBE,REEKIE,REEKIE,REEKIE,REEKIE,REEKIE,REEKIE,REEKIE,WE?EL,WE?EL,WE?EL,WE?EL,WE?EL,WE?EL,WE?EL,AFONSO,AFONSO,AFONSO,AFONSO,AFONSO,AFONSO,AFONSO,MAGEEAN,MAGEEAN,MAGEEAN,MAGEEAN,MAGEEAN,MAGEEAN,MAGEEAN,BELL,BELL,BELL,BELL,BELL,BELL,BELL,PLOCINSKA,PLOCINSKA,PLOCINSKA,PLOCINSKA,PLOCINSKA,PLOCINSKA,PLOCINSKA,GUERRERO,GUERRERO,GUERRERO,GUERRERO,GUERRERO,GUERRERO,GUERRERO,CAVALLI,CAVALLI,CAVALLI,CAVALLI,CAVALLI,CAVALLI,CAVALLI
Time,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail
02:08.198,63.643,39.005,6.089,-0.001,754.230,751.756,3.15,63.234,36.588,6.058,0.014,752.806,749.296,3.11,63.593,37.866,6.081,0.019,751.147,750.627,3.06,64.207,37.521,6.096,-0.002,758.480,750.402,2.42,63.871,35.971,6.077,-0.004,766.506,748.849,2.38,64.505,39.513,6.152,0.029,763.712,752.384,2.39,63.551,35.837,6.107,0.029,755.521,748.643,2.71,63.509,34.702,6.202,0.072,749.253,747.561,2.37,64.471,38.868,6.177,0.046,763.755,751.775,2.38,64.688,38.791,6.138,0.025,757.610,751.740,2.14,62.655,34.506,6.120,0.036,757.137,747.129,3.19,63.747,37.179,6.069,-0.013,761.824,749.993,2.77,62.028,32.22,5.981,0.032,762.652,744.755,3.04
02:08.298,63.782,39.594,6.079,-0.006,755.237,752.370,3.21,63.307,37.149,6.056,0.012,754.013,749.859,3.12,63.718,38.361,6.078,0.016,751.147,751.137,3.04,64.321,38.195,6.083,-0.009,758.480,751.086,2.38,64.044,36.531,6.061,-0.013,766.506,749.435,2.35,64.549,40.103,6.149,0.026,763.712,752.975,2.43,63.705,36.397,6.097,0.022,755.521,749.224,2.63,63.664,35.356,6.202,0.068,750.596,748.203,2.38,64.518,39.569,6.173,0.041,763.755,752.440,2.37,64.78,39.321,6.133,0.021,758.773,752.228,2.14,62.844,35.013,6.127,0.038,758.262,747.668,3.14,63.875,37.759,6.058,-0.018,763.042,750.574,2.76,62.241,32.792,5.975,0.027,763.723,745.365,3.01
02:08.398,63.908,40.187,6.069,-0.012,755.237,752.975,3.16,63.308,37.667,6.053,0.010,754.013,750.379,3.18,63.873,38.944,6.074,0.013,752.260,751.739,3.01,64.426,38.966,6.071,-0.015,759.579,751.863,2.39,64.204,37.112,6.046,-0.022,767.582,750.001,2.32,64.585,40.675,6.145,0.022,764.872,753.547,2.46,63.783,37.064,6.086,0.015,756.663,749.891,2.62,63.795,36.009,6.202,0.064,750.596,748.869,2.41,64.527,40.111,6.169,0.036,765.074,752.980,2.42,64.861,39.977,6.128,0.017,758.773,752.890,2.13,63.006,35.708,6.135,0.040,758.262,748.388,3.11,64.015,38.333,6.048,-0.023,763.042,751.165,2.75,62.411,33.388,5.969,0.022,763.723,745.983,3.01
02:08.498,63.993,40.886,6.059,-0.017,756.449,753.679,3.11,63.446,38.271,6.051,0.008,755.094,750.999,3.29,63.977,39.566,6.071,0.010,752.260,752.368,2.97,64.52,39.711,6.058,-0.022,759.579,752.581,2.43,64.387,37.91,6.031,-0.030,767.582,750.818,2.30,64.677,41.307,6.141,0.019,764.872,754.156,2.50,63.856,37.622,6.076,0.008,756.663,750.437,2.70,63.934,36.602,6.202,0.060,751.933,749.477,2.44,64.426,40.542,6.164,0.031,765.074,753.394,2.49,64.964,40.53,6.123,0.012,759.977,753.453,2.14,63.164,36.408,6.142,0.042,758.262,749.105,3.13,64.124,38.951,6.038,-0.027,764.226,751.802,2.72,62.574,34.071,5.963,0.017,764.952,746.687,3.06
02:08.598,64.037,41.428,6.048,-0.023,757.690,754.229,3.12,63.627,38.883,6.050,0.007,756.345,751.633,3.26,64.063,40.198,6.066,0.006,753.476,753.006,2.96,64.603,40.231,6.042,-0.029,761.101,753.109,2.44,64.475,38.638,6.035,-0.027,769.004,751.549,2.27,64.767,41.91,6.134,0.014,766.083,754.764,2.48,63.96,38.166,6.065,0.002,757.886,750.991,2.74,64.107,37.163,6.195,0.053,753.114,750.032,2.44,64.532,41.127,6.141,0.018,766.620,753.988,2.64,65.054,41.174,6.122,0.012,761.177,754.052,2.11,63.291,37.129,6.156,0.047,759.698,749.836,3.15,64.168,39.568,6.034,-0.028,765.464,752.394,2.72,62.762,34.686,5.967,0.018,766.290,747.332,3.10
02:08.698,64.072,42.054,6.038,-0.027,757.690,754.856,3.13,63.765,39.562,6.055,0.009,756.345,752.335,3.20,64.061,40.776,6.053,-0.001,753.476,753.579,2.96,64.676,40.674,6.041,-0.029,761.101,753.558,2.43,64.592,39.333,6.040,-0.024,769.004,752.216,2.32,64.831,42.536,6.127,0.010,766.083,755.393,2.44,64.114,38.705,6.054,-0.003,757.886,751.548,2.74,64.195,37.693,6.187,0.046,753.114,750.569,2.41,64.618,41.683,6.118,0.005,766.620,754.521,2.61,65.114,41.863,6.122,0.011,761.177,754.744,2.10,63.435,37.741,6.170,0.052,759.698,750.476,3.19,64.173,40.126,6.031,-0.028,765.464,752.949,2.77,62.945,35.249,5.970,0.019,766.290,747.924,3.09
02:08.798,64.064,42.604,6.028,-0.032,757.690,755.403,3.14,63.868,40.179,6.060,0.011,756.345,752.962,3.17,64.091,41.32,6.040,-0.007,754.698,754.125,3.03,64.787,41.268,6.039,-0.028,761.101,754.126,2.41,64.679,39.961,6.045,-0.020,770.441,752.850,2.32,64.838,43.082,6.119,0.005,767.320,755.939,2.42,64.287,39.297,6.043,-0.009,759.011,752.141,2.69,64.283,38.31,6.180,0.040,753.114,751.192,2.42,64.633,42.197,6.095,-0.009,766.620,755.040,2.57,65.196,42.48,6.121,0.010,761.177,755.364,2.09,63.625,38.449,6.184,0.057,761.058,751.206,3.18,64.266,40.7,6.027,-0.029,765.464,753.531,2.84,63.118,35.789,5.974,0.020,766.290,748.493,3.08
02:08.898,64.127,43.197,6.017,-0.036,758.872,756.009,3.19,63.939,40.798,6.065,0.013,757.669,753.585,3.15,64.179,41.899,6.028,-0.014,755.821,754.709,3.07,64.856,41.717,6.037,-0.028,762.687,754.578,2.37,64.757,40.464,6.050,-0.017,771.571,753.360,2.32,64.827,43.667,6.112,0.001,768.439,756.496,2.46,64.37,39.886,6.032,-0.015,760.208,752.736,2.62,64.365,38.975,6.172,0.033,754.288,751.861,2.45,64.618,42.865,6.072,-0.022,767.706,755.705,2.59,65.226,43.083,6.121,0.009,762.502,755.969,2.05,63.817,39.084,6.198,0.061,762.447,751.866,3.12,64.362,41.225,6.023,-0.029,766.612,754.051,2.82,63.268,36.391,5.977,0.020,767.461,749.114,3.04
02:08.998,64.192,43.771,6.007,-0.040,760.039,756.584,3.17,63.918,41.4,6.069,0.015,758.884,754.192,3.16,64.256,42.49,6.015,-0.021,755.821,755.304,3.02,64.906,42.224,6.035,-0.027,762.687,755.088,2.33,64.855,41.042,6.054,-0.013,771.571,753.946,2.30,64.841,44.278,6.104,-0.004,768.439,757.107,2.48,64.389,40.535,6.021,-0.020,760.208,753.382,2.61,64.483,39.622,6.165,0.026,755.602,752.489,2.49,64.524,43.494,6.049,-0.035,768.995,756.316,2.66,65.222,43.776,6.120,0.008,763.786,756.615,2.07,63.966,39.658,6.212,0.066,762.447,752.457,3.05,64.468,41.806,6.019,-0.030,767.725,754.638,2.79,63.362,37.028,5.981,0.021,768.712,749.754,3.04
02:09.098,64.223,44.43,6.007,-0.039,760.039,757.244,3.12,63.994,42.046,6.073,0.016,758.884,754.842,3.25,64.299,43.048,6.013,-0.021,755.821,755.864,2.99,64.857,42.941,6.033,-0.028,762.687,755.799,2.32,64.906,41.632,6.068,-0.006,771.571,754.497,2.28,64.885,44.9,6.098,-0.007,768.439,757.730,2.49,64.374,41.101,6.016,-0.023,760.208,753.942,2.68,64.559,40.204,6.157,0.021,755.602,753.077,2.47,64.485,44.085,6.035,-0.041,768.995,756.906,2.78,65.277,44.419,6.123,0.009,763.786,757.259,2.09,63.912,40.274,6.226,0.071,762.447,753.056,2.98,64.522,42.367,6.013,-0.031,767.725,755.202,2.73,63.413,37.619,5.993,0.027,768.712,750.352,3.10
02:09.198,64.236,45.061,6.009,-0.036,760.039,757.875,3.11,64.086,42.592,6.073,0.015,758.884,755.393,3.22,64.307,43.639,6.008,-0.023,756.982,756.455,2.99,64.876,43.675,6.032,-0.027,764.361,756.506,2.43,64.889,42.324,6.079,0.000,772.760,755.186,2.28,64.937,45.491,6.094,-0.009,769.685,758.287,2.46,64.425,41.706,6.015,-0.021,761.434,754.535,2.77,64.63,40.717,6.158,0.020,755.602,753.594,2.47,64.608,44.719,6.022,-0.046,768.995,757.542,2.84,65.326,45.014,6.119,0.007,763.786,757.855,2.05,63.951,40.893,6.228,0.069,763.646,753.681,3.12,64.497,43.046,6.007,-0.033,767.725,755.877,2.72,63.526,38.238,6.006,0.032,768.712,750.981,3.17
02:09.298,64.191,45.557,6.011,-0.033,761.335,758.379,3.11,64.172,43.229,6.074,0.015,760.093,756.042,3.17,64.292,44.277,6.003,-0.024,756.982,757.087,3.00,64.874,44.237,6.031,-0.026,764.361,757.067,2.44,64.945,43.033,6.089,0.005,772.760,755.898,2.35,64.951,46.129,6.089,-0.010,769.685,758.924,2.40,64.478,42.261,6.015,-0.020,761.434,755.093,2.76,64.708,41.314,6.158,0.018,756.719,754.165,2.46,64.789,45.314,6.010,-0.050,770.234,758.115,2.73,65.351,45.642,6.115,0.005,765.041,758.423,2.02,64.008,41.474,6.230,0.067,763.646,754.272,3.16,64.492,43.699,6.000,-0.034,768.970,756.520,2.79,63.677,38.868,6.019,0.037,769.938,751.628,3.18
02:09.398,64.121,46.144,6.012,-0.031,761.335,758.968,3.14,64.228,43.846,6.074,0.014,760.093,756.660,3.13,64.294,44.876,5.998,-0.025,758.211,757.691,3.03,64.968,44.799,6.030,-0.025,765.657,757.631,2.45,65.024,43.663,6.100,0.010,774.161,756.497,2.34,64.945,46.807,6.085,-0.012,770.915,759.603,2.37,64.577,42.824,6.015,-0.019,762.598,755.661,2.75,64.726,41.887,6.159,0.017,756.719,754.739,2.45,64.802,45.901,5.997,-0.055,770.234,758.701,2.56,65.314,46.212,6.111,0.002,765.041,758.995,1.98,64.071,41.946,6.232,0.064,764.855,754.748,3.16,64.532,44.251,5.994,-0.036,768.970,757.073,2.82,63.833,39.428,6.031,0.042,769.938,752.211,3.15
02:09.498,64.136,46.731,6.014,-0.028,762.424,759.554,3.19,64.22,44.443,6.074,0.013,761.355,757.257,3.09,64.369,45.483,5.993,-0.026,758.211,758.298,3.05,65.043,45.382,6.029,-0.024,765.657,758.174,2.37,65.061,44.183,6.110,0.016,774.161,757.018,2.29,64.904,47.401,6.080,-0.014,770.915,760.165,2.35,64.626,43.453,6.015,-0.018,762.598,756.277,2.70,64.759,42.6,6.160,0.016,757.892,755.452,2.48,64.872,46.551,5.984,-0.060,771.431,759.349,2.52,65.281,46.794,6.107,0.000,766.238,759.577,2.00,64.105,42.497,6.234,0.062,764.855,755.300,3.13,64.598,44.781,5.988,-0.037,770.175,757.604,2.79,63.859,40.087,6.044,0.047,771.166,752.868,3.09
02:09.598,64.14,47.298,6.016,-0.025,762.424,760.128,3.16,64.116,45.039,6.074,0.012,761.355,757.850,3.11,64.401,46.057,5.988,-0.027,759.419,758.872,2.97,65.045,45.925,6.028,-0.024,766.814,758.716,2.30,65.134,44.812,6.120,0.021,775.316,757.648,2.26,64.843,47.989,6.075,-0.016,772.188,760.756,2.36,64.601,44.134,6.015,-0.017,763.799,756.957,2.68,64.822,43.268,6.164,0.018,757.892,756.097,2.50,64.741,47.116,5.988,-0.055,771.431,759.918,2.43,65.282,47.41,6.100,-0.004,766.238,760.142,2.01,64.149,43.113,6.219,0.051,765.876,755.919,3.14,64.591,45.387,5.984,-0.038,770.175,758.195,2.74,63.847,40.702,6.051,0.049,771.166,753.477,3.15
02:09.698,64.135,47.954,6.013,-0.025,763.578,760.781,3.13,64.107,45.595,6.070,0.009,762.553,758.419,3.23,64.393,46.608,5.989,-0.025,759.419,759.422,2.92,65.019,46.716,6.021,-0.026,766.814,759.508,2.28,65.111,45.382,6.114,0.017,775.316,758.172,2.21,64.806,48.601,6.068,-0.019,772.188,761.370,2.37,64.521,44.876,6.017,-0.015,763.799,757.697,2.72,64.889,43.951,6.167,0.019,759.276,756.782,2.48,64.586,47.727,5.989,-0.052,772.647,760.517,2.54,65.273,47.957,6.099,-0.004,767.437,760.688,1.98,64.105,43.742,6.210,0.044,765.876,756.553,3.14,64.587,45.982,5.983,-0.037,771.312,758.789,2.75,63.855,41.361,6.053,0.048,772.440,754.148,3.24
02:09.798,64.057,48.622,6.011,-0.025,763.578,761.454,3.08,64.132,46.162,6.066,0.007,762.553,758.986,3.23,64.328,47.206,5.991,-0.023,760.544,760.020,2.91,64.979,47.362,6.015,-0.028,768.148,760.120,2.28,65.045,46.058,6.108,0.013,776.516,758.850,2.23,64.791,49.241,6.061,-0.021,773.391,761.997,2.35,64.491,45.434,6.019,-0.013,765.219,758.245,2.82,64.97,44.642,6.170,0.019,759.276,757.474,2.43,64.526,48.31,5.989,-0.049,772.647,761.103,2.65,65.213,48.552,6.098,-0.004,767.437,761.285,1.94,64.082,44.213,6.201,0.037,767.121,757.023,3.21,64.519,46.613,5.982,-0.036,771.312,759.423,2.73,63.896,41.932,6.055,0.047,772.440,754.721,3.31
02:09.898,63.96,49.151,6.008,-0.025,764.904,761.990,3.10,64.12,46.685,6.062,0.004,763.676,759.509,3.18,64.213,47.866,5.993,-0.020,760.544,760.687,2.95,64.917,48.033,6.009,-0.030,768.148,760.793,2.29,64.994,46.772,6.102,0.009,776.516,759.565,2.27,64.745,49.798,6.055,-0.024,773.391,762.529,2.31,64.51,46.004,6.021,-0.011,765.219,758.814,2.85,64.99,45.22,6.173,0.019,760.658,758.014,2.37,64.671,48.952,5.990,-0.046,773.860,761.725,2.66,65.185,49.22,6.098,-0.004,768.574,761.955,1.95,64.1,44.853,6.192,0.030,767.121,757.663,3.24,64.432,47.305,5.981,-0.034,772.540,760.110,2.78,63.952,42.461,6.058,0.045,773.670,755.253,3.31
02:09.998,63.874,49.753,6.006,-0.025,764.904,762.607,3.15,64.121,47.293,6.057,0.001,763.676,760.124,3.18,64.153,48.472,5.995,-0.018,761.813,761.296,3.01,64.897,48.688,6.002,-0.032,769.469,761.448,2.29,64.969,47.367,6.096,0.005,777.910,760.126,2.30,64.645,50.45,6.048,-0.027,774.588,763.188,2.28,64.576,46.545,6.024,-0.009,766.353,759.353,2.81,64.943,45.817,6.176,0.020,760.658,758.612,2.36,64.771,49.587,5.991,-0.042,773.860,762.317,2.46,65.081,49.823,6.097,-0.004,768.574,762.507,1.92,64.13,45.449,6.183,0.023,768.232,758.273,3.24,64.42,47.907,5.979,-0.033,772.540,760.710,2.84,64.063,42.996,6.060,0.044,773.670,755.794,3.29
02:10.098,63.797,50.313,6.005,-0.025,766.049,763.171,3.15,63.999,47.815,6.052,-0.002,764.807,760.655,3.15,64.132,49.071,5.998,-0.015,761.813,761.895,3.02,64.922,49.199,5.999,-0.032,769.469,761.956,2.26,64.976,47.926,6.092,0.002,777.910,760.682,2.30,64.488,51.021,6.043,-0.028,774.588,763.776,2.29,64.607,47.168,6.028,-0.007,766.353,759.975,2.73,64.879,46.498,6.183,0.022,761.833,759.295,2.38,64.688,50.176,5.988,-0.042,775.154,762.912,2.29,64.933,50.509,6.097,-0.004,769.851,763.207,1.95,64.114,46.04,6.172,0.017,768.232,758.865,3.21,64.421,48.516,5.983,-0.030,773.837,761.317,2.80,64.104,43.653,6.057,0.040,774.747,756.464,3.22
02:10.198,63.716,50.882,6.001,-0.025,767.183,763.747,3.15,63.851,48.478,6.055,0.000,766.016,761.327,3.22,64.085,49.747,6.000,-0.013,763.021,762.571,2.99,64.887,49.674,6.002,-0.029,770.635,762.386,2.19,65,48.534,6.086,0.000,779.064,761.286,2.24,64.405,51.541,6.036,-0.030,775.837,764.267,2.37,64.539,47.775,6.027,-0.007,767.521,760.569,2.67,64.899,47.181,6.183,0.021,763.184,759.978,2.42,64.476,50.699,5.988,-0.040,776.298,763.459,2.29,64.827,51.238,6.095,-0.005,771.282,763.944,2.00,64.053,46.709,6.160,0.010,769.419,759.535,3.20,64.417,49.065,5.987,-0.026,774.989,761.865,2.74,64.053,44.304,6.054,0.037,776.049,757.114,3.21
02:10.298,63.624,51.483,5.998,-0.025,767.183,764.362,3.15,63.749,49.092,6.057,0.001,766.016,761.950,3.32,63.991,50.339,6.002,-0.012,763.021,763.170,2.94,64.795,50.271,6.004,-0.027,770.635,762.990,2.16,64.955,49.102,6.081,-0.003,779.064,761.856,2.17,64.311,52.119,6.029,-0.032,775.837,764.853,2.36,64.445,48.441,6.026,-0.008,767.521,761.240,2.69,64.87,47.764,6.183,0.020,763.184,760.529,2.38,64.247,51.279,5.988,-0.038,776.298,764.040,2.42,64.728,51.837,6.093,-0.006,771.282,764.493,2.00,63.981,47.43,6.148,0.003,769.419,760.273,3.24,64.312,49.689,5.991,-0.023,774.989,762.481,2.70,64.027,44.824,6.050,0.033,776.049,757.633,3.27
02:10.398,63.526,52.061,5.995,-0.025,767.183,764.949,3.14,63.693,49.72,6.060,0.003,766.016,762.600,3.37,63.856,50.968,6.003,-0.010,764.296,763.812,2.95,64.625,50.873,6.007,-0.024,771.714,763.611,2.17,64.73,49.782,6.075,-0.006,780.240,762.516,2.16,64.215,52.683,6.022,-0.034,776.949,765.424,2.34,64.33,49.061,6.025,-0.008,768.804,761.863,2.73,64.859,48.431,6.184,0.019,763.184,761.195,2.36,64.084,51.88,5.988,-0.036,776.298,764.662,2.56,64.656,52.41,6.091,-0.006,771.282,765.070,1.98,63.932,48.041,6.137,-0.003,770.815,760.886,3.28,64.174,50.35,5.995,-0.019,774.989,763.155,2.73,64.028,45.44,6.047,0.029,776.049,758.267,3.31
02:10.498,63.388,52.563,5.992,-0.026,768.383,765.468,3.12,63.639,50.368,6.063,0.004,767.273,763.248,3.33,63.673,51.597,6.005,-0.008,764.296,764.465,3.00,64.516,51.567,6.009,-0.021,771.714,764.270,2.25,64.619,50.471,6.070,-0.009,780.240,763.213,2.30,64.128,53.268,6.015,-0.036,776.949,765.995,2.32,64.287,49.628,6.023,-0.008,768.804,762.425,2.79,64.794,48.938,6.184,0.018,764.440,761.706,2.32,64.026,52.522,5.988,-0.034,777.548,765.304,2.61,64.557,53.119,6.089,-0.007,772.472,765.785,1.94,63.922,48.716,6.125,-0.010,770.815,761.559,3.27,64.07,50.999,5.998,-0.016,776.302,763.812,2.77,64.06,45.967,6.044,0.025,777.191,758.793,3.31
02:10.598,63.231,53.172,5.989,-0.026,768.383,766.105,3.16,63.628,50.932,6.065,0.005,767.273,763.808,3.30,63.57,52.146,6.007,-0.007,765.593,765.023,3.07,64.429,52.323,6.012,-0.018,773.039,765.029,2.24,64.537,51.06,6.064,-0.011,781.649,763.807,2.31,63.985,53.904,6.008,-0.038,778.112,766.630,2.29,64.264,50.149,6.022,-0.008,770.001,762.944,2.76,64.668,49.489,6.184,0.017,764.440,762.220,2.34,64.026,53.132,5.987,-0.032,777.548,765.902,2.54,64.457,53.716,6.077,-0.013,772.472,766.338,1.90,63.903,49.213,6.112,-0.017,772.102,762.068,3.22,64.071,51.607,6.006,-0.012,776.302,764.396,2.78,64.109,46.504,6.040,0.023,777.191,759.328,3.26
02:10.698,63.087,53.703,5.987,-0.025,769.533,766.656,3.19,63.48,51.5,6.073,0.009,768.483,764.407,3.23,63.514,52.649,6.010,-0.005,765.593,765.528,3.06,64.357,52.853,6.017,-0.015,773.039,765.564,2.18,64.505,51.547,6.067,-0.009,781.649,764.253,2.31,63.82,54.431,6.001,-0.040,779.307,767.182,2.28,64.224,50.683,6.024,-0.007,771.056,763.483,2.71,64.544,50.103,6.178,0.013,765.515,762.859,2.40,63.871,53.742,5.987,-0.031,778.801,766.501,2.42,64.331,54.159,6.072,-0.015,773.793,766.801,1.86,63.889,49.772,6.110,-0.017,773.153,762.623,3.20,64.046,52.244,6.014,-0.007,777.563,765.027,2.67,64.147,47.052,6.037,0.020,778.258,759.875,3.19
02:10.798,62.993,54.34,5.986,-0.025,769.533,767.296,3.20,63.298,52.264,6.081,0.012,768.483,765.193,3.27,63.431,53.265,6.013,-0.003,766.654,766.146,3.02,64.296,53.484,6.022,-0.011,774.341,766.147,2.15,64.455,52.174,6.069,-0.007,782.731,764.879,2.26,63.688,55.01,5.993,-0.041,779.307,767.777,2.31,64.109,51.318,6.025,-0.006,771.056,764.106,2.67,64.444,50.683,6.171,0.009,765.515,763.448,2.44,63.65,54.294,5.986,-0.030,778.801,767.091,2.43,64.085,54.823,6.067,-0.017,773.793,767.498,1.88,63.828,50.341,6.109,-0.017,773.153,763.195,3.13,64.09,52.85,6.021,-0.003,777.563,765.613,2.57,64.1,47.787,6.033,0.017,778.258,760.618,3.14
02:10.898,62.87,54.937,5.984,-0.024,770.723,767.906,3.13,63.158,52.911,6.089,0.016,769.860,765.854,3.30,63.295,53.831,6.016,-0.001,766.654,766.729,2.97,64.174,54.084,6.027,-0.008,774.341,766.759,2.08,64.424,52.729,6.072,-0.005,782.731,765.429,2.19,63.529,55.633,5.986,-0.043,779.307,768.378,2.29,63.936,52.044,6.026,-0.005,771.056,764.852,2.69,64.367,51.237,6.165,0.004,766.735,763.996,2.46,63.28,54.822,5.986,-0.028,780.028,767.694,2.51,63.881,55.392,6.061,-0.019,774.960,768.043,1.95,63.7,50.942,6.107,-0.017,773.153,763.808,3.11,63.992,53.452,6.029,0.002,778.806,766.191,2.41,64.011,48.438,6.030,0.014,779.541,761.274,3.13
02:10.998,62.672,55.544,5.983,-0.023,770.723,768.550,3.10,63.055,53.443,6.096,0.019,769.860,766.411,3.31,63.167,54.462,6.020,0.001,767.859,767.372,2.96,63.984,54.666,6.032,-0.005,775.580,767.369,2.05,64.295,53.335,6.075,-0.003,783.915,766.003,2.11,63.385,56.171,5.979,-0.044,780.550,768.934,2.27,63.784,52.752,6.028,-0.004,772.447,765.576,2.72,64.325,51.928,6.158,0.000,766.735,764.662,2.45,63.105,55.369,5.985,-0.027,780.028,768.257,2.73,63.8,55.863,6.056,-0.021,774.960,768.525,2.01,63.511,51.543,6.105,-0.017,774.342,764.443,3.16,63.629,54.03,6.037,0.006,778.806,766.842,2.38,63.946,49.103,6.026,0.011,779.541,761.944,3.16
02:11.098,62.505,56.122,5.981,-0.023,771.967,769.151,3.12,63.02,54.092,6.104,0.023,771.048,767.049,3.29,62.961,55.039,6.023,0.003,767.859,767.983,2.93,63.782,55.229,6.037,-0.001,775.580,767.966,2.09,64.085,54.093,6.077,-0.001,783.915,766.789,2.11,63.28,56.687,5.972,-0.046,780.550,769.458,2.25,63.652,53.342,6.035,0.000,772.447,766.167,2.73,64.272,52.503,6.144,-0.008,767.979,765.237,2.36,62.971,56.023,5.985,-0.025,781.227,768.911,2.76,63.756,56.449,6.059,-0.018,776.038,769.088,1.94,63.433,52.18,6.108,-0.014,774.342,765.084,3.24,63.399,54.648,6.046,0.011,780.072,767.495,2.59,63.915,49.684,6.025,0.009,780.865,762.532,3.17
02:11.198,62.328,56.729,5.985,-0.020,771.967,769.784,3.10,62.926,54.728,6.109,0.024,771.048,767.690,3.17,62.783,55.57,6.025,0.004,769.112,768.542,2.99,63.614,55.905,6.041,0.001,776.789,768.612,2.15,63.915,54.777,6.075,-0.002,785.320,767.494,2.13,63.053,57.397,5.967,-0.046,781.633,770.160,2.19,63.554,53.943,6.044,0.004,773.775,766.773,2.74,64.079,53.146,6.132,-0.014,767.979,765.905,2.30,62.894,56.645,5.988,-0.022,781.227,769.534,2.69,63.537,57.061,6.055,-0.019,776.038,769.738,1.81,63.353,52.679,6.105,-0.015,775.608,765.589,3.19,63.283,55.288,6.053,0.014,780.072,768.123,2.66,63.932,50.223,6.028,0.010,780.865,763.064,3.12
02:11.298,62.133,57.298,5.989,-0.017,773.202,770.390,3.09,62.756,55.32,6.114,0.025,772.354,768.311,3.10,62.67,56.147,6.028,0.006,769.112,769.126,3.00,63.442,56.553,6.045,0.003,776.789,769.282,2.11,63.813,55.355,6.072,-0.003,785.320,768.027,2.13,62.825,57.979,5.962,-0.046,781.633,770.786,2.19,63.49,54.492,6.053,0.009,773.775,767.322,2.68,63.915,53.805,6.120,-0.020,769.227,766.552,2.37,62.666,57.192,5.991,-0.020,782.526,770.104,2.57,63.355,57.624,6.052,-0.020,777.270,770.267,1.84,63.223,53.255,6.102,-0.016,775.608,766.188,3.17,63.165,55.812,6.059,0.016,781.376,768.658,2.61,63.903,50.838,6.032,0.011,781.985,763.676,3.03
02:11.398,61.961,57.977,5.993,-0.013,773.202,771.087,3.08,62.633,55.981,6.119,0.027,772.354,768.979,3.10,62.561,56.662,6.030,0.007,770.257,769.650,2.94,63.308,57.203,6.049,0.005,778.156,769.942,2.08,63.758,55.793,6.070,-0.004,786.612,768.462,2.08,62.615,58.525,5.957,-0.046,783.002,771.371,2.20,63.356,55.033,6.062,0.013,774.936,767.880,2.61,63.784,54.376,6.107,-0.026,769.227,767.137,2.37,62.432,57.774,5.994,-0.017,782.526,770.732,2.62,63.115,58.281,6.048,-0.021,777.270,770.967,1.82,63.105,53.857,6.098,-0.017,776.703,766.800,3.17,63.006,56.391,6.066,0.019,781.376,769.258,2.57,63.813,51.455,6.035,0.012,781.985,764.298,2.97
