,ID 1672,ID 1672,ID 1672,ID 1672,ID 1672,ID 1672,ID 1672,ID 1822,ID 1822,ID 1822,ID 1822,ID 1822,ID 1822,ID 1822,ID 1721,ID 1721,ID 1721,ID 1721,ID 1721,ID 1721,ID 1721,ID 1604,ID 1604,ID 1604,ID 1604,ID 1604,ID 1604,ID 1604,ID 2086,ID 2086,ID 2086,ID 2086,ID 2086,ID 2086,ID 2086,ID 1718,ID 1718,ID 1718,ID 1718,ID 1718,ID 1718,ID 1718,ID 1768,ID 1768,ID 1768,ID 1768,ID 1768,ID 1768,ID 1768,ID 1984,ID 1984,ID 1984,ID 1984,ID 1984,ID 1984,ID 1984,ID 1824,ID 1824,ID 1824,ID 1824,ID 1824,ID 1824,ID 1824,ID 1697,ID 1697,ID 1697,ID 1697,ID 1697,ID 1697,ID 1697,ID 1965,ID 1965,ID 1965,ID 1965,ID 1965,ID 1965,ID 1965,ID 1594,ID 1594,ID 1594,ID 1594,ID 1594,ID 1594,ID 1594,ID 1846,ID 1846,ID 1846,ID 1846,ID 1846,ID 1846,ID 1846
,GUILLEMOT,GUILLEMOT,GUILLEMOT,GUILLEMOT,GUILLEMOT,GUILLEMOT,GUILLEMOT,HEALY,HEALY,HEALY,HEALY,HEALY,HEALY,HEALY,SNOWDEN,SNOWDEN,SNOWDEN,SNOWDEN,SNOWDEN,SNOWDEN,SNOWDEN,PEREZ,PEREZ,PEREZ,PEREZ,PEREZ,PEREZ,PEREZ,NGARAMBE,NGARAMBE,NGARAMBE,NGARAMBE,NGARAMBE,NGARAMBE,NGARAMBE,REEKIE,REEKIE,REEKIE,REEKIE,REEKIE,REEKIE,REEKIE,WE?EL,WE?EL,WE?EL,WE?EL,WE?EL,WE?EL,WE?EL,AFONSO,AFONSO,AFONSO,AFONSO,AFONSO,AFONSO,AFONSO,MAGEEAN,MAGEEAN,MAGEEAN,MAGEEAN,MAGEEAN,MAGEEAN,MAGEEAN,BELL,BELL,BELL,BELL,BELL,BELL,BELL,PLOCINSKA,PLOCINSKA,PLOCINSKA,PLOCINSKA,PLOCINSKA,PLOCINSKA,PLOCINSKA,GUERRERO,GUERRERO,GUERRERO,GUERRERO,GUERRERO,GUERRERO,GUERRERO,CAVALLI,CAVALLI,CAVALLI,CAVALLI,CAVALLI,CAVALLI,CAVALLI
Time,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail
00:52.198,39.541,9.781,5.771,-0.047,312.624,312.077,2.60,36.941,9.329,5.715,-0.043,310.869,309.485,2.91,38.511,9.681,5.773,-0.021,313.398,311.085,2.81,37.632,8.622,5.815,0.017,318.082,309.987,2.11,37.211,9.03,5.685,-0.062,318.021,309.676,2.58,39.822,9.008,5.716,-0.071,316.263,312.073,1.84,35.734,9.11,5.695,-0.020,311.146,308.260,2.98,36.482,7.539,5.889,0.071,315.131,308.605,1.34,39.576,9.553,5.890,0.041,316.606,312.031,2.45,40.132,9.403,5.856,0.028,319.657,312.500,2.07,35.682,7.653,5.523,-0.089,314.066,307.974,1.73,38.57,9.429,5.831,-0.001,318.018,311.074,2.59,38.75,8.569,5.638,-0.065,320.708,310.986,1.85
00:52.298,39.903,9.875,5.764,-0.048,313.879,312.449,2.60,37.446,9.475,5.721,-0.037,310.869,310.006,2.91,39.103,9.999,5.766,-0.024,313.398,311.744,2.81,38.366,8.819,5.825,0.021,318.082,310.693,2.05,37.777,9.08,5.674,-0.065,319.070,310.207,2.55,40.443,9.212,5.695,-0.078,316.263,312.726,1.78,36.369,9.222,5.705,-0.013,312.244,308.904,2.98,36.965,7.763,5.867,0.056,315.131,309.133,1.28,40.131,9.803,5.897,0.043,317.805,312.638,2.37,40.647,9.406,5.803,-0.002,320.983,312.985,2.04,36.262,7.828,5.522,-0.085,314.066,308.465,1.58,39.166,9.486,5.829,-0.002,319.255,311.654,2.55,39.132,8.495,5.595,-0.084,320.708,311.330,1.68
00:52.398,40.416,10.011,5.757,-0.049,313.879,312.978,2.56,38.227,9.782,5.727,-0.032,312.302,310.843,2.93,39.605,10.144,5.759,-0.026,314.671,312.262,2.94,39.067,8.99,5.835,0.025,319.369,311.413,2.03,38.372,9.195,5.662,-0.068,319.070,310.810,2.45,41.064,9.44,5.674,-0.086,317.870,313.388,1.75,36.968,9.362,5.715,-0.007,312.244,309.519,2.94,37.555,7.944,5.844,0.040,316.164,309.749,1.38,40.658,9.988,5.904,0.044,317.805,313.196,2.41,41.045,9.349,5.750,-0.031,320.983,313.338,1.86,36.805,7.806,5.522,-0.081,315.556,308.982,1.61,39.731,9.735,5.827,-0.003,319.255,312.239,2.43,39.39,8.398,5.552,-0.104,320.708,311.548,1.49
00:52.498,40.941,10.182,5.751,-0.050,315.322,313.529,2.51,38.892,10.122,5.733,-0.026,313.881,311.578,2.99,40.237,10.398,5.752,-0.029,315.867,312.944,2.92,39.866,9.192,5.845,0.029,320.908,312.178,1.99,39.036,9.334,5.650,-0.071,320.243,311.484,2.39,41.615,9.686,5.653,-0.093,319.122,313.989,1.75,37.562,9.443,5.725,-0.001,313.501,310.108,2.93,38.218,8.123,5.822,0.024,317.455,310.347,1.41,41.232,10.205,5.911,0.045,318.977,313.810,2.41,41.016,9.01,5.697,-0.061,320.983,313.345,1.67,37.33,7.713,5.521,-0.076,316.620,309.475,1.46,40.284,10.036,5.825,-0.004,320.455,312.863,2.49,39.85,8.421,5.508,-0.123,321.857,311.996,1.33
00:52.598,41.454,10.323,5.744,-0.051,315.322,314.030,2.49,39.507,10.389,5.739,-0.021,313.881,312.255,3.12,40.821,10.571,5.745,-0.032,315.867,313.551,2.94,40.537,9.32,5.855,0.034,320.908,312.852,1.93,39.669,9.616,5.638,-0.074,320.243,312.140,2.32,42.124,9.908,5.633,-0.100,319.122,314.482,1.79,38.241,9.648,5.728,0.001,313.501,310.817,2.86,38.672,8.215,5.775,-0.002,317.455,310.809,1.41,41.892,10.51,5.899,0.037,318.977,314.506,2.41,41.2,8.981,5.671,-0.070,320.983,313.356,1.36,38.011,8.223,5.540,-0.064,316.620,310.179,1.24,40.921,10.256,5.826,-0.003,320.455,313.536,2.58,40.329,8.402,5.502,-0.119,321.857,312.339,1.21
00:52.698,41.985,10.5,5.735,-0.052,316.413,314.588,2.44,40.111,10.675,5.748,-0.015,315.219,312.921,3.18,41.299,10.692,5.750,-0.027,316.968,314.033,2.90,41.008,9.491,5.854,0.032,322.088,313.353,1.82,40.22,9.721,5.633,-0.073,321.606,312.693,2.40,42.581,10.088,5.626,-0.098,320.168,314.974,1.80,38.895,9.881,5.738,0.006,314.805,311.510,2.86,39.102,8.246,5.735,-0.023,317.455,311.228,1.36,42.445,10.559,5.882,0.025,320.317,315.035,2.44,41.768,9.145,5.639,-0.081,322.135,313.946,1.27,38.685,8.644,5.558,-0.051,318.264,310.946,1.56,41.389,10.252,5.827,-0.003,321.754,313.973,2.57,40.62,8.262,5.495,-0.114,323.090,312.563,1.03
00:52.798,42.614,10.832,5.726,-0.054,316.413,315.298,2.40,40.759,10.989,5.757,-0.010,315.219,313.638,3.24,41.756,10.869,5.756,-0.023,316.968,314.523,2.84,41.5,9.633,5.854,0.030,322.088,313.864,1.82,40.93,10.064,5.628,-0.071,321.606,313.478,2.31,43.009,10.251,5.620,-0.096,320.168,315.432,1.78,39.43,10.1,5.748,0.011,314.805,312.083,2.89,39.519,8.32,5.694,-0.043,317.455,311.648,1.26,43.038,10.697,5.865,0.014,320.317,315.635,2.27,42.136,9.126,5.606,-0.093,322.135,314.185,1.23,39.502,9.098,5.577,-0.038,318.264,311.862,1.77,41.844,10.373,5.828,-0.002,321.754,314.408,2.40,41.11,8.377,5.489,-0.110,323.090,313.063,.80
00:52.898,43.135,11.199,5.718,-0.055,316.413,315.922,2.45,41.298,11.201,5.765,-0.004,315.219,314.233,3.31,42.253,11.157,5.761,-0.019,316.968,315.095,2.82,41.736,9.586,5.853,0.028,322.088,313.999,1.78,41.49,10.263,5.623,-0.070,322.943,314.039,2.38,43.494,10.449,5.614,-0.094,320.168,315.955,1.76,40.034,10.323,5.758,0.015,316.077,312.727,2.94,39.914,8.393,5.654,-0.064,318.781,312.001,1.21,43.641,10.904,5.847,0.003,321.478,316.220,2.16,42.716,9.363,5.573,-0.105,322.135,314.812,1.07,40.187,9.468,5.595,-0.026,318.264,312.575,1.96,42.478,10.473,5.829,-0.001,321.754,315.032,2.33,42.14,9.178,5.482,-0.106,323.090,314.209,.74
00:52.998,43.575,11.373,5.709,-0.057,317.763,316.369,2.58,41.901,11.41,5.774,0.002,316.523,314.870,3.31,42.749,11.369,5.767,-0.015,318.034,315.633,2.89,42.045,9.635,5.853,0.026,323.134,314.301,1.65,41.894,10.34,5.617,-0.069,322.943,314.441,2.37,43.979,10.647,5.607,-0.092,321.673,316.402,1.75,40.534,10.487,5.768,0.020,317.235,313.253,2.94,40.291,8.421,5.614,-0.084,318.781,312.310,1.17,44.027,11.168,5.830,-0.008,322.560,316.683,2.10,43.16,9.512,5.541,-0.117,323.693,315.278,1.06,40.832,9.743,5.613,-0.013,319.981,313.275,2.08,42.948,10.6,5.830,0.000,323.326,315.514,2.18,42.578,9.193,5.476,-0.102,324.868,314.617,1.12
00:53.098,44.002,11.579,5.691,-0.062,317.763,316.843,2.55,42.493,11.642,5.747,-0.012,316.523,315.506,3.26,43.369,11.606,5.772,-0.010,318.034,316.289,2.89,42.575,9.74,5.855,0.026,323.134,314.831,1.58,42.438,10.566,5.606,-0.069,322.943,315.032,2.28,44.581,11.007,5.611,-0.084,321.673,317.107,1.72,41.043,10.611,5.767,0.019,317.235,313.773,2.92,40.647,8.472,5.591,-0.092,318.781,312.661,1.06,44.382,11.35,5.798,-0.024,322.560,317.082,2.16,43.787,9.799,5.538,-0.112,323.693,315.968,1.02,41.408,10.026,5.613,-0.012,319.981,313.914,2.12,43.509,10.844,5.840,0.005,323.326,316.075,2.11,43.178,9.359,5.477,-0.095,324.868,315.235,.96
00:53.198,44.433,11.76,5.675,-0.067,317.763,317.310,2.54,42.887,11.745,5.734,-0.018,317.796,315.909,3.24,43.906,11.865,5.769,-0.011,319.237,316.885,2.85,43.291,10.491,5.843,0.019,323.134,315.786,1.46,42.912,10.68,5.604,-0.067,324.532,315.511,2.28,45.16,11.382,5.619,-0.076,321.673,317.793,1.77,41.538,10.841,5.760,0.014,317.235,314.312,2.86,41.145,8.569,5.570,-0.098,319.919,313.162,.99,44.87,11.583,5.766,-0.040,322.560,317.623,2.17,44.508,10.259,5.536,-0.105,324.849,316.709,1.04,41.931,10.217,5.631,-0.003,321.323,314.427,2.18,44.121,11.289,5.848,0.009,324.421,316.821,2.10,43.763,9.616,5.488,-0.083,325.921,315.874,.88
00:53.298,45.036,12.116,5.659,-0.072,319.177,317.997,2.51,43.401,11.897,5.721,-0.025,317.796,316.446,3.18,44.419,12.038,5.765,-0.013,319.237,317.421,2.84,43.762,10.675,5.832,0.012,324.651,316.226,1.87,43.321,10.807,5.601,-0.065,324.532,315.938,2.19,45.612,11.651,5.626,-0.068,323.075,318.255,1.85,42.018,11,5.752,0.009,318.310,314.816,2.88,41.715,8.731,5.550,-0.103,319.919,313.753,.91,45.363,11.696,5.735,-0.055,322.560,318.062,2.16,45.21,10.683,5.534,-0.099,324.849,317.526,1.14,42.503,10.458,5.648,0.006,321.323,315.048,2.16,44.686,11.501,5.855,0.012,324.421,317.421,2.23,44.607,10.175,5.499,-0.071,325.921,316.760,.88
00:53.398,45.479,12.366,5.643,-0.077,320.381,318.494,2.56,43.725,11.88,5.708,-0.032,319.044,316.729,3.10,44.94,12.313,5.761,-0.014,320.371,317.999,2.77,44.282,10.991,5.820,0.005,325.755,316.833,1.84,43.656,10.953,5.598,-0.063,325.803,316.255,2.15,46.102,11.928,5.633,-0.060,324.153,318.819,1.87,42.518,11.244,5.745,0.003,319.357,315.372,2.84,42.198,8.838,5.530,-0.108,321.017,314.128,.86,45.817,11.93,5.703,-0.070,324.002,318.572,2.04,45.863,11.015,5.532,-0.092,326.524,318.159,1.20,43.07,10.71,5.666,0.015,322.500,315.669,2.15,45.328,11.638,5.863,0.016,325.768,318.002,2.17,45.462,10.876,5.510,-0.060,328.665,317.839,1.02
00:53.498,45.917,12.641,5.627,-0.082,320.381,319.010,2.56,44.011,11.834,5.695,-0.039,319.044,316.965,2.94,45.399,12.522,5.758,-0.015,320.371,318.501,2.78,44.74,11.044,5.809,-0.002,325.755,317.266,1.89,44.092,11.198,5.596,-0.061,325.803,316.755,2.14,46.67,12.257,5.641,-0.051,324.153,319.475,1.87,43.021,11.487,5.737,-0.002,319.357,315.930,2.87,42.632,8.988,5.509,-0.114,321.017,314.585,.78,46.3,12.194,5.672,-0.086,324.002,319.122,2.02,46.867,11.732,5.530,-0.086,326.524,319.386,1.20,43.516,10.899,5.683,0.024,322.500,316.106,2.16,45.814,12.06,5.870,0.020,325.768,318.627,2.00,45.864,11.088,5.521,-0.048,328.665,318.197,1.26
00:53.598,46.369,12.905,5.611,-0.086,320.381,319.534,2.58,44.449,11.993,5.682,-0.046,319.044,317.428,2.77,45.985,12.78,5.754,-0.017,321.464,319.138,2.74,45.366,11.497,5.798,-0.008,325.755,317.997,1.74,44.662,11.531,5.593,-0.059,325.803,317.413,2.16,47.153,12.518,5.648,-0.043,324.153,319.998,1.88,43.426,11.601,5.729,-0.007,319.357,316.337,2.89,43.307,9.345,5.528,-0.099,321.017,315.348,.75,46.625,12.466,5.663,-0.086,325.068,319.539,2.01,47.688,12.269,5.516,-0.088,328.492,320.277,1.32,43.972,11.083,5.717,0.042,323.611,316.596,2.15,46.231,12.34,5.843,0.005,327.026,319.135,2.13,46.352,11.336,5.510,-0.048,329.666,318.743,1.26
00:53.698,46.873,13.195,5.608,-0.083,321.426,320.092,2.59,44.788,12.186,5.677,-0.047,319.044,317.819,2.71,46.49,12.995,5.744,-0.021,321.464,319.683,2.67,45.968,11.883,5.751,-0.031,326.956,318.680,1.86,45.252,11.89,5.599,-0.053,326.968,318.061,2.21,47.673,12.865,5.656,-0.037,325.368,320.587,1.87,43.879,11.738,5.711,-0.017,319.357,316.804,2.82,44.008,9.79,5.560,-0.077,322.718,316.052,.81,46.973,12.824,5.653,-0.087,325.068,319.998,2.08,47.983,12.449,5.560,-0.060,328.492,320.624,1.37,44.402,11.258,5.725,0.044,323.611,317.059,2.11,46.79,12.817,5.823,-0.006,327.026,319.856,2.17,46.874,11.563,5.535,-0.032,329.666,319.309,1.23
00:53.798,47.239,13.424,5.606,-0.080,322.433,320.524,2.59,45.221,12.433,5.671,-0.048,320.155,318.302,2.74,47.077,13.26,5.734,-0.025,322.653,320.299,2.61,46.378,12.09,5.705,-0.053,328.118,319.139,1.90,45.685,12.123,5.605,-0.047,328.139,318.552,2.26,48.307,13.309,5.663,-0.031,326.755,321.361,1.88,44.411,11.937,5.692,-0.026,320.816,317.369,2.74,44.752,10.268,5.591,-0.055,324.426,316.931,.94,47.352,13.112,5.643,-0.088,326.454,320.450,2.22,48.409,12.766,5.605,-0.032,329.810,321.153,1.36,44.739,11.393,5.734,0.046,324.918,317.420,2.08,47.501,13.195,5.802,-0.017,328.261,320.622,2.31,47.307,11.81,5.561,-0.016,330.732,319.807,1.17
00:53.898,47.741,13.784,5.604,-0.077,322.433,321.142,2.58,45.821,12.861,5.666,-0.050,320.155,319.036,2.75,47.557,13.586,5.724,-0.029,322.653,320.881,2.53,46.886,12.327,5.659,-0.076,328.118,319.697,1.88,46.323,12.467,5.611,-0.041,328.139,319.277,2.25,48.796,13.671,5.671,-0.025,326.755,321.968,1.91,44.916,12.167,5.674,-0.035,320.816,317.925,2.68,45.444,10.769,5.623,-0.033,324.426,317.775,1.04,47.846,13.436,5.633,-0.089,326.454,321.042,2.26,48.787,13.08,5.649,-0.004,329.810,321.641,1.40,45.268,11.622,5.742,0.048,324.918,317.992,2.05,47.816,13.321,5.781,-0.028,328.261,320.954,2.25,47.3,11.649,5.586,-0.001,330.732,319.814,1.17
00:53.998,48.288,14.236,5.601,-0.074,322.433,321.846,2.61,46.457,13.328,5.660,-0.051,321.388,319.820,2.82,47.945,13.891,5.713,-0.034,323.874,321.371,2.55,47.328,12.498,5.612,-0.098,328.118,320.098,1.83,47.106,13.047,5.617,-0.035,328.139,320.208,2.23,49.274,13.945,5.678,-0.018,326.755,322.459,1.95,45.376,12.333,5.655,-0.045,321.938,318.387,2.66,46.149,11.279,5.655,-0.011,324.426,318.538,1.18,48.51,13.781,5.623,-0.089,326.454,321.787,2.26,49.245,13.388,5.694,0.025,330.838,322.109,1.46,45.899,11.965,5.750,0.050,324.918,318.660,2.02,48.355,13.574,5.760,-0.040,329.404,321.545,2.18,47.876,12.119,5.611,0.015,330.732,320.354,1.04
00:54.098,48.773,14.678,5.599,-0.071,323.765,322.482,2.70,46.935,13.577,5.655,-0.053,321.388,320.351,2.91,48.308,14.223,5.710,-0.033,323.874,321.856,2.59,47.76,12.633,5.573,-0.113,329.162,320.535,1.75,47.617,13.433,5.622,-0.032,329.845,320.847,2.34,49.784,14.256,5.692,-0.009,327.924,323.055,1.89,45.863,12.643,5.661,-0.039,321.938,318.964,2.58,46.875,11.74,5.696,0.010,326.163,319.398,1.29,49.112,14.349,5.632,-0.080,327.801,322.564,2.19,49.649,13.715,5.718,0.035,331.896,322.628,1.46,46.501,12.318,5.760,0.052,326.222,319.358,2.01,48.843,13.763,5.740,-0.048,330.515,322.003,2.10,48.39,12.511,5.620,0.019,332.022,320.999,1.14
00:54.198,49.288,15.095,5.618,-0.059,323.765,323.144,2.78,47.639,14.025,5.687,-0.035,322.713,321.186,2.87,48.72,14.51,5.706,-0.033,323.874,322.341,2.68,47.937,12.513,5.554,-0.116,329.162,320.698,1.63,48.089,13.823,5.640,-0.021,329.845,321.456,2.38,50.242,14.567,5.705,-0.001,327.924,323.609,1.85,46.396,12.921,5.667,-0.034,322.997,319.565,2.61,47.592,12.192,5.737,0.031,326.163,320.155,1.33,49.638,14.743,5.642,-0.071,327.801,323.222,2.31,50.108,13.99,5.742,0.046,331.896,323.139,1.49,47.169,12.752,5.769,0.054,326.222,320.102,2.01,48.996,13.924,5.720,-0.056,330.515,322.238,2.00,48.862,12.832,5.629,0.023,332.022,321.570,1.19
00:54.298,49.72,15.386,5.636,-0.046,325.083,323.665,2.82,48.314,14.593,5.720,-0.017,322.713,322.060,2.87,49.155,14.785,5.702,-0.033,325.358,322.854,2.68,48.445,12.707,5.536,-0.119,329.162,321.151,1.44,48.631,14.177,5.658,-0.011,331.096,322.074,2.46,50.683,14.914,5.718,0.006,329.077,324.108,1.83,46.916,13.26,5.674,-0.029,322.997,320.164,2.59,48.167,12.59,5.777,0.051,327.850,320.855,1.35,50.128,15.146,5.652,-0.061,329.283,323.849,2.33,50.581,14.316,5.766,0.057,331.896,323.737,1.44,47.68,13.038,5.778,0.057,327.710,320.687,2.05,49.235,14.22,5.699,-0.064,330.515,322.589,2.04,49.32,13.172,5.638,0.026,332.022,322.044,1.21
00:54.398,50.285,15.785,5.654,-0.034,325.083,324.345,2.80,48.923,15.021,5.752,0.001,324.425,322.805,2.98,49.637,15.105,5.698,-0.033,325.358,323.432,2.64,48.755,13.02,5.517,-0.122,330.297,321.582,1.33,49.136,14.539,5.677,0.000,331.096,322.695,2.46,51.175,15.347,5.730,0.013,329.077,324.762,1.85,47.502,13.632,5.680,-0.023,324.217,320.859,2.62,48.83,13.074,5.818,0.072,327.850,321.674,1.38,50.602,15.476,5.662,-0.052,329.283,324.397,2.37,51.061,14.709,5.790,0.068,333.010,324.272,1.43,48.064,13.349,5.787,0.059,327.710,321.178,2.02,49.823,14.633,5.679,-0.073,330.515,323.307,2.14,49.944,13.701,5.647,0.030,333.168,322.859,1.24
00:54.498,50.752,16.153,5.673,-0.022,326.295,324.940,2.77,49.443,15.441,5.785,0.018,324.425,323.472,2.97,50.127,15.549,5.695,-0.032,326.451,324.074,2.62,49.325,13.539,5.499,-0.125,330.297,322.263,1.42,49.528,14.828,5.695,0.010,332.364,323.182,2.45,51.627,15.764,5.743,0.021,330.290,325.376,1.87,48.143,14.18,5.686,-0.018,324.217,321.694,2.61,49.279,13.473,5.858,0.093,329.390,322.187,1.43,51.01,15.844,5.672,-0.043,330.488,324.946,2.33,51.564,15.132,5.814,0.079,333.010,324.929,1.45,48.491,13.548,5.796,0.061,328.785,321.645,2.07,50.284,14.849,5.659,-0.081,331.831,323.809,2.13,50.474,14.092,5.656,0.034,333.168,323.518,1.30
00:54.598,51.256,16.608,5.701,-0.006,326.295,325.618,2.77,49.657,15.448,5.854,0.055,325.837,323.650,3.01,50.483,15.873,5.691,-0.033,326.451,324.554,2.69,49.787,13.882,5.478,-0.130,331.508,322.838,1.53,50.056,15.195,5.720,0.022,332.364,323.826,2.46,52.051,16.146,5.746,0.022,330.290,325.946,1.91,48.618,14.559,5.704,-0.007,325.750,322.286,2.73,49.706,13.824,5.881,0.101,329.390,322.738,1.51,51.497,16.202,5.696,-0.028,330.488,325.550,2.36,51.983,15.488,5.809,0.073,334.287,325.479,1.46,49.152,14.088,5.824,0.074,328.785,322.385,2.01,50.706,15.198,5.629,-0.094,331.831,324.304,2.03,51.018,14.577,5.660,0.034,334.643,324.156,1.31
00:54.698,51.731,17.134,5.720,0.004,327.567,326.312,2.80,50.538,16.135,5.862,0.056,325.837,324.762,2.89,50.969,16.389,5.686,-0.033,327.583,325.257,2.72,50.273,14.257,5.503,-0.111,331.508,323.451,1.54,50.464,15.517,5.741,0.032,333.444,324.316,2.45,52.54,16.585,5.745,0.021,331.490,326.544,1.94,49.099,14.995,5.723,0.004,325.750,322.932,2.77,50.016,14.048,5.899,0.105,330.519,323.121,1.54,52.023,16.638,5.712,-0.018,331.664,326.195,2.34,52.54,15.971,5.791,0.060,334.287,326.131,1.48,49.86,14.653,5.814,0.066,330.100,323.349,2.08,51.192,15.5,5.608,-0.100,332.879,324.871,2.05,51.523,15.014,5.664,0.034,334.643,324.824,1.37
00:54.798,52.195,17.582,5.739,0.014,327.567,326.957,2.90,51.54,16.816,5.871,0.058,327.133,325.969,2.89,51.418,16.8,5.680,-0.034,327.583,325.864,2.81,50.781,14.657,5.528,-0.092,332.697,324.022,1.56,50.961,15.897,5.762,0.041,333.444,324.942,2.45,53.002,16.985,5.744,0.019,331.490,327.155,1.95,49.564,15.31,5.743,0.015,327.007,323.493,2.85,50.281,14.264,5.916,0.109,330.519,323.462,1.54,52.464,17.04,5.728,-0.008,331.664,326.793,2.33,53.066,16.375,5.773,0.047,335.580,326.793,1.49,50.299,15.079,5.805,0.058,330.100,323.955,2.12,51.607,15.917,5.587,-0.107,332.879,325.456,1.98,52.011,15.406,5.667,0.034,336.039,325.449,1.40
00:54.898,52.524,17.899,5.759,0.024,328.919,327.414,2.92,51.066,16.73,5.880,0.059,328.345,325.983,2.79,51.849,17.16,5.675,-0.034,328.909,326.416,2.85,51.427,15.281,5.553,-0.072,332.697,324.916,1.58,51.387,16.254,5.783,0.050,334.637,325.497,2.44,53.409,17.357,5.744,0.018,332.748,327.707,1.93,49.925,15.602,5.763,0.026,327.007,323.958,2.83,50.655,14.473,5.933,0.113,330.519,323.889,1.56,52.82,17.385,5.744,0.002,332.925,327.289,2.33,53.394,16.735,5.755,0.034,335.580,327.278,1.44,50.677,15.416,5.795,0.050,331.622,324.418,2.21,52.123,16.424,5.567,-0.113,334.037,326.126,2.05,52.465,15.827,5.671,0.034,337.276,326.000,1.39
00:54.998,52.889,18.269,5.778,0.033,328.919,327.933,2.93,51.287,17.032,5.889,0.061,325.983,325.983,3.02,52.232,17.468,5.670,-0.034,328.909,326.908,2.84,51.959,15.871,5.577,-0.053,334.241,325.701,1.66,51.81,16.604,5.805,0.060,334.637,326.014,2.45,53.798,17.829,5.743,0.017,332.748,328.262,1.94,50.464,15.999,5.783,0.037,328.031,324.619,2.85,51.167,14.881,5.950,0.117,331.685,324.463,1.51,53.124,17.708,5.760,0.012,332.925,327.731,2.35,53.75,17.055,5.737,0.021,336.719,327.757,1.48,50.901,15.597,5.785,0.043,331.622,324.706,2.24,52.573,16.902,5.546,-0.119,334.037,326.781,2.11,52.91,16.226,5.675,0.034,337.276,326.578,1.43
00:55.098,53.279,18.603,5.792,0.040,328.919,328.443,2.96,51.739,17.351,5.912,0.073,326.463,326.463,3.11,52.645,17.881,5.665,-0.035,329.961,327.492,2.81,52.555,16.43,5.601,-0.038,334.241,326.450,1.79,52.192,16.904,5.825,0.068,335.741,326.500,2.45,54.187,18.251,5.741,0.015,333.903,328.837,2.01,50.992,16.488,5.783,0.037,328.031,325.336,2.83,51.633,15.321,5.937,0.104,331.685,325.102,1.52,53.545,18.008,5.760,0.012,332.925,328.210,2.39,54.233,17.501,5.730,0.017,336.719,328.332,1.48,51.176,15.78,5.760,0.029,331.622,325.038,2.24,53.019,17.325,5.567,-0.103,335.410,327.395,2.16,53.328,16.62,5.696,0.043,337.276,327.178,1.43
00:55.198,53.708,18.938,5.793,0.038,330.408,328.984,2.92,52.085,17.585,5.899,0.064,326.463,326.878,3.05,53.048,18.322,5.671,-0.030,331.137,328.081,2.84,53.116,17.008,5.652,-0.011,335.857,327.255,1.82,52.738,17.345,5.819,0.061,336.922,327.201,2.42,54.584,18.659,5.742,0.015,335.034,329.399,2.03,51.4,16.919,5.784,0.035,329.422,325.925,2.88,52.069,15.768,5.923,0.092,332.982,325.722,1.57,53.978,18.439,5.760,0.012,334.363,328.821,2.32,54.582,17.853,5.723,0.013,337.855,328.834,1.47,51.503,15.998,5.734,0.015,332.737,325.427,2.21,53.402,17.649,5.588,-0.087,336.519,327.897,2.17,53.808,17.053,5.717,0.052,338.454,327.799,1.44
00:55.298,54.168,19.434,5.794,0.036,330.408,329.661,2.86,52.485,17.857,5.886,0.054,326.463,327.357,2.99,53.462,18.749,5.676,-0.024,331.137,328.675,2.89,53.738,17.638,5.703,0.017,335.857,328.086,1.87,53.139,17.754,5.813,0.055,336.922,327.773,2.38,54.971,19.04,5.744,0.015,335.034,329.949,2.04,51.823,17.299,5.785,0.033,329.422,326.492,2.95,52.504,16.161,5.910,0.080,332.982,326.232,1.64,54.39,18.892,5.760,0.011,334.363,329.434,2.31,54.946,18.197,5.717,0.009,337.855,329.334,1.47,51.83,16.218,5.708,0.001,332.737,325.818,2.17,53.821,18.13,5.609,-0.071,336.519,328.491,2.16,54.288,17.544,5.738,0.060,338.454,328.408,1.44
00:55.398,54.535,19.921,5.795,0.034,331.625,330.262,2.88,52.966,18.297,5.874,0.045,327.866,328.005,2.93,53.891,19.146,5.682,-0.019,331.137,329.259,2.90,54.36,18.215,5.753,0.044,337.542,328.933,1.92,53.485,18.227,5.807,0.049,336.922,328.323,2.41,55.372,19.44,5.745,0.015,335.034,330.464,2.04,52.178,17.589,5.785,0.032,330.577,326.950,2.96,52.941,16.6,5.897,0.067,334.193,326.852,1.66,54.847,19.449,5.760,0.011,335.597,330.119,2.34,55.333,18.538,5.710,0.005,338.857,329.850,1.46,52.222,16.569,5.683,-0.013,332.737,326.296,2.14,54.149,18.532,5.631,-0.055,336.519,329.008,2.21,54.666,17.947,5.759,0.069,339.786,328.960,1.46
