,ID 1875,ID 1875,ID 1875,ID 1875,ID 1875,ID 1875,ID 1875,ID 2110,ID 2110,ID 2110,ID 2110,ID 2110,ID 2110,ID 2110,ID 1662,ID 1662,ID 1662,ID 1662,ID 1662,ID 1662,ID 1662,ID 1943,ID 1943,ID 1943,ID 1943,ID 1943,ID 1943,ID 1943,ID 2050,ID 2050,ID 2050,ID 2050,ID 2050,ID 2050,ID 2050,ID 1985,ID 1985,ID 1985,ID 1985,ID 1985,ID 1985,ID 1985
00:00.867,50.148,10.902,2.660,0.000,3.734,5.525,1.11,56.455,14.294,2.659,0.000,3.950,5.525,2.46,61.651,18.726,2.660,0.000,2.668,5.525,3.22,66.171,23.399,3.099,0.000,3.922,5.525,4.54,69.979,29.105,3.099,0.000,4.035,5.525,5.50,73.194,34.256,3.099,0.000,4.068,5.524,7.11
00:00.867,50.148,10.902,2.878,-0.001,3.734,5.525,1.11,56.455,14.294,2.877,-0.001,3.950,5.525,2.46,61.651,18.726,2.878,-0.001,2.668,5.525,3.22,66.171,23.399,3.285,-0.001,3.922,5.525,4.54,69.979,29.105,3.286,-0.001,4.035,5.525,5.50,73.194,34.256,3.286,-0.001,4.068,5.524,7.11
00:00.967,50.469,11.1,3.067,-0.001,3.734,6.096,1.11,56.766,14.724,3.066,-0.001,3.950,6.096,2.38,61.877,19.076,3.067,-0.001,2.668,6.096,3.26,66.333,23.85,3.447,-0.001,3.922,6.096,4.47,70.145,29.436,3.448,-0.001,4.035,6.096,5.52,73.251,34.591,3.448,-0.001,4.068,6.096,7.11
00:01.067,50.765,11.327,3.448,-0.001,3.734,6.667,1.12,56.972,15.022,3.447,-0.001,3.950,6.667,2.28,62.101,19.413,3.448,-0.001,3.862,6.668,3.22,66.469,24.192,3.828,-0.001,3.922,6.668,4.39,70.227,29.824,3.829,-0.001,4.035,6.668,5.57,73.324,34.889,3.829,-0.001,4.068,6.668,7.08
00:01.167,51.1,11.556,3.740,-0.045,4.888,7.239,1.10,57.335,15.326,3.739,-0.045,5.306,7.239,2.22,62.335,19.828,3.740,-0.045,3.862,7.239,3.21,66.658,24.587,4.120,-0.045,5.205,7.239,4.34,70.379,30.339,4.121,-0.045,5.332,7.239,5.51,73.383,35.276,4.121,-0.045,5.105,7.239,7.08
00:01.267,51.523,11.848,4.032,-0.090,4.888,7.810,1.11,57.712,15.694,4.031,-0.090,5.306,7.810,2.26,62.642,20.255,4.032,-0.090,3.862,7.811,3.15,66.878,25.115,4.412,-0.090,5.205,7.810,4.32,70.557,30.853,4.413,-0.090,5.332,7.810,5.47,73.433,35.796,4.413,-0.090,5.105,7.811,7.06
00:01.367,51.98,12.23,4.324,-0.134,4.888,8.000,1.12,58.075,16.155,4.323,-0.134,5.306,8.000,2.27,62.936,20.688,4.324,-0.134,5.267,8.000,3.15,67.07,25.631,4.704,-0.134,5.205,8.000,4.28,70.748,31.374,4.705,-0.134,5.332,8.000,5.47,73.526,36.364,4.705,-0.134,5.105,8.000,7.01
00:01.467,52.475,12.595,4.616,-0.179,8.000,8.000,1.08,58.513,16.717,4.615,-0.179,8.000,8.000,2.20,63.288,21.194,4.616,-0.179,8.000,8.000,3.14,67.29,26.211,4.996,-0.179,8.000,8.000,4.23,70.962,31.903,4.997,-0.179,8.000,8.000,5.51,73.616,36.918,4.997,-0.179,8.000,8.000,7.00
00:01.567,52.965,13.016,4.908,-0.223,8.000,8.000,1.08,58.926,17.292,4.907,-0.223,8.000,8.000,2.15,63.639,21.732,4.908,-0.223,8.000,8.000,3.14,67.529,26.859,5.154,-0.223,8.000,8.000,4.17,71.19,32.569,5.156,-0.223,8.000,8.000,5.56,73.69,37.565,5.153,-0.214,8.000,8.000,6.98
00:01.667,53.602,13.567,5.071,-0.255,8.000,8.000,1.06,59.348,17.876,5.069,-0.255,8.000,8.000,2.07,64.017,22.305,5.072,-0.255,8.000,8.000,3.15,67.806,27.573,5.179,-0.257,8.000,8.000,4.11,71.387,33.286,5.198,-0.249,8.000,8.000,5.59,73.728,38.215,5.175,-0.249,8.000,8.000,6.93
00:01.767,54.098,14.02,5.100,-0.286,8.000,8.000,1.04,59.773,18.429,5.099,-0.286,8.000,8.000,1.99,64.345,22.906,5.102,-0.286,8.000,8.000,3.16,68.055,28.187,5.089,-0.291,8.000,8.000,4.08,71.565,33.95,5.125,-0.274,8.000,8.000,5.59,73.824,38.898,5.082,-0.284,8.000,8.000,6.88
00:01.867,54.667,14.581,5.015,-0.318,8.000,8.000,1.00,60.224,19.03,5.014,-0.317,8.000,8.000,1.97,64.706,23.578,5.017,-0.317,8.000,8.000,3.12,68.347,28.892,4.999,-0.325,8.000,8.000,4.07,71.747,34.703,5.052,-0.299,8.000,8.000,5.60,73.874,39.638,4.990,-0.319,8.000,8.000,6.89
00:01.967,55.271,15.145,4.930,-0.349,8.000,8.000,.97,60.6,19.558,4.929,-0.349,8.003,8.003,1.95,65.077,24.274,4.933,-0.348,8.000,8.000,3.10,68.619,29.534,4.909,-0.359,8.000,8.000,4.06,71.892,35.422,4.979,-0.325,8.457,8.457,5.60,73.954,40.411,4.897,-0.354,8.000,8.000,6.84
00:02.067,55.897,15.724,4.845,-0.381,8.703,8.703,.95,61.048,20.192,4.844,-0.380,9.402,8.773,1.92,65.437,24.953,4.849,-0.379,8.747,8.747,3.08,68.872,30.178,4.819,-0.393,8.682,8.682,4.10,72.03,36.163,4.906,-0.350,9.964,9.211,5.56,74.034,41.179,4.805,-0.389,8.481,8.481,6.84
00:02.167,56.461,16.327,4.818,-0.375,8.703,9.508,.96,61.46,20.858,4.821,-0.373,9.402,9.555,1.90,65.818,25.672,4.827,-0.371,8.747,9.561,3.07,69.093,30.837,4.781,-0.392,8.682,9.378,4.11,72.14,36.865,4.889,-0.341,9.964,9.921,5.56,74.118,42.009,4.773,-0.385,8.481,9.314,6.86
00:02.267,57.013,16.908,4.791,-0.370,10.380,10.309,.94,61.888,21.486,4.797,-0.365,10.960,10.315,1.84,66.138,26.376,4.805,-0.363,8.747,10.333,3.08,69.35,31.579,4.742,-0.392,10.068,10.163,4.10,72.274,37.615,4.872,-0.332,11.428,10.677,5.54,74.17,42.784,4.741,-0.381,10.087,10.091,6.88
00:02.367,57.527,17.425,4.764,-0.364,10.380,11.039,.92,62.364,22.169,4.774,-0.358,10.960,11.143,1.82,66.484,27.094,4.782,-0.355,10.333,11.127,3.06,69.591,32.286,4.704,-0.391,10.068,10.915,4.11,72.383,38.375,4.855,-0.323,11.428,11.444,5.53,74.23,43.555,4.709,-0.377,10.087,10.852,6.88
00:02.467,58.021,17.973,4.736,-0.359,11.910,11.754,.94,62.771,22.837,4.750,-0.351,12.552,11.924,1.84,66.789,27.787,4.760,-0.347,10.333,11.884,3.05,69.818,32.982,4.666,-0.391,11.600,11.646,4.14,72.491,39.179,4.838,-0.314,12.957,12.255,5.53,74.239,44.361,4.677,-0.373,11.637,11.658,6.92
00:02.567,58.597,18.626,4.755,-0.332,11.910,12.626,.94,63.206,23.523,4.780,-0.319,12.552,12.737,1.83,67.121,28.572,4.786,-0.317,11.886,12.734,3.06,69.983,33.691,4.676,-0.366,11.600,12.373,4.16,72.597,40.003,4.871,-0.282,12.957,13.081,5.53,74.266,45.184,4.694,-0.345,11.637,12.481,6.91
00:02.667,59.065,19.252,4.862,-0.261,13.518,13.406,.93,63.592,24.203,4.898,-0.242,14.146,13.516,1.83,67.424,29.353,4.901,-0.243,11.886,13.571,3.06,70.132,34.374,4.776,-0.297,13.058,13.077,4.12,72.665,40.787,4.993,-0.206,14.599,13.868,5.53,74.263,45.965,4.801,-0.273,13.266,13.248,6.91
00:02.767,59.608,19.94,4.969,-0.190,13.518,14.267,.91,64.003,24.96,5.017,-0.166,14.146,14.377,1.82,67.757,30.139,5.016,-0.168,13.575,14.425,3.04,70.301,35.174,4.875,-0.228,13.058,13.894,4.11,72.721,41.582,5.115,-0.130,14.599,14.664,5.52,74.258,46.783,4.907,-0.201,13.266,14.065,6.94
00:02.867,60.049,20.541,5.076,-0.118,15.175,15.011,.90,64.427,25.707,5.135,-0.090,15.789,15.233,1.81,68.059,30.971,5.131,-0.094,13.575,15.306,3.08,70.438,35.882,4.974,-0.159,14.574,14.615,4.08,72.776,42.389,5.237,-0.054,16.182,15.469,5.52,74.248,47.621,5.014,-0.129,14.865,14.903,6.96
00:02.967,60.497,21.195,5.184,-0.047,16.712,15.787,.88,64.88,26.496,5.253,-0.013,17.557,16.141,1.82,68.307,31.702,5.246,-0.020,15.313,16.077,3.08,70.578,36.653,5.074,-0.090,16.078,15.406,4.05,72.84,43.254,5.358,0.022,17.858,16.335,5.51,74.219,48.427,5.120,-0.057,16.509,15.691,6.98
00:03.067,60.944,21.849,5.342,0.043,16.712,16.579,.86,65.247,27.256,5.411,0.075,17.557,16.984,1.88,68.543,32.454,5.406,0.070,16.872,16.865,3.07,70.704,37.455,5.218,-0.004,16.078,16.218,4.05,72.873,44.101,5.517,0.108,17.858,17.183,5.54,74.176,49.302,5.281,0.025,16.509,16.567,7.01
00:03.167,61.419,22.564,5.497,0.120,16.712,17.438,.84,65.601,27.985,5.565,0.150,17.557,17.789,1.87,68.741,33.201,5.561,0.145,16.872,17.633,3.09,70.851,38.317,5.364,0.071,16.078,17.102,4.02,72.891,44.974,5.659,0.175,17.858,18.050,5.55,74.154,50.152,5.442,0.106,16.509,17.415,7.04
00:03.267,61.832,23.317,5.652,0.197,18.362,18.283,.83,65.942,28.771,5.720,0.225,19.211,18.645,1.89,68.964,34.101,5.716,0.221,16.872,18.560,3.06,70.95,39.137,5.509,0.146,17.764,17.928,4.02,72.882,45.815,5.801,0.243,19.578,18.891,5.54,74.11,50.932,5.603,0.187,18.235,18.172,7.09
00:03.367,62.299,24.1,5.806,0.274,18.362,19.195,.77,66.273,29.568,5.874,0.300,19.211,19.502,1.90,69.134,34.917,5.871,0.297,18.571,19.392,3.04,71.075,40.009,5.655,0.221,17.764,18.809,4.01,72.883,46.637,5.943,0.310,19.578,19.706,5.55,73.975,51.835,5.764,0.268,18.235,19.084,7.15
00:03.467,62.768,24.906,5.961,0.352,20.132,20.116,.75,66.565,30.355,6.028,0.375,20.930,20.342,1.89,69.322,35.817,6.026,0.372,18.571,20.312,3.01,71.18,40.847,5.800,0.295,19.470,19.665,4.02,72.874,47.446,6.085,0.377,21.241,20.513,5.58,73.856,52.688,5.924,0.350,19.927,19.922,7.14
00:03.567,63.189,25.706,6.154,0.436,20.132,21.020,.76,66.83,31.167,6.206,0.452,20.930,21.195,1.89,69.496,36.651,6.217,0.455,20.323,21.164,2.98,71.272,41.705,5.977,0.376,19.470,20.527,4.04,72.822,48.299,6.256,0.448,21.241,21.368,5.60,73.687,53.631,6.117,0.435,19.927,20.880,7.14
00:03.667,63.577,26.524,6.289,0.484,21.968,21.925,.74,67.133,31.968,6.324,0.490,22.623,22.046,1.86,69.68,37.537,6.346,0.499,20.323,22.069,2.98,71.347,42.554,6.103,0.422,21.177,21.379,4.06,72.761,49.155,6.372,0.485,22.904,22.216,5.61,73.512,54.562,6.249,0.482,21.745,21.826,7.15
00:03.767,63.955,27.346,6.424,0.532,21.968,22.822,.70,67.425,32.793,6.441,0.527,22.623,22.920,1.87,69.786,38.42,6.475,0.543,22.079,22.957,3.00,71.356,43.39,6.228,0.468,21.177,22.221,4.08,72.684,50.024,6.487,0.522,22.904,23.089,5.62,73.358,55.438,6.381,0.528,21.745,22.690,7.16
00:03.867,64.366,28.176,6.559,0.580,23.778,23.748,.67,67.639,33.543,6.559,0.565,24.354,23.693,1.92,69.873,39.28,6.604,0.586,22.079,23.824,2.95,71.403,44.284,6.353,0.514,22.864,23.116,4.05,72.604,50.841,6.603,0.559,24.634,23.910,5.62,73.195,56.302,6.514,0.575,23.589,23.567,7.19
00:03.967,64.755,28.978,6.694,0.628,23.778,24.632,.68,67.86,34.411,6.676,0.603,24.354,24.588,1.91,69.971,40.195,6.733,0.630,23.832,24.744,2.92,71.412,45.111,6.479,0.560,22.864,23.952,4.07,72.495,51.664,6.718,0.596,24.634,24.728,5.65,72.984,57.151,6.646,0.622,23.589,24.442,7.24
00:04.067,65.087,29.846,6.783,0.655,25.595,25.562,.72,68.036,35.227,6.741,0.617,26.029,25.423,1.89,70.073,41.1,6.814,0.652,23.832,25.655,2.90,71.404,45.933,6.555,0.582,24.585,24.774,4.06,72.359,52.532,6.784,0.610,26.284,25.607,5.65,72.711,57.953,6.729,0.644,25.334,25.258,7.24
00:04.167,65.398,30.72,6.893,0.678,25.595,26.483,.69,68.206,36.026,6.829,0.630,26.029,26.234,1.87,70.185,42.039,6.922,0.674,25.662,26.604,2.91,71.367,46.768,6.655,0.604,24.585,25.609,4.08,72.221,53.43,6.875,0.626,26.284,26.503,5.64,72.473,58.783,6.833,0.666,25.334,26.122,7.18
00:04.267,65.709,31.526,7.003,0.701,27.451,27.346,.67,68.335,36.817,6.917,0.644,27.680,27.036,1.84,70.22,42.864,7.029,0.696,27.432,27.430,2.95,71.282,47.582,6.755,0.626,26.242,26.435,4.07,72.07,54.255,6.966,0.641,28.071,27.341,5.68,72.175,59.651,6.938,0.687,27.044,27.015,7.21
00:04.367,66.004,32.331,7.113,0.725,27.451,28.204,.68,68.446,37.589,7.005,0.658,27.680,27.814,1.81,70.273,43.778,7.137,0.719,27.432,28.349,2.93,71.195,48.387,6.856,0.648,26.242,27.244,4.01,71.872,55.157,7.057,0.657,28.071,28.263,5.69,71.843,60.486,7.043,0.708,27.044,27.912,7.18
00:04.467,66.225,33.152,7.223,0.748,29.172,29.046,.69,68.556,38.415,7.093,0.672,29.261,28.648,1.78,70.287,44.618,7.245,0.741,27.432,29.189,2.96,71.109,49.224,6.956,0.670,27.870,28.085,3.99,71.648,56.036,7.148,0.672,29.832,29.160,5.68,71.526,61.347,7.148,0.729,28.859,28.829,7.13
00:04.567,66.415,34.043,7.302,0.750,29.172,29.955,.66,68.688,39.286,7.164,0.674,29.261,29.527,1.73,70.296,45.524,7.323,0.743,29.187,30.095,2.95,71.028,50.075,7.028,0.672,27.870,28.953,3.98,71.422,56.868,7.219,0.674,29.832,30.021,5.68,71.193,62.169,7.222,0.730,28.859,29.693,7.13
00:04.667,66.649,34.82,7.381,0.753,30.932,30.764,.59,68.767,40.17,7.234,0.675,30.975,30.417,1.75,70.251,46.385,7.401,0.745,29.187,30.959,2.96,70.939,50.897,7.100,0.675,29.566,29.779,3.98,71.189,57.665,7.289,0.676,31.601,30.840,5.66,70.938,62.888,7.296,0.730,30.663,30.455,7.11
00:04.767,66.885,35.647,7.460,0.755,30.932,31.623,.62,68.877,41.053,7.305,0.677,30.975,31.306,1.71,70.218,47.324,7.479,0.746,30.954,31.899,2.94,70.856,51.76,7.172,0.677,29.566,30.654,4.00,70.936,58.487,7.360,0.677,31.601,31.700,5.65,70.618,63.659,7.371,0.731,30.663,31.289,7.14
00:04.867,67.043,36.425,7.539,0.757,32.603,32.417,.65,68.982,41.981,7.376,0.679,32.752,32.239,1.72,70.197,48.189,7.558,0.748,32.758,32.765,2.94,70.733,52.595,7.244,0.680,31.259,31.499,4.04,70.685,59.3,7.431,0.679,33.291,32.550,5.65,70.247,64.441,7.445,0.732,32.260,32.130,7.15
00:04.967,67.182,37.369,7.619,0.759,34.350,33.367,.62,69.033,42.867,7.446,0.680,34.572,33.127,1.76,70.167,49.053,7.636,0.750,32.758,33.628,2.98,70.598,53.486,7.316,0.682,33.004,32.399,4.05,70.424,60.123,7.501,0.680,35.005,33.401,5.65,69.873,65.261,7.520,0.732,34.026,33.032,7.13
00:05.067,67.342,38.244,7.660,0.754,34.350,34.256,.58,69.085,43.673,7.492,0.680,34.572,33.935,1.74,70.102,49.944,7.678,0.745,32.758,34.522,3.03,70.502,54.293,7.357,0.679,33.004,33.215,4.09,70.158,60.9,7.543,0.678,35.005,34.220,5.67,69.517,66.038,7.562,0.729,34.026,33.862,7.13
00:05.167,67.5,39.157,7.723,0.747,34.350,35.182,.57,69.138,44.532,7.555,0.677,34.572,34.795,1.77,69.991,50.825,7.730,0.734,34.515,35.407,3.04,70.355,55.126,7.413,0.673,33.004,34.060,4.16,69.856,61.682,7.601,0.673,35.005,35.059,5.69,69.101,66.843,7.622,0.722,34.026,34.767,7.16
00:05.267,67.616,40.032,7.786,0.741,36.166,36.065,.59,69.183,45.453,7.617,0.674,36.240,35.716,1.80,69.891,51.625,7.782,0.722,36.209,36.213,3.06,70.201,55.907,7.469,0.667,34.661,34.854,4.20,69.514,62.542,7.659,0.668,36.664,35.972,5.69,68.674,67.653,7.682,0.715,35.786,35.683,7.15
00:05.367,67.756,41.022,7.849,0.735,36.166,37.062,.59,69.223,46.395,7.679,0.671,36.240,36.650,1.84,69.79,52.422,7.835,0.711,36.209,37.012,3.07,70.018,56.752,7.525,0.661,34.661,35.717,4.24,69.187,63.342,7.718,0.663,36.664,36.836,5.69,68.258,68.415,7.742,0.709,35.786,36.525,7.16
00:05.467,67.844,41.964,7.912,0.728,38.048,38.009,.61,69.204,47.305,7.742,0.668,38.104,37.559,1.91,69.651,53.278,7.887,0.699,36.209,37.879,3.09,69.804,57.649,7.582,0.655,36.321,36.639,4.27,68.831,64.118,7.776,0.658,38.453,37.676,5.71,67.808,69.156,7.802,0.702,37.569,37.392,7.18
00:05.567,67.961,42.825,7.975,0.722,39.862,38.873,.63,69.167,48.163,7.804,0.665,39.872,38.418,1.93,69.466,54.181,7.939,0.687,37.879,38.801,3.13,69.549,58.441,7.638,0.649,38.073,37.466,4.32,68.48,64.881,7.834,0.653,40.146,38.514,5.70,67.4,69.895,7.862,0.695,39.279,38.236,7.16
00:05.667,68.014,43.756,8.025,0.710,39.862,39.802,.68,69.136,48.998,7.852,0.656,39.872,39.243,1.95,69.282,55.068,7.974,0.670,37.879,39.699,3.12,69.295,59.258,7.685,0.640,38.073,38.321,4.31,68.06,65.718,7.882,0.643,40.146,39.450,5.71,66.9,70.781,7.911,0.685,39.279,39.224,7.20
00:05.767,68.026,44.654,8.075,0.699,39.862,40.700,.70,68.995,49.858,7.899,0.646,39.872,40.112,1.99,69.079,55.839,8.008,0.652,39.706,40.497,3.14,69.023,60.024,7.732,0.631,38.073,39.134,4.32,67.613,66.556,7.929,0.634,40.146,40.385,5.71,66.407,71.546,7.959,0.674,40.296,40.134,7.26
00:05.867,68.024,45.611,8.124,0.687,41.692,41.650,.69,68.865,50.7,7.947,0.637,41.575,40.957,1.93,68.856,56.626,8.042,0.634,41.321,41.308,3.14,68.714,60.745,7.779,0.621,39.741,39.913,4.32,67.174,67.332,7.976,0.624,42.032,41.277,5.69,65.923,72.281,8.008,0.663,42.086,40.982,7.26
00:05.967,68.021,46.402,8.174,0.676,43.440,42.441,.69,68.743,51.511,7.995,0.627,43.247,41.776,1.92,68.62,57.424,8.076,0.617,41.321,42.140,3.11,68.412,61.449,7.827,0.612,41.291,40.678,4.29,66.727,68.111,8.023,0.615,43.821,42.162,5.70,65.395,73.039,8.057,0.653,42.086,41.905,7.29
00:06.067,67.96,47.249,8.203,0.667,43.440,43.283,.71,68.597,52.4,8.021,0.610,43.247,42.677,1.92,68.354,58.24,8.103,0.600,41.321,42.998,3.12,68.082,62.323,7.860,0.599,41.291,41.609,4.25,66.239,68.928,8.060,0.603,43.821,43.113,5.70,64.885,73.779,8.094,0.639,42.086,42.803,7.31
00:06.167,67.875,48.052,8.241,0.652,45.096,44.091,.68,68.414,53.261,8.048,0.592,45.027,43.549,1.92,68.078,59.027,8.130,0.583,43.011,43.826,3.11,67.693,63.161,7.894,0.585,43.147,42.533,4.29,65.75,69.679,8.097,0.590,45.668,44.009,5.70,64.335,74.418,8.132,0.626,43.908,43.616,7.33
00:06.267,67.798,49.008,8.279,0.638,45.096,45.050,.66,68.241,54.104,8.075,0.574,45.027,44.410,1.91,67.752,59.959,8.156,0.566,43.011,44.815,3.09,67.269,64.035,7.928,0.572,43.147,43.504,4.27,65.261,70.374,8.133,0.578,45.668,44.845,5.69,63.765,75.115,8.170,0.613,43.908,44.515,7.31
00:06.367,67.687,49.784,8.317,0.623,46.838,45.829,.66,68.051,54.918,8.101,0.556,46.723,45.239,1.90,67.433,60.817,8.183,0.549,44.832,45.725,3.11,66.916,64.768,7.962,0.558,44.931,44.315,4.25,64.802,71.067,8.170,0.566,47.348,45.676,5.66,63.217,75.807,8.208,0.599,45.651,45.363,7.31
00:06.467,67.597,50.694,8.355,0.609,46.838,46.742,.63,67.86,55.704,8.128,0.539,46.723,46.047,1.91,67.114,61.701,8.210,0.532,44.832,46.663,3.11,66.515,65.462,7.996,0.545,44.931,45.116,4.27,64.292,71.85,8.207,0.554,47.348,46.608,5.67,62.61,76.442,8.246,0.586,45.651,46.240,7.33
00:06.567,67.469,51.605,8.393,0.595,46.838,47.657,.67,67.634,56.49,8.155,0.521,46.723,46.866,1.92,66.789,62.432,8.236,0.515,46.687,47.464,3.16,66.136,66.14,8.030,0.531,44.931,45.893,4.22,63.748,72.578,8.244,0.541,47.348,47.506,5.72,61.963,77.166,8.283,0.572,47.410,47.212,7.31
00:06.667,67.304,52.519,8.413,0.575,48.672,48.586,.67,67.386,57.278,8.168,0.501,48.349,47.684,1.90,66.423,63.188,8.263,0.502,46.687,48.295,3.15,65.739,66.899,8.061,0.520,46.509,46.749,4.20,63.216,73.236,8.272,0.528,49.190,48.350,5.71,61.347,77.766,8.313,0.558,47.410,48.038,7.31
00:06.767,67.13,53.437,8.433,0.555,48.672,49.514,.68,67.13,58.104,8.182,0.481,48.349,48.548,1.90,66.052,63.966,8.289,0.489,48.326,49.157,3.12,65.279,67.683,8.093,0.508,46.509,47.658,4.24,62.703,73.88,8.300,0.514,49.190,49.159,5.70,60.709,78.42,8.343,0.544,49.239,48.950,7.27
00:06.867,66.967,54.256,8.453,0.535,50.535,50.349,.68,66.869,58.906,8.195,0.461,50.039,49.392,1.90,65.654,64.786,8.316,0.476,48.326,50.062,3.13,64.786,68.481,8.125,0.497,48.274,48.595,4.23,62.126,74.588,8.328,0.501,50.859,50.072,5.71,60.038,79.052,8.372,0.530,51.074,49.848,7.29
00:06.967,66.763,55.104,8.473,0.515,50.535,51.221,.70,66.614,59.645,8.208,0.441,50.039,50.166,1.92,65.245,65.558,8.342,0.463,50.099,50.935,3.15,64.309,69.298,8.156,0.486,48.274,49.539,4.24,61.528,75.285,8.356,0.487,50.859,50.990,5.71,59.36,79.67,8.402,0.516,51.074,50.759,7.27
