,ID 1875,ID 1875,ID 1875,ID 1875,ID 1875,ID 1875,ID 1875,ID 2110,ID 2110,ID 2110,ID 2110,ID 2110,ID 2110,ID 2110,ID 1662,ID 1662,ID 1662,ID 1662,ID 1662,ID 1662,ID 1662,ID 1943,ID 1943,ID 1943,ID 1943,ID 1943,ID 1943,ID 1943,ID 2050,ID 2050,ID 2050,ID 2050,ID 2050,ID 2050,ID 2050,ID 1985,ID 1985,ID 1985,ID 1985,ID 1985,ID 1985,ID 1985
,TREVISAN,TREVISAN,TREVISAN,TREVISAN,TREVISAN,TREVISAN,TREVISAN,KARPIUK,KARPIUK,KARPIUK,KARPIUK,KARPIUK,KARPIUK,KARPIUK,BROSSIER,BROSSIER,BROSSIER,BROSSIER,BROSSIER,BROSSIER,BROSSIER,BAUMGART-WITAN,BAUMGART-WITAN,BAUMGART-WITAN,BAUMGART-WITAN,BAUMGART-WITAN,BAUMGART-WITAN,BAUMGART-WITAN,NIEDERBERGER,NIEDERBERGER,NIEDERBERGER,NIEDERBERGER,NIEDERBERGER,NIEDERBERGER,NIEDERBERGER,AZEVEDO,AZEVEDO,AZEVEDO,AZEVEDO,AZEVEDO,AZEVEDO,AZEVEDO
Time,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail
00:04.523,66.339,33.664,7.251,0.754,28.785,29.569,23.58,68.623,38.9,7.114,0.675,29.702,29.137,21.55,70.275,45.112,7.271,0.748,30.315,29.683,18.43,71.053,49.689,6.983,0.677,29.069,28.567,15.77,71.534,56.521,7.194,0.678,29.582,29.658,11.39,71.327,61.804,7.187,0.727,30.299,29.304,7.57
00:04.623,66.559,34.483,7.333,0.758,30.528,30.418,23.10,68.75,39.767,7.186,0.677,29.702,30.012,21.02,70.293,46.016,7.354,0.752,30.315,30.589,17.79,70.974,50.548,7.058,0.680,29.069,29.429,15.11,71.301,57.327,7.266,0.681,29.582,30.495,10.62,71.026,62.604,7.263,0.729,30.299,30.158,6.73
00:04.723,66.787,35.286,7.415,0.761,30.528,31.250,22.68,68.839,40.664,7.258,0.679,31.443,30.915,20.49,70.253,46.897,7.436,0.755,32.095,31.470,17.17,70.9,51.387,7.132,0.684,30.782,30.270,14.44,71.065,58.12,7.339,0.683,31.330,31.311,9.88,70.758,63.349,7.340,0.731,30.299,30.949,5.96
00:04.823,66.999,36.078,7.496,0.765,32.210,32.069,22.27,68.937,41.564,7.330,0.681,31.443,31.820,19.92,70.21,47.835,7.518,0.759,32.095,32.412,16.52,70.787,52.223,7.207,0.687,30.782,31.122,13.80,70.805,58.952,7.411,0.685,31.330,32.182,9.15,70.424,64.099,7.416,0.733,31.945,31.746,5.24
00:04.923,67.131,36.937,7.578,0.768,32.210,32.933,21.86,69.02,42.471,7.402,0.684,33.249,32.733,19.36,70.204,48.658,7.600,0.763,33.915,33.231,15.82,70.673,53.1,7.281,0.690,32.467,32.006,13.13,70.537,59.802,7.483,0.687,33.029,33.060,8.38,70.044,64.91,7.492,0.734,31.945,32.641,4.47
00:05.023,67.263,37.869,7.620,0.763,33.896,33.873,21.35,69.036,43.334,7.464,0.680,35.021,33.594,18.77,70.144,49.549,7.653,0.752,35.630,34.124,15.24,70.534,53.971,7.337,0.684,34.233,32.894,12.43,70.269,60.561,7.541,0.682,34.724,33.865,7.59,69.668,65.712,7.555,0.729,33.661,33.527,3.63
00:05.123,67.436,38.724,7.683,0.756,33.896,34.745,20.78,69.122,44.124,7.526,0.677,35.021,34.388,18.17,70.052,50.435,7.707,0.741,35.630,35.012,14.56,70.423,54.758,7.393,0.677,34.233,33.686,11.71,70.006,61.331,7.599,0.677,34.724,34.677,6.86,69.292,66.49,7.617,0.723,33.661,34.366,2.80
00:05.223,67.581,39.653,7.747,0.750,35.708,35.685,20.30,69.178,45.054,7.588,0.674,35.021,35.317,17.68,69.941,51.305,7.760,0.729,35.630,35.889,13.87,70.268,55.574,7.449,0.670,34.233,34.516,11.08,69.664,62.186,7.657,0.671,34.724,35.586,6.13,68.833,67.315,7.679,0.718,35.410,35.310,1.98
00:05.323,67.695,40.581,7.810,0.743,37.582,36.620,19.75,69.212,45.983,7.650,0.671,36.746,36.246,17.06,69.833,52.044,7.813,0.718,37.397,36.637,13.18,70.093,56.379,7.504,0.664,35.857,35.338,10.39,69.336,62.985,7.715,0.666,36.457,36.449,5.29,68.464,68.055,7.742,0.712,37.180,36.111,1.07
00:05.423,67.789,41.532,7.873,0.736,37.582,37.573,19.17,69.199,46.904,7.712,0.667,36.746,37.160,16.43,69.684,52.893,7.867,0.706,37.397,37.495,12.58,69.888,57.276,7.560,0.657,35.857,36.257,9.70,68.969,63.781,7.773,0.661,36.457,37.326,4.49,68.002,68.858,7.804,0.707,37.180,37.037,.29
00:05.523,67.9,42.432,7.943,0.721,37.582,38.479,18.57,69.175,47.785,7.783,0.658,38.596,38.040,15.76,69.548,53.794,7.926,0.688,39.005,38.405,11.87,69.649,58.099,7.630,0.647,37.600,37.110,8.92,68.63,64.527,7.822,0.652,38.196,38.130,3.67,67.598,69.572,7.852,0.695,37.180,37.857,.61
00:05.623,67.986,43.374,7.992,0.709,39.444,39.420,18.01,69.13,48.664,7.831,0.649,38.596,38.912,15.13,69.35,54.697,7.960,0.669,39.005,39.322,11.14,69.414,58.878,7.678,0.638,37.600,37.923,8.17,68.237,65.375,7.871,0.644,38.196,39.065,2.90,67.149,70.386,7.900,0.684,38.926,38.758,1.40
00:05.723,68.041,44.258,8.042,0.697,39.444,40.305,17.40,69.06,49.48,7.880,0.640,40.357,39.730,14.47,69.154,55.485,7.994,0.651,40.839,40.135,10.36,69.157,59.658,7.725,0.629,39.270,38.745,7.45,67.793,66.184,7.920,0.635,39.950,39.974,2.02,66.66,71.202,7.948,0.673,38.926,39.707,2.29
00:05.823,68.035,45.172,8.091,0.685,41.275,41.211,16.82,68.928,50.324,7.929,0.631,40.357,40.583,13.85,68.963,56.273,8.027,0.633,40.839,40.946,9.67,68.868,60.488,7.773,0.620,39.270,39.617,6.72,67.354,66.99,7.969,0.626,39.950,40.890,1.14,66.144,71.954,7.995,0.661,40.806,40.620,3.21
00:05.923,68.025,46.066,8.140,0.673,43.083,42.105,16.17,68.816,51.15,7.978,0.622,42.029,41.409,13.16,68.743,57.041,8.061,0.614,42.461,41.738,8.97,68.564,61.098,7.820,0.610,40.970,40.296,5.93,66.939,67.724,8.018,0.618,41.790,41.734,.26,65.637,72.688,8.043,0.650,42.610,41.479,4.11
00:06.023,68.003,46.892,8.189,0.660,43.083,42.931,15.53,68.697,52.012,8.027,0.613,43.732,42.278,12.49,68.479,57.893,8.095,0.596,44.151,42.630,8.27,68.257,61.923,7.868,0.601,42.529,41.177,5.28,66.476,68.56,8.066,0.609,43.588,42.676,.56,65.126,73.447,8.091,0.638,42.610,42.392,4.99
00:06.123,67.929,47.698,8.227,0.646,43.083,43.734,14.93,68.496,52.918,8.054,0.596,43.732,43.198,11.80,68.208,58.68,8.121,0.578,44.151,43.456,7.49,67.879,62.795,7.900,0.587,42.529,42.123,4.48,65.964,69.351,8.105,0.598,43.588,43.618,1.47,64.578,74.147,8.129,0.625,42.610,43.253,5.88
00:06.223,67.835,48.593,8.265,0.631,44.717,44.634,14.31,68.317,53.719,8.082,0.578,45.480,44.018,11.02,67.92,59.532,8.147,0.560,45.882,44.355,6.74,67.454,63.676,7.933,0.573,44.457,43.101,3.59,65.487,70.068,8.144,0.586,45.391,44.464,2.39,64.019,74.818,8.167,0.612,44.412,44.124,6.77
00:06.323,67.737,49.439,8.304,0.617,46.468,45.480,13.61,68.136,54.555,8.109,0.561,45.480,44.872,10.32,67.574,60.473,8.173,0.543,46.884,45.359,5.93,67.083,64.431,7.965,0.558,44.457,43.939,2.67,65.017,70.758,8.183,0.575,45.391,45.299,3.24,63.475,75.508,8.206,0.598,46.163,45.003,7.64
00:06.423,67.651,50.293,8.342,0.602,46.468,46.338,12.94,67.942,55.379,8.136,0.543,47.181,45.712,9.60,67.263,61.306,8.199,0.525,46.884,46.242,5.02,66.692,65.155,7.998,0.544,46.120,44.762,1.88,64.527,71.483,8.222,0.564,47.100,46.173,4.06,62.882,76.171,8.244,0.585,46.163,45.857,8.51
00:06.523,67.525,51.167,8.385,0.582,48.208,47.221,12.27,67.741,56.154,8.151,0.524,47.181,46.512,8.88,66.94,62.071,8.226,0.512,48.603,47.072,4.21,66.304,65.801,8.029,0.533,46.120,45.513,1.09,63.986,72.255,8.251,0.550,47.100,47.104,4.92,62.24,76.839,8.275,0.571,47.978,46.783,9.40
00:06.623,67.375,52.104,8.407,0.562,48.208,48.165,11.57,67.502,56.935,8.165,0.504,48.798,47.328,8.19,66.587,62.843,8.253,0.500,48.603,47.913,3.44,65.923,66.579,8.060,0.521,47.738,46.380,.36,63.469,72.928,8.280,0.537,48.890,47.953,5.85,61.613,77.486,8.306,0.558,47.978,47.652,10.32
00:06.723,67.211,53.036,8.429,0.543,48.208,49.112,10.80,67.261,57.719,8.179,0.484,48.798,48.142,7.47,66.215,63.635,8.280,0.487,48.603,48.788,2.65,65.523,67.357,8.092,0.510,47.738,47.254,.46,62.935,73.595,8.309,0.523,48.890,48.806,6.69,60.979,78.129,8.338,0.544,47.978,48.555,11.22
00:06.823,67.026,53.908,8.451,0.524,50.103,49.996,10.02,66.981,58.595,8.194,0.465,48.798,49.062,6.75,65.828,64.433,8.307,0.475,50.326,49.675,1.82,64.996,68.113,8.123,0.499,47.738,48.172,1.30,62.374,74.285,8.338,0.510,48.890,49.681,7.54,60.332,78.768,8.369,0.531,49.781,49.463,12.13
00:06.923,66.854,54.749,8.472,0.505,50.103,50.855,9.28,66.733,59.318,8.208,0.445,50.537,49.819,5.93,65.417,65.223,8.335,0.462,50.326,50.559,.99,64.51,68.954,8.154,0.487,49.530,49.141,2.20,61.783,75.033,8.367,0.496,50.633,50.633,8.42,59.653,79.387,8.400,0.517,49.781,50.353,13.04
00:07.023,66.655,55.618,8.488,0.494,51.852,51.737,8.56,66.435,60.083,8.214,0.431,52.122,50.638,5.24,64.997,65.996,8.356,0.457,52.103,51.439,.14,64.002,69.689,8.171,0.479,51.393,50.035,3.14,61.189,75.637,8.380,0.485,52.430,51.465,9.37,58.979,79.979,8.419,0.509,51.608,51.249,13.95
00:07.123,66.403,56.52,8.505,0.478,51.852,52.674,7.80,66.132,60.845,8.228,0.417,52.122,51.459,4.49,64.54,66.801,8.381,0.446,52.103,52.357,.71,63.504,70.353,8.197,0.468,51.393,50.865,4.02,60.613,76.289,8.398,0.470,52.430,52.333,10.22,58.294,80.585,8.445,0.496,51.608,52.155,14.85
00:07.223,66.161,57.333,8.523,0.462,53.679,53.522,6.99,65.78,61.692,8.242,0.402,53.859,52.369,3.74,64.035,67.562,8.406,0.436,53.908,53.269,1.60,63.033,71.032,8.223,0.457,53.049,51.691,4.84,60.008,76.898,8.416,0.454,54.157,53.191,11.08,57.604,81.156,8.470,0.482,53.419,53.032,15.76
00:07.323,65.874,58.166,8.540,0.445,55.407,54.394,6.24,65.414,62.432,8.256,0.387,53.859,53.194,2.89,63.574,68.263,8.431,0.425,55.660,54.108,2.49,62.51,71.818,8.249,0.446,53.049,52.633,5.66,59.362,77.544,8.434,0.439,54.157,54.089,11.94,56.869,81.708,8.495,0.469,55.233,53.950,16.65
00:07.423,65.543,59.03,8.558,0.429,55.407,55.319,5.45,65.037,63.221,8.270,0.372,53.859,54.061,2.11,63.067,69.05,8.456,0.414,55.660,55.039,3.32,61.948,72.445,8.275,0.434,53.049,53.472,6.58,58.702,78.154,8.452,0.423,54.157,54.988,12.86,56.139,82.285,8.521,0.456,55.233,54.852,17.56
00:07.523,65.231,59.884,8.584,0.411,55.407,56.220,4.61,64.604,64.052,8.291,0.355,55.558,54.998,1.28,62.558,69.712,8.486,0.401,55.660,55.873,4.23,61.38,73.18,8.301,0.417,54.830,54.402,7.42,58.048,78.716,8.471,0.402,55.968,55.838,13.75,55.416,82.823,8.551,0.439,55.233,55.754,18.49
00:07.623,64.918,60.618,8.600,0.398,57.241,57.018,3.78,64.194,64.859,8.310,0.346,57.400,55.903,.39,62.057,70.384,8.505,0.390,57.429,56.708,5.06,60.825,73.791,8.323,0.406,56.582,55.227,8.34,57.38,79.297,8.484,0.388,57.715,56.722,14.61,54.709,83.282,8.572,0.427,57.064,56.595,19.38
00:07.723,64.548,61.415,8.616,0.385,57.241,57.889,3.04,63.803,65.628,8.329,0.338,57.400,56.759,.47,61.518,71.124,8.524,0.379,57.429,57.624,5.89,60.211,74.45,8.344,0.395,56.582,56.127,9.17,56.743,79.856,8.496,0.373,57.715,57.570,15.50,53.92,83.786,8.592,0.415,57.064,57.507,20.20
00:07.823,64.177,62.253,8.632,0.372,58.917,58.805,2.22,63.377,66.301,8.349,0.329,57.400,57.554,1.29,60.961,71.868,8.543,0.368,59.182,58.552,6.79,59.693,75.044,8.366,0.385,56.582,56.915,10.07,56.088,80.421,8.508,0.359,57.715,58.421,16.34,53.139,84.299,8.613,0.402,58.843,58.441,21.12
00:07.923,63.767,63.169,8.648,0.359,58.917,59.808,1.36,62.885,67.13,8.368,0.321,59.057,58.511,2.07,60.381,72.553,8.562,0.357,59.182,59.447,7.71,59.199,75.696,8.388,0.374,58.270,57.726,10.85,55.427,80.92,8.520,0.344,59.427,59.250,17.21,52.348,84.768,8.633,0.390,58.843,59.338,22.03
00:08.023,63.359,63.896,8.662,0.348,60.837,60.634,.42,62.377,67.915,8.386,0.314,59.057,59.446,3.00,59.8,73.28,8.573,0.345,61.008,60.377,8.61,58.632,76.31,8.403,0.363,58.270,58.562,11.67,54.752,81.454,8.527,0.331,59.427,60.109,18.03,51.587,85.241,8.649,0.378,60.696,60.234,22.92
00:08.123,62.937,64.713,8.676,0.338,60.837,61.554,.38,61.906,68.63,8.403,0.306,60.955,60.296,3.92,59.237,73.933,8.584,0.333,61.008,61.234,9.53,58.102,76.988,8.418,0.352,59.921,59.404,12.50,54.032,81.971,8.534,0.317,61.115,60.982,18.88,50.812,85.714,8.664,0.366,60.696,61.142,23.80
00:08.223,62.472,65.493,8.691,0.327,62.589,62.453,1.26,61.418,69.327,8.421,0.299,62.661,61.145,4.75,58.665,74.536,8.596,0.321,62.800,62.064,10.39,57.355,77.555,8.434,0.341,61.704,60.339,13.35,53.304,82.485,8.541,0.303,62.892,61.874,19.76,50.054,86.12,8.679,0.355,62.499,61.981,24.68
00:08.323,62.02,66.281,8.705,0.316,62.589,63.361,2.14,60.924,70.038,8.439,0.292,62.661,62.011,5.59,58.055,75.164,8.607,0.309,62.800,62.940,11.22,56.649,78.006,8.449,0.330,61.704,61.164,14.28,52.608,82.941,8.548,0.290,62.892,62.693,20.63,49.285,86.502,8.694,0.343,62.499,62.840,25.50
00:08.423,61.568,67.056,8.719,0.305,64.405,64.249,3.01,60.392,70.74,8.456,0.284,64.407,62.884,6.44,57.424,75.758,8.619,0.297,64.506,63.802,12.10,55.958,78.573,8.465,0.319,63.432,62.058,15.10,51.897,83.423,8.555,0.276,64.583,63.551,21.45,48.516,86.918,8.710,0.331,64.217,63.693,26.32
00:08.523,61.068,67.816,8.733,0.295,64.405,65.159,3.88,59.877,71.403,8.474,0.277,64.407,63.723,7.32,56.764,76.378,8.630,0.285,64.506,64.708,12.96,55.277,79.14,8.480,0.308,63.432,62.945,15.99,51.159,83.849,8.562,0.263,64.583,64.402,22.29,47.732,87.328,8.725,0.319,64.217,64.576,27.15
00:08.623,60.548,68.55,8.746,0.286,66.211,66.058,4.77,59.325,72.077,8.482,0.267,64.407,64.586,8.15,56.093,77.004,8.637,0.274,66.278,65.620,13.87,54.559,79.814,8.492,0.298,63.432,63.924,16.87,50.375,84.311,8.568,0.252,64.583,65.300,23.12,46.914,87.77,8.732,0.306,65.976,65.504,28.00
00:08.723,60.03,69.258,8.760,0.278,67.987,66.926,5.66,58.732,72.729,8.489,0.256,66.117,65.466,9.02,55.466,77.563,8.643,0.262,68.035,66.460,14.79,53.92,80.341,8.503,0.288,65.302,64.752,17.86,49.591,84.732,8.574,0.241,66.345,66.190,24.00,46.001,88.105,8.739,0.293,67.873,66.453,28.89
00:08.823,59.497,69.915,8.773,0.270,67.987,67.772,6.53,58.147,73.368,8.497,0.246,66.117,66.333,9.90,54.833,78.093,8.650,0.251,68.035,67.286,15.62,53.189,80.924,8.515,0.278,65.302,65.687,18.68,48.822,85.115,8.580,0.231,66.345,67.039,24.85,45.155,88.407,8.746,0.280,67.873,67.349,29.77
00:08.923,58.947,70.612,8.787,0.261,67.987,68.652,7.37,57.583,73.968,8.504,0.236,67.864,67.147,10.76,54.152,78.716,8.657,0.240,68.035,68.201,16.45,52.467,81.466,8.527,0.268,67.065,66.582,19.61,47.999,85.529,8.586,0.220,68.093,67.960,25.66,44.344,88.697,8.753,0.267,69.632,68.210,30.58
00:09.023,58.374,71.341,8.792,0.254,69.720,69.580,8.25,57.04,74.523,8.506,0.227,69.463,67.923,11.59,53.483,79.182,8.658,0.231,69.783,69.015,17.37,51.744,81.977,8.539,0.265,68.852,67.467,20.51,47.198,85.925,8.591,0.214,69.907,68.852,26.54,43.492,88.982,8.755,0.258,69.632,69.090,31.36
00:09.123,57.784,72.017,8.794,0.242,69.720,70.477,9.17,56.412,75.142,8.508,0.217,69.463,68.805,12.36,52.784,79.703,8.659,0.220,69.783,69.881,18.17,51.023,82.418,8.553,0.258,68.852,68.304,21.38,46.383,86.281,8.599,0.207,69.907,69.734,27.38,42.665,89.228,8.755,0.245,69.632,69.950,32.17
00:09.223,57.192,72.711,8.796,0.230,71.543,71.377,10.06,55.751,75.739,8.510,0.206,69.463,69.686,13.24,52.088,80.236,8.660,0.209,71.469,70.758,19.03,50.231,82.826,8.567,0.252,68.852,69.193,22.20,45.587,86.614,8.606,0.200,69.907,70.595,28.21,41.852,89.51,8.755,0.231,71.392,70.796,32.93
00:09.323,56.569,73.446,8.799,0.219,71.543,72.338,10.97,55.089,76.338,8.512,0.196,71.235,70.579,14.13,51.37,80.738,8.660,0.197,71.469,71.634,19.90,49.484,83.256,8.582,0.246,70.586,70.054,23.05,44.741,86.959,8.613,0.192,71.659,71.509,29.01,40.991,89.808,8.755,0.218,71.392,71.707,33.70
00:09.423,55.944,74.022,8.801,0.207,73.418,73.174,11.93,54.443,76.893,8.514,0.185,71.235,71.424,15.03,50.688,81.208,8.661,0.186,73.221,72.452,20.77,48.69,83.758,8.596,0.239,70.586,70.987,23.88,43.902,87.315,8.621,0.185,71.659,72.413,29.85,40.114,90.052,8.755,0.205,73.163,72.617,34.52
00:09.523,55.326,74.598,8.798,0.195,73.418,74.019,12.78,53.771,77.445,8.514,0.176,72.979,72.292,15.87,49.983,81.695,8.659,0.176,73.221,73.308,21.58,47.915,84.215,8.602,0.231,72.386,71.886,24.80,43.115,87.607,8.623,0.177,73.484,73.252,30.70,39.275,90.262,8.747,0.191,73.163,73.466,35.31
00:09.623,54.706,75.18,8.796,0.184,75.112,74.857,13.63,53.115,77.964,8.513,0.167,72.979,73.122,16.74,49.234,82.159,8.657,0.166,74.906,74.179,22.42,47.183,84.559,8.608,0.222,72.386,72.686,25.67,42.308,87.868,8.626,0.169,73.484,74.094,31.46,38.398,90.439,8.739,0.177,74.938,74.360,36.05
00:09.723,54.067,75.748,8.793,0.173,75.112,75.712,14.48,52.449,78.485,8.513,0.158,74.685,73.967,17.57,48.453,82.594,8.655,0.156,74.906,75.073,23.28,46.384,84.932,8.615,0.213,74.092,73.568,26.43,41.464,88.157,8.628,0.161,75.171,74.985,32.22,37.68,90.646,8.731,0.163,74.938,75.106,36.80
00:09.823,53.404,76.302,8.790,0.161,76.817,76.575,15.33,51.779,79.023,8.513,0.149,76.389,74.825,18.41,47.685,83.01,8.653,0.146,76.680,75.947,24.14,45.608,85.328,8.621,0.205,75.844,74.439,27.26,40.667,88.398,8.631,0.153,76.895,75.818,33.02,36.891,90.839,8.723,0.150,76.578,75.903,37.45
00:09.923,52.709,76.874,8.788,0.150,76.817,77.462,16.19,51.072,79.528,8.512,0.140,76.389,75.681,19.26,46.928,83.383,8.650,0.136,76.680,76.778,24.98,44.814,85.676,8.627,0.196,75.844,75.297,28.09,39.881,88.608,8.633,0.145,76.895,76.626,33.75,36.04,91.023,8.716,0.136,76.578,76.773,38.15
00:10.023,51.988,77.439,8.785,0.138,78.581,78.379,17.09,50.333,80.004,8.512,0.130,76.389,76.561,20.12,46.127,83.769,8.648,0.126,78.397,77.668,25.78,43.989,85.99,8.633,0.187,75.844,76.180,28.89,39.052,88.797,8.636,0.138,76.895,77.475,34.46,35.196,91.174,8.708,0.122,78.260,77.614,38.88
00:10.123,51.326,77.921,8.780,0.129,78.581,79.185,18.00,49.621,80.475,8.513,0.124,78.136,77.415,20.98,45.343,84.12,8.654,0.123,78.397,78.518,26.62,43.201,86.244,8.636,0.179,77.593,77.007,29.70,38.205,89.034,8.632,0.129,78.558,78.350,35.18,34.355,91.357,8.697,0.111,78.260,78.473,39.58
00:10.223,50.615,78.412,8.775,0.119,80.315,80.048,18.81,48.926,80.917,8.514,0.118,79.813,78.227,21.82,44.545,84.467,8.660,0.119,80.144,79.388,27.42,42.403,86.538,8.638,0.170,79.271,77.851,30.44,37.37,89.242,8.628,0.120,80.297,79.210,35.94,33.494,91.517,8.687,0.099,79.977,79.348,40.31
00:10.323,49.893,78.903,8.770,0.110,80.315,80.922,19.66,48.201,81.321,8.515,0.112,79.813,79.057,22.62,43.705,84.833,8.666,0.116,80.144,80.304,28.23,41.588,86.818,8.640,0.162,79.271,78.713,31.21,36.517,89.452,8.625,0.111,80.297,80.087,36.68,32.652,91.609,8.676,0.087,79.977,80.170,41.03
00:10.423,49.173,79.373,8.765,0.100,82.052,81.769,20.51,47.478,81.724,8.515,0.106,81.470,79.873,23.42,42.841,85.219,8.672,0.113,81.930,81.239,29.08,40.766,87.051,8.642,0.153,80.986,79.563,31.98,35.659,89.604,8.621,0.102,82.045,80.953,37.43,31.802,91.689,8.666,0.076,81.698,81.025,41.69
00:10.523,48.441,79.794,8.760,0.090,83.755,82.614,21.35,46.676,82.103,8.517,0.098,81.470,80.759,24.22,41.996,85.545,8.674,0.105,83.781,82.145,29.97,39.971,87.291,8.641,0.141,80.986,80.394,32.73,34.81,89.781,8.616,0.091,82.045,81.820,38.14,30.964,91.777,8.659,0.066,83.394,81.867,42.35
00:10.623,47.647,80.279,8.760,0.085,83.755,83.530,22.17,45.884,82.458,8.517,0.093,81.470,81.627,25.05,41.129,85.806,8.677,0.101,83.781,83.039,30.79,39.088,87.568,8.638,0.132,80.986,81.319,33.46,34.005,89.923,8.608,0.082,82.045,82.636,38.87,30.16,91.877,8.655,0.061,83.394,82.653,43.00
00:10.723,46.88,80.722,8.759,0.080,83.755,84.415,23.07,45.095,82.817,8.517,0.088,83.224,82.485,25.86,40.296,86.074,8.679,0.096,83.781,83.914,31.59,38.211,87.78,8.635,0.123,82.741,82.218,34.28,33.193,90.05,8.601,0.074,83.729,83.450,39.54,29.261,91.883,8.651,0.055,83.394,83.551,43.64
00:10.823,46.11,81.116,8.758,0.075,85.571,85.280,23.93,44.312,83.123,8.518,0.083,84.930,83.325,26.67,39.446,86.309,8.681,0.092,85.561,84.796,32.37,37.387,87.937,8.632,0.114,84.481,83.056,35.05,32.331,90.177,8.593,0.065,85.422,84.319,40.20,28.399,91.941,8.647,0.050,85.100,84.397,44.28
00:10.923,45.296,81.474,8.757,0.069,87.324,86.157,24.75,43.506,83.446,8.518,0.078,84.930,84.190,27.44,38.622,86.462,8.684,0.088,87.279,85.621,33.14,36.568,88.108,8.629,0.105,84.481,83.891,35.74,31.463,90.279,8.586,0.056,85.422,85.184,40.90,27.583,91.975,8.643,0.044,86.780,85.212,44.93
00:11.023,44.501,81.825,8.755,0.065,87.324,87.026,25.58,42.735,83.759,8.515,0.073,86.630,85.022,28.24,37.828,86.603,8.682,0.082,87.279,86.425,33.83,35.751,88.248,8.623,0.097,86.146,84.719,36.44,30.652,90.364,8.581,0.051,87.111,85.998,41.59,26.71,92.052,8.643,0.042,86.780,86.085,45.53
00:11.123,43.691,82.164,8.753,0.060,87.324,87.894,26.39,41.929,84.034,8.512,0.068,86.630,85.872,29.01,36.97,86.797,8.680,0.077,87.279,87.301,34.49,34.904,88.405,8.617,0.089,86.146,85.581,37.12,29.804,90.41,8.577,0.047,87.111,86.846,42.22,25.72,92.008,8.643,0.040,86.780,87.072,46.20
00:11.223,42.835,82.559,8.751,0.056,89.071,88.836,27.20,41.094,84.317,8.509,0.062,86.630,86.753,29.77,36.118,86.95,8.678,0.071,88.964,88.167,35.23,34.039,88.512,8.610,0.080,86.146,86.452,37.83,28.947,90.454,8.573,0.042,87.111,87.693,42.85,24.817,92.009,8.643,0.038,88.643,87.975,46.87
00:11.323,42.032,82.832,8.750,0.052,89.071,89.675,28.09,40.288,84.574,8.506,0.057,88.363,87.598,30.56,35.303,87.075,8.676,0.066,88.964,88.991,35.94,33.173,88.679,8.604,0.072,87.878,87.333,38.52,28.144,90.459,8.569,0.037,88.818,88.494,43.49,23.955,91.994,8.644,0.036,88.643,88.837,47.51
00:11.423,41.201,83.116,8.748,0.047,90.859,90.553,28.85,39.443,84.83,8.503,0.051,88.363,88.481,31.31,34.491,87.133,8.674,0.060,90.654,89.802,36.61,32.353,88.803,8.598,0.063,87.878,88.162,39.25,27.326,90.459,8.565,0.032,88.818,89.312,44.06,23.126,92.052,8.644,0.034,90.408,89.666,48.11
00:11.523,40.362,83.416,8.746,0.043,92.628,91.445,29.64,38.662,85.065,8.500,0.046,90.091,89.296,32.09,33.617,87.259,8.672,0.055,92.350,90.685,37.22,31.511,88.872,8.591,0.055,89.588,89.005,39.92,26.444,90.485,8.561,0.027,90.439,90.190,44.64,22.251,92.076,8.644,0.032,92.113,90.540,48.74
00:11.623,39.528,83.695,8.742,0.038,92.628,92.317,30.44,37.892,85.271,8.497,0.041,90.091,90.092,32.81,32.843,87.336,8.668,0.050,92.350,91.470,37.93,30.705,88.883,8.586,0.049,89.588,89.810,40.56,25.556,90.492,8.558,0.024,90.439,91.078,45.28,21.382,92.124,8.657,0.037,92.113,91.409,49.37
00:11.723,38.732,83.881,8.738,0.034,92.628,93.133,31.23,37.084,85.45,8.493,0.037,91.703,90.919,33.50,31.95,87.457,8.663,0.044,92.350,92.370,38.53,29.907,88.924,8.580,0.043,91.237,90.610,41.14,24.67,90.511,8.555,0.021,92.209,91.964,45.92,20.478,92.074,8.670,0.042,93.886,92.313,50.02
00:11.823,37.867,84.113,8.733,0.029,94.323,94.023,31.93,36.238,85.641,8.489,0.032,93.397,91.787,34.20,31.061,87.573,8.659,0.039,94.028,93.266,39.25,28.989,89.038,8.574,0.037,92.959,91.531,41.73,23.797,90.516,8.552,0.018,93.968,92.836,46.56,19.599,92.014,8.683,0.047,93.886,93.192,50.63
00:11.923,37.041,84.327,8.729,0.025,94.323,94.877,32.70,35.462,85.801,8.485,0.028,93.397,92.579,34.93,30.166,87.724,8.654,0.033,94.028,94.172,39.96,28.08,89.113,8.568,0.031,92.959,92.441,42.46,22.927,90.528,8.549,0.015,93.968,93.706,47.18,18.649,91.972,8.697,0.052,93.886,94.142,51.21
00:12.023,36.22,84.538,8.725,0.021,96.071,95.725,33.44,34.621,85.955,8.480,0.024,93.397,93.433,35.60,29.282,87.814,8.654,0.032,95.831,95.059,40.70,27.22,89.185,8.565,0.028,92.959,93.299,43.16,22.094,90.53,8.547,0.014,93.968,94.538,47.80,17.55,92.001,8.706,0.055,95.717,95.240,51.85
