,ID 1875,ID 1875,ID 1875,ID 1875,ID 1875,ID 1875,ID 1875,ID 2110,ID 2110,ID 2110,ID 2110,ID 2110,ID 2110,ID 2110,ID 1662,ID 1662,ID 1662,ID 1662,ID 1662,ID 1662,ID 1662,ID 1943,ID 1943,ID 1943,ID 1943,ID 1943,ID 1943,ID 1943,ID 2050,ID 2050,ID 2050,ID 2050,ID 2050,ID 2050,ID 2050,ID 1985,ID 1985,ID 1985,ID 1985,ID 1985,ID 1985,ID 1985
00:04.829,67.01,36.13,2.854,0.024,31.342,32.123,.64,68.944,41.618,2.887,0.004,32.518,31.875,1.71,70.207,47.894,2.904,-0.019,31.558,32.470,2.97,70.778,52.269,2.846,-0.003,31.930,31.169,4.04,70.787,59.003,2.868,-0.005,31.437,32.235,5.66,70.396,64.147,2.843,0.025,31.203,31.801,7.14
00:04.829,67.01,36.13,3.267,0.044,31.342,32.123,.64,68.944,41.618,3.307,0.007,32.518,31.875,1.71,70.207,47.894,3.326,-0.036,31.558,32.470,2.97,70.778,52.269,3.249,-0.005,31.930,31.169,4.04,70.787,59.003,3.280,-0.009,31.437,32.235,5.66,70.396,64.147,3.246,0.035,31.203,31.801,7.14
00:04.929,67.138,36.978,3.624,0.062,33.009,32.974,.66,69.027,42.514,3.672,0.009,32.518,32.775,1.75,70.198,48.704,3.692,-0.050,33.382,33.277,2.97,70.666,53.148,3.598,-0.007,31.930,32.055,4.04,70.52,59.847,3.636,-0.013,33.150,33.108,5.66,70.029,64.959,3.594,0.043,32.821,32.692,7.14
00:05.029,67.267,37.911,4.199,0.083,33.009,33.915,.60,69.034,43.386,4.257,0.012,34.337,33.646,1.76,70.138,49.595,4.280,-0.067,33.382,34.170,3.03,70.521,54.018,4.164,-0.010,33.654,32.943,4.10,70.253,60.61,4.211,-0.018,33.150,33.917,5.66,69.648,65.755,4.160,0.054,32.821,33.573,7.13
00:05.129,67.442,38.785,4.784,0.103,34.808,34.806,.56,69.123,44.183,4.841,0.014,34.337,34.446,1.73,70.049,50.486,4.864,-0.082,35.084,35.064,3.04,70.414,54.81,4.730,-0.011,33.654,33.738,4.12,69.988,61.385,4.791,-0.019,34.843,34.734,5.68,69.268,66.537,4.733,0.066,34.594,34.418,7.15
00:05.229,67.586,39.715,5.369,0.123,34.808,35.747,.58,69.18,45.115,5.425,0.016,36.008,35.378,1.80,69.934,51.36,5.448,-0.096,35.084,35.945,3.07,70.257,55.628,5.297,-0.013,35.334,34.571,4.18,69.644,62.238,5.370,-0.020,34.843,35.642,5.71,68.812,67.358,5.306,0.078,34.594,35.357,7.16
00:05.329,67.709,40.632,5.954,0.144,36.639,36.672,.60,69.22,46.035,6.009,0.017,36.008,36.298,1.83,69.832,52.096,6.032,-0.110,36.860,36.688,3.07,70.089,56.429,5.863,-0.014,35.334,35.387,4.23,69.322,63.035,5.949,-0.021,36.581,36.500,5.69,68.445,68.104,5.880,0.090,36.401,36.163,7.13
00:05.429,67.801,41.584,6.539,0.164,38.520,37.626,.60,69.205,46.956,6.593,0.019,37.862,37.211,1.90,69.683,52.944,6.615,-0.125,38.463,37.545,3.08,69.882,57.326,6.430,-0.016,36.985,36.306,4.26,68.955,63.83,6.529,-0.022,38.315,37.376,5.72,67.982,68.906,6.453,0.102,38.157,37.089,7.19
00:05.529,67.912,42.484,7.124,0.184,38.520,38.532,.61,69.181,47.837,7.176,0.021,37.862,38.092,1.92,69.546,53.845,7.199,-0.139,38.463,38.456,3.09,69.642,58.149,6.996,-0.017,36.985,37.160,4.30,68.615,64.575,7.108,-0.023,38.315,38.179,5.70,67.577,69.619,7.026,0.114,38.157,37.908,7.19
00:05.629,67.997,43.426,7.705,0.198,38.520,39.472,.65,69.134,48.716,7.756,0.020,39.664,38.963,1.94,69.346,54.749,7.784,-0.149,38.463,39.374,3.13,69.406,58.927,7.566,-0.017,38.762,37.972,4.31,68.221,65.424,7.690,-0.023,38.315,39.116,5.70,67.109,70.44,7.603,0.125,38.157,38.825,7.20
00:05.729,68.027,44.291,8.153,0.211,40.372,40.337,.69,69.046,49.531,8.203,0.019,39.664,39.783,1.97,69.149,55.536,8.236,-0.160,40.299,40.185,3.13,69.124,59.705,8.002,-0.017,38.762,38.799,4.32,67.776,66.233,8.138,-0.023,40.069,40.023,5.73,66.62,71.232,8.046,0.136,39.922,39.754,7.25
00:05.829,68.025,45.241,8.467,0.224,42.187,41.281,.70,68.918,50.395,8.516,0.019,41.363,40.655,1.95,68.943,56.31,8.555,-0.170,41.911,40.986,3.13,68.844,60.514,8.305,-0.016,40.401,39.650,4.31,67.336,67.039,8.453,-0.022,41.910,40.942,5.69,66.101,71.994,8.356,0.146,41.774,40.645,7.27
00:05.929,68.014,46.101,8.648,0.237,42.187,42.140,.68,68.787,51.211,8.696,0.018,43.062,41.473,1.93,68.71,57.113,8.740,-0.180,41.911,41.817,3.12,68.533,61.167,8.474,-0.016,41.977,40.372,4.33,66.905,67.767,8.635,-0.022,41.910,41.788,5.69,65.593,72.735,8.533,0.157,41.774,41.543,7.27
00:06.029,67.979,46.937,8.696,0.250,42.187,42.977,.70,68.672,52.042,8.742,0.017,43.062,42.312,1.92,68.452,57.955,8.791,-0.191,41.911,42.697,3.11,68.229,61.965,8.510,-0.016,41.977,41.226,4.27,66.438,68.618,8.684,-0.022,41.910,42.745,5.68,65.081,73.485,8.576,0.168,41.774,42.450,7.29
00:06.129,67.912,47.74,8.716,0.262,43.883,43.777,.69,68.473,52.952,8.733,0.014,43.062,43.236,1.92,68.187,58.707,8.778,-0.199,43.627,43.489,3.12,67.835,62.852,8.512,-0.016,41.977,42.193,4.29,65.931,69.374,8.688,-0.021,43.726,43.655,5.70,64.533,74.173,8.593,0.167,43.580,43.301,7.32
00:06.229,67.819,48.645,8.725,0.253,43.883,44.686,.67,68.299,53.784,8.723,0.008,44.831,44.085,1.91,67.885,59.6,8.773,-0.191,43.627,44.431,3.09,67.42,63.708,8.515,-0.014,43.800,43.144,4.28,65.447,70.093,8.695,-0.017,43.726,44.507,5.68,63.969,74.849,8.609,0.167,43.580,44.180,7.31
00:06.329,67.723,49.507,8.735,0.244,45.598,45.549,.65,68.12,54.594,8.712,0.001,46.510,44.914,1.90,67.547,60.509,8.768,-0.183,45.366,45.401,3.11,67.051,64.473,8.517,-0.011,45.600,43.991,4.24,64.973,70.799,8.702,-0.012,45.502,45.358,5.66,63.441,75.535,8.626,0.167,45.339,45.045,7.30
00:06.429,67.622,50.369,8.744,0.235,45.598,46.416,.63,67.926,55.41,8.702,-0.005,46.510,45.746,1.90,67.236,61.363,8.764,-0.175,45.366,46.305,3.11,66.663,65.178,8.520,-0.009,45.600,44.795,4.25,64.484,71.555,8.708,-0.007,45.502,46.257,5.65,62.834,76.199,8.642,0.166,45.339,45.910,7.33
00:06.529,67.504,51.239,8.753,0.226,47.333,47.295,.65,67.713,56.191,8.691,-0.011,46.510,46.556,1.91,66.913,62.131,8.759,-0.167,47.244,47.138,3.13,66.276,65.858,8.523,-0.007,45.600,45.577,4.22,63.946,72.3,8.715,-0.003,47.252,47.164,5.70,62.189,76.89,8.658,0.166,47.102,46.855,7.31
00:06.629,67.354,52.159,8.753,0.217,47.333,48.223,.65,67.477,56.965,8.681,-0.016,48.158,47.358,1.90,66.556,62.879,8.757,-0.162,47.244,47.959,3.15,65.881,66.621,8.525,-0.006,47.187,46.438,4.18,63.421,72.962,8.717,-0.001,47.252,48.007,5.70,61.567,77.516,8.667,0.164,47.102,47.705,7.29
00:06.729,67.187,53.088,8.755,0.207,49.142,49.167,.65,67.23,57.764,8.667,-0.023,48.158,48.195,1.89,66.179,63.665,8.760,-0.152,48.905,48.831,3.12,65.452,67.419,8.534,-0.001,47.187,47.343,4.22,62.904,73.621,8.722,0.001,49.015,48.845,5.68,60.936,78.164,8.680,0.162,48.929,48.610,7.25
00:06.829,67.008,53.924,8.757,0.196,50.967,50.017,.67,66.956,58.627,8.653,-0.029,49.803,49.100,1.90,65.796,64.466,8.762,-0.143,50.677,49.719,3.11,64.949,68.172,8.542,0.003,48.952,48.247,4.25,62.331,74.32,8.727,0.004,50.751,49.736,5.70,60.267,78.8,8.693,0.161,50.748,49.532,7.27
00:06.930,66.854,54.791,8.759,0.186,50.967,50.896,.66,66.718,59.374,8.639,-0.035,49.803,49.877,1.90,65.398,65.265,8.765,-0.133,50.677,50.604,3.13,64.484,69.011,8.551,0.008,48.952,49.203,4.21,61.755,75.061,8.732,0.006,50.751,50.673,5.70,59.618,79.431,8.706,0.159,50.748,50.408,7.25
00:07.029,66.65,55.662,8.761,0.175,52.714,51.781,.72,66.425,60.135,8.625,-0.042,51.492,50.691,1.94,64.975,66.036,8.767,-0.123,52.437,51.484,3.13,63.974,69.73,8.559,0.012,50.815,50.085,4.27,61.159,75.675,8.737,0.009,52.548,51.513,5.74,58.945,80.01,8.719,0.157,52.549,51.295,7.25
00:07.129,66.392,56.587,8.767,0.172,52.714,52.741,.74,66.113,60.921,8.616,-0.046,51.492,51.536,1.93,64.505,66.882,8.768,-0.118,52.437,52.444,3.15,63.48,70.406,8.565,0.015,50.815,50.922,4.23,60.575,76.351,8.739,0.010,52.548,52.404,5.72,58.248,80.64,8.728,0.156,52.549,52.207,7.24
00:07.229,66.145,57.393,8.772,0.166,52.714,53.584,.75,65.761,61.727,8.607,-0.047,53.153,52.409,1.93,64.016,67.596,8.769,-0.111,52.437,53.308,3.16,63.021,71.072,8.569,0.016,52.533,51.729,4.21,59.97,76.96,8.739,0.009,52.548,53.263,5.74,57.561,81.201,8.740,0.154,52.549,53.094,7.25
00:07.329,65.852,58.24,8.777,0.160,54.517,54.471,.75,65.38,62.504,8.599,-0.049,53.153,53.274,1.93,63.536,68.346,8.770,-0.105,54.268,54.199,3.11,62.474,71.872,8.572,0.017,52.533,52.696,4.23,59.319,77.602,8.739,0.008,54.298,54.161,5.73,56.812,81.759,8.752,0.152,54.374,54.026,7.22
00:07.429,65.539,59.068,8.782,0.154,54.517,55.356,.73,65.014,63.278,8.591,-0.051,54.897,54.123,1.89,63.038,69.066,8.772,-0.098,54.268,55.069,3.11,61.914,72.481,8.576,0.018,54.310,53.522,4.26,58.672,78.155,8.739,0.008,54.298,55.011,5.73,56.108,82.305,8.764,0.150,54.374,54.889,7.20
00:07.529,65.22,59.923,8.788,0.148,56.298,56.261,.73,64.591,64.095,8.582,-0.053,56.672,55.042,1.90,62.527,69.749,8.773,-0.091,56.033,55.921,3.08,61.337,73.213,8.580,0.019,56.068,54.454,4.21,58.012,78.748,8.739,0.007,56.062,55.886,5.68,55.377,82.844,8.775,0.148,56.198,55.797,7.19
00:07.629,64.895,60.643,8.795,0.144,56.298,57.050,.73,64.17,64.903,8.585,-0.049,56.672,55.948,1.89,62.029,70.408,8.776,-0.085,56.033,56.744,3.06,60.782,73.832,8.583,0.020,56.068,55.286,4.23,57.355,79.309,8.736,0.005,56.062,56.749,5.68,54.671,83.293,8.782,0.144,56.198,56.632,7.18
00:07.729,64.521,61.461,8.802,0.140,57.999,57.941,.70,63.768,65.686,8.588,-0.044,58.463,56.827,1.88,61.477,71.182,8.779,-0.079,57.712,57.695,3.04,60.182,74.49,8.586,0.020,57.789,56.176,4.20,56.683,79.898,8.733,0.004,57.813,57.643,5.66,53.864,83.807,8.788,0.139,57.941,57.565,7.14
00:07.829,64.155,62.296,8.809,0.137,57.999,58.853,.69,63.354,66.338,8.591,-0.040,58.463,57.598,1.93,60.931,71.895,8.783,-0.073,57.712,58.592,3.05,59.658,75.069,8.589,0.021,57.789,56.957,4.20,56.05,80.444,8.730,0.002,57.813,58.465,5.66,53.1,84.321,8.795,0.135,57.941,58.487,7.09
00:07.929,63.734,63.226,8.816,0.133,59.810,59.873,.69,62.856,67.174,8.594,-0.036,58.463,58.565,1.89,60.346,72.596,8.786,-0.067,59.560,59.502,3.08,59.161,75.728,8.592,0.021,57.789,57.775,4.20,55.382,80.965,8.727,0.000,59.542,59.312,5.69,52.295,84.797,8.801,0.131,59.818,59.399,7.10
00:08.029,63.329,63.949,8.823,0.129,60.830,60.695,.73,62.343,67.963,8.598,-0.032,60.208,59.506,1.91,59.765,73.326,8.789,-0.061,61.405,60.435,3.07,58.603,76.347,8.595,0.022,59.393,58.608,4.28,54.71,81.487,8.724,-0.002,61.240,60.163,5.69,51.536,85.273,8.808,0.127,61.648,60.294,7.07
00:08.129,62.908,64.769,8.830,0.126,60.830,61.617,.69,61.872,68.67,8.601,-0.027,60.208,60.349,1.90,59.197,73.975,8.793,-0.055,61.405,61.292,3.11,58.066,77.013,8.599,0.022,59.393,59.448,4.34,53.982,82.004,8.721,-0.004,61.240,61.042,5.69,50.759,85.743,8.814,0.123,61.648,61.202,7.08
00:08.229,62.444,65.54,8.834,0.121,62.580,62.508,.72,61.389,69.365,8.608,-0.022,61.998,61.193,1.89,58.629,74.57,8.791,-0.053,61.405,62.114,3.12,57.307,77.584,8.603,0.023,61.081,60.394,4.44,53.269,82.504,8.715,-0.006,61.240,61.913,5.69,50.009,86.145,8.819,0.119,61.648,62.033,7.10
00:08.329,61.999,66.331,8.838,0.117,64.387,63.415,.71,60.899,70.085,8.615,-0.017,63.715,62.064,1.91,58.024,75.207,8.789,-0.051,63.089,62.987,3.10,56.616,78.045,8.608,0.024,62.860,61.215,4.34,52.569,82.976,8.710,-0.009,63.003,62.745,5.68,49.241,86.533,8.824,0.115,63.406,62.894,7.09
00:08.429,61.547,67.105,8.842,0.113,64.387,64.301,.73,60.367,70.785,8.622,-0.012,63.715,62.935,1.94,57.393,75.8,8.787,-0.049,63.089,63.853,3.12,55.924,78.612,8.612,0.026,62.860,62.109,4.22,51.858,83.457,8.705,-0.011,63.003,63.603,5.67,48.472,86.948,8.829,0.111,63.406,63.745,7.06
00:08.529,61.046,67.864,8.845,0.108,64.387,65.211,.77,59.851,71.448,8.629,-0.007,63.715,63.775,1.94,56.732,76.419,8.785,-0.047,64.832,64.759,3.10,55.242,79.178,8.617,0.027,62.860,62.995,4.19,51.119,83.882,8.700,-0.013,64.705,64.453,5.71,47.688,87.357,8.834,0.107,65.140,64.628,7.09
00:08.629,60.524,68.598,8.849,0.104,66.192,66.112,.76,59.298,72.121,8.636,-0.002,65.434,64.636,1.96,56.06,77.045,8.784,-0.045,66.655,65.672,3.08,54.523,79.852,8.621,0.028,64.640,63.976,4.20,50.335,84.343,8.694,-0.016,66.466,65.351,5.67,46.869,87.799,8.839,0.103,66.954,65.557,7.11
00:08.729,60.006,69.306,8.858,0.103,66.192,66.979,.76,58.704,72.773,8.639,0.000,65.434,65.517,1.96,55.432,77.603,8.781,-0.044,66.655,66.513,3.11,53.884,80.378,8.628,0.030,64.640,64.803,4.28,49.55,84.763,8.695,-0.015,66.466,66.240,5.67,45.955,88.133,8.839,0.098,66.954,66.505,7.15
00:08.829,59.471,69.961,8.866,0.102,67.969,67.824,.76,58.118,73.411,8.641,0.001,67.186,66.384,1.95,54.799,78.132,8.777,-0.043,66.655,67.337,3.11,53.152,80.961,8.635,0.032,66.452,65.738,4.30,48.78,85.145,8.696,-0.013,66.466,67.089,5.66,45.109,88.434,8.839,0.093,66.954,67.403,7.10
00:08.929,58.908,70.645,8.875,0.101,69.700,68.702,.72,57.547,73.986,8.644,0.003,68.862,67.186,1.94,54.11,78.739,8.774,-0.042,68.319,68.249,3.10,52.424,81.475,8.642,0.033,68.278,66.623,4.35,47.956,85.558,8.697,-0.012,68.215,68.010,5.62,44.283,88.711,8.839,0.087,68.825,68.266,7.05
00:09.029,58.335,71.376,8.884,0.100,69.700,69.631,.72,56.994,74.553,8.646,0.004,68.862,67.977,1.91,53.432,79.22,8.771,-0.041,68.319,69.079,3.15,51.707,81.986,8.649,0.035,68.278,67.502,4.35,47.119,85.943,8.699,-0.011,68.215,68.931,5.61,43.456,88.986,8.839,0.082,68.825,69.125,7.00
00:09.129,57.729,72.059,8.880,0.094,69.700,70.544,.74,56.358,75.175,8.641,0.002,68.862,68.858,1.93,52.732,79.734,8.767,-0.041,70.066,69.943,3.11,50.955,82.46,8.658,0.038,68.278,68.383,4.38,46.33,86.29,8.701,-0.009,70.057,69.786,5.59,42.611,89.237,8.833,0.075,70.567,70.004,6.98
00:09.229,57.144,72.764,8.877,0.087,71.541,71.448,.75,55.703,75.786,8.637,-0.001,70.543,69.753,1.93,52.03,80.267,8.763,-0.041,70.066,70.823,3.11,50.162,82.882,8.668,0.041,70.046,69.281,4.38,45.544,86.618,8.704,-0.007,70.057,70.636,5.55,41.798,89.516,8.827,0.068,70.567,70.850,6.94
00:09.329,56.532,73.468,8.874,0.081,71.541,72.380,.79,55.052,76.359,8.632,-0.003,70.543,70.621,1.93,51.329,80.755,8.759,-0.040,71.815,71.678,3.14,49.43,83.26,8.678,0.044,70.046,70.103,4.32,44.701,86.963,8.707,-0.005,71.770,71.543,5.55,40.944,89.812,8.821,0.061,72.307,71.753,6.94
00:09.429,55.908,74.058,8.870,0.074,73.389,73.225,.83,54.399,76.919,8.627,-0.005,72.305,71.474,1.92,50.652,81.224,8.755,-0.040,71.815,72.491,3.13,48.635,83.771,8.687,0.046,71.768,71.042,4.28,43.868,87.317,8.709,-0.003,71.770,72.446,5.54,40.066,90.057,8.815,0.053,72.307,72.664,6.98
00:09.529,55.295,74.603,8.867,0.067,73.389,74.046,.82,53.726,77.464,8.622,-0.008,72.305,72.339,1.91,49.934,81.709,8.751,-0.040,73.492,73.357,3.17,47.871,84.214,8.697,0.049,71.768,71.924,4.35,43.063,87.611,8.712,-0.002,73.585,73.303,5.55,39.229,90.265,8.808,0.046,74.121,73.512,6.97
00:09.629,54.656,75.206,8.860,0.059,75.067,74.911,.78,53.06,78.003,8.615,-0.011,74.031,73.189,1.91,49.169,82.179,8.745,-0.040,73.492,74.245,3.20,47.129,84.574,8.703,0.049,73.595,72.741,4.37,42.244,87.882,8.711,-0.002,73.585,74.159,5.56,38.343,90.445,8.798,0.037,74.121,74.415,6.95
00:09.729,54.013,75.777,8.854,0.052,76.805,75.771,.80,52.398,78.526,8.608,-0.014,75.731,74.032,1.92,48.393,82.612,8.742,-0.039,75.255,75.134,3.21,46.33,84.941,8.702,0.046,75.298,73.621,4.36,41.413,88.161,8.710,-0.002,75.304,75.036,5.54,37.614,90.655,8.784,0.028,75.887,75.172,6.92
00:09.829,53.346,76.346,8.848,0.046,76.805,76.648,.80,51.72,79.053,8.601,-0.017,75.731,74.890,1.93,47.617,83.035,8.738,-0.039,77.027,76.018,3.21,45.548,85.332,8.700,0.042,75.298,74.495,4.34,40.604,88.403,8.709,-0.003,77.024,75.880,5.53,36.822,90.849,8.771,0.020,77.460,75.972,6.95
00:09.929,52.649,76.916,8.843,0.040,78.560,77.535,.80,51.02,79.543,8.594,-0.020,77.445,75.734,1.97,46.869,83.397,8.734,-0.039,77.027,76.837,3.21,44.746,85.684,8.699,0.039,77.033,75.363,4.36,39.81,88.611,8.708,-0.003,77.024,76.686,5.54,35.973,91.025,8.757,0.011,77.460,76.839,6.97
00:10.030,51.943,77.487,8.837,0.034,78.560,78.444,.82,50.293,80.04,8.586,-0.023,77.445,76.614,1.96,46.081,83.799,8.730,-0.039,77.027,77.722,3.19,43.94,86.022,8.697,0.035,77.033,76.238,4.38,39.005,88.815,8.707,-0.004,77.024,77.525,5.51,35.146,91.189,8.744,0.002,79.170,77.665,6.99
00:10.129,51.291,77.957,8.830,0.027,78.560,79.234,.83,49.585,80.5,8.579,-0.025,77.445,77.449,1.98,45.306,84.146,8.731,-0.035,78.742,78.562,3.21,43.157,86.267,8.696,0.032,77.033,77.056,4.38,38.164,89.048,8.703,-0.005,78.675,78.393,5.49,34.311,91.371,8.726,-0.008,79.170,78.518,7.01
00:10.229,50.582,78.427,8.820,0.020,80.293,80.084,.83,48.887,80.922,8.575,-0.026,79.169,78.265,1.99,44.51,84.487,8.733,-0.032,80.457,79.428,3.18,42.351,86.54,8.694,0.029,78.742,77.901,4.32,37.32,89.26,8.694,-0.009,80.417,79.263,5.52,33.459,91.527,8.712,-0.016,80.890,79.383,7.06
00:10.329,49.858,78.916,8.809,0.013,82.017,80.958,.80,48.161,81.343,8.571,-0.027,80.823,79.103,1.98,43.665,84.849,8.736,-0.029,80.457,80.348,3.18,41.553,86.85,8.693,0.026,80.448,78.757,4.31,36.471,89.469,8.686,-0.013,80.417,80.135,5.52,32.61,91.613,8.697,-0.023,80.890,80.212,7.11
00:10.429,49.123,79.381,8.799,0.006,82.017,81.815,.79,47.43,81.755,8.566,-0.028,80.823,79.931,1.99,42.771,85.247,8.738,-0.026,80.457,81.313,3.19,40.734,87.065,8.691,0.024,80.448,79.598,4.33,35.59,89.626,8.678,-0.017,80.417,81.025,5.55,31.756,91.692,8.683,-0.030,80.890,81.070,7.08
00:10.529,48.381,79.847,8.788,-0.001,82.017,82.692,.80,46.627,82.138,8.562,-0.028,80.823,80.819,2.00,41.938,85.571,8.741,-0.022,82.354,82.208,3.23,39.922,87.319,8.689,0.021,80.448,80.449,4.29,34.76,89.795,8.670,-0.021,82.185,81.872,5.55,30.901,91.789,8.668,-0.037,82.600,81.930,7.08
00:10.629,47.592,80.323,8.784,-0.003,83.762,83.599,.80,45.831,82.482,8.559,-0.028,82.550,81.684,1.95,41.073,85.835,8.738,-0.023,82.354,83.101,3.26,39.028,87.592,8.685,0.017,82.145,81.384,4.30,33.949,89.937,8.658,-0.026,82.185,82.694,5.57,30.105,91.887,8.665,-0.036,82.600,82.708,7.12
00:10.729,46.834,80.751,8.781,-0.005,83.762,84.470,.82,45.046,82.826,8.556,-0.028,82.550,82.534,1.91,40.242,86.087,8.735,-0.023,84.150,83.969,3.22,38.15,87.809,8.680,0.014,82.145,82.284,4.31,33.14,90.055,8.647,-0.030,83.855,83.503,5.59,29.224,91.877,8.663,-0.036,84.262,83.588,7.16
