,ID 1875,ID 1875,ID 1875,ID 1875,ID 1875,ID 1875,ID 1875,ID 2110,ID 2110,ID 2110,ID 2110,ID 2110,ID 2110,ID 2110,ID 1662,ID 1662,ID 1662,ID 1662,ID 1662,ID 1662,ID 1662,ID 1943,ID 1943,ID 1943,ID 1943,ID 1943,ID 1943,ID 1943,ID 2050,ID 2050,ID 2050,ID 2050,ID 2050,ID 2050,ID 2050,ID 1985,ID 1985,ID 1985,ID 1985,ID 1985,ID 1985,ID 1985
00:10.829,46.061,81.125,8.777,-0.006,85.553,85.327,.83,44.263,83.134,8.553,-0.028,84.274,83.374,1.88,39.394,86.314,8.732,-0.023,84.150,84.846,3.21,37.34,87.946,8.675,0.010,83.983,83.103,4.31,32.281,90.183,8.635,-0.035,85.541,84.370,5.61,28.363,91.934,8.660,-0.035,86.004,84.433,7.11
00:10.929,45.252,81.5,8.774,-0.008,85.553,86.207,.80,43.458,83.462,8.551,-0.028,84.274,84.241,1.84,38.579,86.47,8.729,-0.024,85.904,85.665,3.19,36.512,88.118,8.670,0.007,83.983,83.948,4.25,31.422,90.282,8.624,-0.040,85.541,85.225,5.62,27.53,91.976,8.658,-0.034,86.004,85.265,7.15
00:11.029,44.46,81.835,8.771,-0.010,87.303,87.067,.78,42.688,83.771,8.548,-0.028,85.984,85.070,1.83,37.781,86.609,8.726,-0.024,87.535,86.472,3.11,35.699,88.249,8.666,0.003,85.649,84.771,4.23,30.603,90.368,8.612,-0.044,87.229,86.046,5.65,26.666,92.048,8.655,-0.034,87.704,86.129,7.17
00:11.129,43.647,82.176,8.769,-0.010,87.303,87.940,.73,41.884,84.05,8.545,-0.028,85.984,85.919,1.82,36.923,86.8,8.722,-0.025,87.535,87.348,3.06,34.859,88.406,8.660,0.000,85.649,85.626,4.21,29.756,90.411,8.607,-0.045,87.229,86.894,5.68,25.667,92.003,8.656,-0.031,87.704,87.125,7.24
00:11.229,42.78,82.577,8.768,-0.010,89.044,88.895,.72,41.042,84.338,8.542,-0.028,87.664,86.808,1.81,36.065,86.954,8.718,-0.026,87.535,88.220,3.04,33.994,88.51,8.654,-0.003,87.326,86.497,4.22,28.896,90.454,8.601,-0.046,87.229,87.744,5.66,24.751,92.007,8.658,-0.029,88.704,88.041,7.20
00:11.329,41.979,82.856,8.766,-0.010,89.044,89.733,.75,40.236,84.59,8.538,-0.028,87.664,87.652,1.80,35.251,87.082,8.713,-0.026,89.285,89.043,3.01,33.116,88.68,8.648,-0.006,87.326,87.390,4.18,28.093,90.455,8.595,-0.046,88.938,88.545,5.68,23.891,91.993,8.659,-0.026,88.704,88.901,7.20
00:11.429,41.155,83.141,8.765,-0.010,90.845,90.605,.71,39.396,84.852,8.535,-0.028,89.398,88.532,1.78,34.442,87.148,8.709,-0.027,90.919,89.853,2.99,32.303,88.816,8.642,-0.009,89.090,88.213,4.24,27.277,90.466,8.589,-0.047,90.557,89.361,5.67,23.074,92.056,8.661,-0.024,90.480,89.718,7.18
00:11.529,40.315,83.44,8.764,-0.010,92.608,91.498,.71,38.615,85.085,8.532,-0.028,91.092,89.346,1.79,33.568,87.272,8.705,-0.028,90.919,90.736,2.90,31.461,88.884,8.636,-0.013,90.757,89.056,4.27,26.394,90.491,8.584,-0.047,90.557,90.240,5.66,22.199,92.08,8.662,-0.021,92.174,90.592,7.25
00:11.629,39.481,83.718,8.763,-0.010,92.608,92.368,.71,37.845,85.29,8.529,-0.029,91.092,90.142,1.79,32.794,87.348,8.697,-0.032,90.919,91.519,2.90,30.656,88.894,8.630,-0.016,90.757,89.859,4.26,25.506,90.497,8.581,-0.047,90.557,91.128,5.69,21.331,92.128,8.668,-0.018,92.174,91.460,7.27
00:11.729,38.685,83.902,8.756,-0.013,92.608,93.183,.72,37.038,85.468,8.525,-0.030,91.092,90.968,1.79,31.9,87.469,8.690,-0.033,92.579,92.420,2.88,29.858,88.934,8.622,-0.019,90.757,90.660,4.21,24.619,90.516,8.579,-0.046,92.328,92.014,5.69,20.427,92.077,8.680,-0.010,92.174,92.364,7.32
00:11.829,37.819,84.133,8.750,-0.015,94.302,94.075,.67,36.191,85.659,8.520,-0.031,92.714,91.837,1.77,31.011,87.584,8.684,-0.035,94.377,93.317,2.88,28.939,89.047,8.615,-0.022,92.360,91.581,4.19,23.746,90.52,8.576,-0.044,94.088,92.887,5.71,19.547,92.016,8.692,-0.003,93.946,93.244,7.27
00:11.929,36.993,84.346,8.744,-0.018,94.302,94.927,.66,35.415,85.818,8.516,-0.031,92.714,92.629,1.76,30.116,87.734,8.678,-0.037,94.377,94.222,2.93,28.03,89.121,8.607,-0.025,92.360,92.492,4.28,22.876,90.532,8.574,-0.043,94.088,93.757,5.71,18.597,91.973,8.705,0.004,93.946,94.194,7.21
00:12.029,36.167,84.538,8.737,-0.020,96.051,95.776,.67,34.557,85.946,8.511,-0.032,94.374,93.495,1.77,29.232,87.824,8.672,-0.038,94.377,95.109,3.02,27.172,89.171,8.600,-0.028,94.197,93.347,4.33,22.042,90.533,8.571,-0.042,94.088,94.590,5.72,17.458,91.999,8.717,0.011,95.778,95.332,7.16
00:12.129,35.32,84.724,8.731,-0.022,96.051,96.638,.66,33.738,86.112,8.502,-0.035,94.374,94.330,1.74,28.367,87.9,8.669,-0.038,96.172,95.973,3.06,26.33,89.195,8.586,-0.034,94.197,94.189,4.37,21.21,90.548,8.564,-0.044,95.792,95.422,5.72,16.652,91.935,8.719,0.011,96.917,96.138,7.19
00:12.229,34.493,84.813,8.724,-0.024,97.766,97.467,.68,32.897,86.241,8.493,-0.038,96.076,95.181,1.77,27.47,87.959,8.665,-0.038,96.172,96.870,3.12,25.528,89.206,8.572,-0.039,95.898,94.991,4.39,20.374,90.55,8.557,-0.045,95.792,96.257,5.74,15.87,91.941,8.720,0.011,96.917,96.920,7.12
00:12.329,33.681,84.913,8.717,-0.027,97.766,98.283,.62,32.05,86.374,8.484,-0.041,96.076,96.037,1.79,26.614,87.986,8.662,-0.038,97.939,97.726,3.16,24.681,89.152,8.558,-0.044,95.898,95.838,4.40,19.459,90.603,8.549,-0.046,97.460,97.172,5.74,14.986,91.939,8.721,0.011,98.506,97.804,7.13
00:12.429,32.8,85.077,8.710,-0.029,99.415,99.178,.57,31.2,86.476,8.475,-0.043,97.784,96.890,1.82,25.702,88.036,8.658,-0.038,97.939,98.637,3.18,23.851,89.126,8.544,-0.050,97.547,96.668,4.34,18.619,90.608,8.542,-0.048,97.460,98.011,5.79,14.169,91.889,8.723,0.011,98.506,98.621,7.13
00:12.529,31.972,85.175,8.703,-0.031,99.415,100.012,.62,30.402,86.563,8.466,-0.046,97.784,97.691,1.84,24.876,88.011,8.655,-0.038,99.708,99.463,3.23,22.989,89.129,8.531,-0.055,97.547,97.530,4.32,17.83,90.608,8.535,-0.049,99.215,98.800,5.80,13.387,91.874,8.724,0.011,100.207,99.403,7.08
00:12.629,31.122,85.272,8.698,-0.033,101.143,100.864,.62,29.613,86.658,8.462,-0.046,99.442,98.485,1.87,24.024,88.034,8.645,-0.041,101.386,100.316,3.20,22.149,89.142,8.525,-0.055,99.239,98.370,4.32,16.996,90.622,8.519,-0.054,100.838,99.634,5.80,12.545,91.888,8.714,0.005,101.831,100.245,7.06
00:12.729,30.225,85.416,8.687,-0.036,101.143,101.770,.63,28.779,86.723,8.458,-0.045,99.442,99.314,1.91,23.226,88.004,8.636,-0.043,101.386,101.114,3.23,21.343,89.143,8.519,-0.055,99.239,99.176,4.33,16.229,90.601,8.504,-0.060,100.838,100.401,5.81,11.683,91.903,8.703,-0.001,101.831,101.107,7.08
00:12.829,29.368,85.5,8.676,-0.040,102.906,102.623,.71,27.944,86.767,8.454,-0.045,101.072,100.149,1.95,22.388,87.989,8.627,-0.046,103.022,101.952,3.19,20.642,89.094,8.514,-0.055,100.885,99.877,4.33,15.442,90.597,8.488,-0.065,102.392,101.188,5.79,10.756,91.854,8.693,-0.007,103.620,102.035,7.09
00:12.929,28.563,85.537,8.665,-0.044,104.562,103.428,.74,27.053,86.815,8.450,-0.045,102.796,101.041,1.98,21.526,87.974,8.618,-0.049,103.022,102.815,3.18,19.763,89.084,8.508,-0.055,102.438,100.757,4.28,14.608,90.612,8.473,-0.070,102.392,102.022,5.79,9.916,91.907,8.682,-0.013,103.620,102.875,7.04
00:13.030,27.742,85.576,8.654,-0.047,104.562,104.249,.76,26.249,86.87,8.445,-0.044,102.796,101.841,2.01,20.664,87.998,8.608,-0.052,103.022,103.677,3.16,18.926,89.068,8.502,-0.055,102.438,101.594,4.27,13.786,90.623,8.457,-0.075,102.392,102.845,5.80,9.305,91.83,8.672,-0.019,103.620,103.487,7.10
00:13.129,26.908,85.59,8.643,-0.051,104.562,105.078,.78,25.396,86.858,8.444,-0.042,102.796,102.695,2.06,19.834,87.986,8.591,-0.057,104.746,104.507,3.19,18.051,89.052,8.493,-0.057,102.438,102.469,4.26,12.999,90.613,8.444,-0.077,104.048,103.632,5.81,8.608,91.877,8.678,-0.015,105.071,104.184,7.02
00:13.229,26.059,85.598,8.634,-0.053,106.228,105.927,.79,24.522,86.839,8.445,-0.040,104.458,103.569,2.05,19.141,87.983,8.571,-0.065,106.269,105.201,3.18,17.136,89.008,8.484,-0.058,104.178,103.384,4.24,12.157,90.629,8.431,-0.080,105.677,104.475,5.80,7.614,91.79,8.677,-0.015,106.762,105.179,7.07
00:13.329,25.192,85.633,8.626,-0.054,106.228,106.794,.79,23.679,86.799,8.445,-0.037,104.458,104.413,2.03,18.313,87.985,8.551,-0.072,106.269,106.029,3.17,16.311,89.016,8.476,-0.059,104.178,104.209,4.20,11.408,90.639,8.418,-0.082,105.677,105.224,5.82,6.761,91.765,8.676,-0.014,106.762,106.032,6.98
00:13.429,24.368,85.61,8.617,-0.056,107.944,107.619,.83,22.838,86.786,8.446,-0.035,106.176,105.254,1.99,17.527,87.971,8.531,-0.080,106.269,106.815,3.18,15.595,89.024,8.468,-0.061,105.918,104.925,4.21,10.578,90.637,8.405,-0.085,105.677,106.054,5.83,5.817,91.733,8.676,-0.014,106.762,106.977,6.96
00:13.529,23.453,85.646,8.609,-0.057,109.683,108.534,.80,21.967,86.763,8.446,-0.032,107.888,106.126,1.98,16.686,87.996,8.511,-0.087,107.883,107.657,3.16,14.762,89.037,8.459,-0.062,107.467,105.758,4.21,9.702,90.632,8.392,-0.088,107.256,106.931,5.83,4.813,91.772,8.675,-0.014,109.563,107.981,6.92
00:13.629,22.594,85.654,8.602,-0.057,109.683,109.393,.84,21.068,86.728,8.448,-0.030,107.888,107.025,1.95,15.832,88.007,8.496,-0.090,107.883,108.511,3.19,13.923,89.053,8.447,-0.065,107.467,106.597,4.23,8.872,90.621,8.389,-0.085,107.256,107.761,5.82,3.817,91.696,8.674,-0.013,109.563,108.978,6.96
00:13.729,21.765,85.651,8.595,-0.058,109.683,110.223,.84,20.244,86.732,8.450,-0.027,107.888,107.850,1.92,15.076,88.027,8.481,-0.093,109.578,109.267,3.20,13.085,89.049,8.435,-0.068,107.467,107.435,4.24,8.051,90.632,8.386,-0.082,108.962,108.583,5.81,2.908,91.698,8.673,-0.013,109.563,109.887,6.89
00:13.829,20.993,85.677,8.589,-0.058,111.371,110.995,.84,19.373,86.729,8.452,-0.024,109.611,108.721,1.92,14.301,88.017,8.466,-0.096,109.578,110.043,3.22,12.176,89.065,8.423,-0.071,109.144,108.344,4.24,7.161,90.622,8.383,-0.079,108.962,109.473,5.82,1.996,91.682,8.673,-0.012,111.469,110.800,6.89
00:13.929,20.161,85.704,8.582,-0.058,112.975,111.827,.87,18.567,86.734,8.455,-0.021,111.288,109.527,1.92,13.541,88.041,8.451,-0.099,111.109,110.803,3.21,11.421,89.09,8.411,-0.073,110.808,109.099,4.26,6.303,90.632,8.379,-0.076,110.673,110.331,5.81,1.161,91.66,8.672,-0.012,113.216,111.635,6.87
00:14.029,19.288,85.709,8.575,-0.058,112.975,112.701,.89,17.747,86.723,8.457,-0.019,111.288,110.348,1.92,12.794,88.018,8.436,-0.102,111.109,111.550,3.23,10.66,89.14,8.399,-0.076,110.808,109.860,4.28,5.465,90.645,8.376,-0.073,110.673,111.170,5.82,0.409,91.565,8.671,-0.012,113.216,112.388,6.85
00:14.129,18.386,85.73,8.569,-0.058,112.975,113.603,.90,16.901,86.717,8.457,-0.018,111.288,111.194,1.91,11.955,88.031,8.429,-0.102,112.616,112.390,3.21,9.904,89.202,8.383,-0.083,110.808,110.616,4.33,4.611,90.659,8.379,-0.068,112.369,112.024,5.83,-0.484,91.579,8.683,-0.005,113.216,113.281,6.76
00:14.229,17.534,85.743,8.563,-0.058,114.750,114.455,.92,16.067,86.729,8.457,-0.017,112.954,112.029,1.91,10.966,88.06,8.425,-0.099,114.444,113.379,3.22,9.146,89.284,8.376,-0.082,112.329,111.374,4.39,3.836,90.633,8.388,-0.060,113.998,112.800,5.85,-1.352,91.609,8.689,-0.002,114.862,114.150,6.77
00:14.329,16.662,85.733,8.557,-0.058,116.474,115.328,.93,15.21,86.729,8.458,-0.016,114.645,112.886,1.92,10.074,88.104,8.422,-0.095,114.444,114.272,3.25,8.314,89.287,8.369,-0.082,113.921,112.206,4.47,2.949,90.617,8.396,-0.052,113.998,113.687,5.82,-2.233,91.611,8.695,0.002,116.611,115.031,6.80
00:14.429,15.816,85.739,8.551,-0.058,116.474,116.174,.92,14.429,86.719,8.458,-0.014,114.645,113.667,1.92,9.255,88.104,8.419,-0.092,114.444,115.091,3.29,7.33,89.296,8.362,-0.081,113.921,113.190,4.48,2.087,90.606,8.405,-0.044,113.998,114.549,5.81,-3.177,91.596,8.701,0.005,116.611,115.976,6.80
00:14.529,15.004,85.747,8.546,-0.057,116.474,116.986,.93,13.606,86.725,8.459,-0.013,114.645,114.491,1.91,8.398,88.122,8.416,-0.088,116.155,115.948,3.29,6.534,89.262,8.355,-0.081,113.921,113.986,4.49,1.205,90.604,8.414,-0.036,115.747,115.432,5.80,-4.003,91.628,8.707,0.009,116.611,116.802,6.79
00:14.629,14.191,85.716,8.540,-0.056,118.132,117.800,.94,12.75,86.725,8.449,-0.017,116.249,115.347,1.91,7.558,88.134,8.420,-0.082,116.155,116.789,3.31,5.695,89.274,8.360,-0.075,115.701,114.825,4.45,0.372,90.601,8.425,-0.029,115.747,116.265,5.79,-4.783,91.68,8.697,0.004,118.381,117.583,6.82
00:14.729,13.351,85.708,8.537,-0.054,118.132,118.640,.91,11.818,86.728,8.440,-0.021,116.249,116.280,1.91,6.621,88.148,8.424,-0.075,117.852,117.726,3.32,4.834,89.283,8.365,-0.068,115.701,115.686,4.46,-0.602,90.618,8.437,-0.022,117.462,117.240,5.79,-5.584,91.69,8.688,-0.001,118.381,118.384,6.87
00:14.829,12.515,85.714,8.534,-0.053,119.785,119.476,.90,10.983,86.732,8.431,-0.025,118.037,117.115,1.92,5.759,88.177,8.428,-0.069,117.852,118.588,3.34,3.918,89.299,8.370,-0.062,117.401,116.602,4.47,-1.411,90.621,8.449,-0.014,117.462,118.049,5.81,-6.423,91.71,8.679,-0.006,119.963,119.224,6.88
00:14.929,11.653,85.729,8.531,-0.051,119.785,120.339,.90,10.123,86.727,8.422,-0.028,118.037,117.976,1.92,4.86,88.173,8.432,-0.062,119.651,119.488,3.37,3.016,89.284,8.375,-0.056,117.401,117.504,4.49,-2.286,90.603,8.460,-0.007,119.245,118.924,5.81,-7.275,91.718,8.670,-0.011,119.963,120.076,6.90
00:15.029,10.834,85.741,8.529,-0.049,121.483,121.158,.92,9.258,86.728,8.413,-0.032,119.732,118.841,1.92,3.972,88.192,8.437,-0.056,119.651,120.376,3.36,2.139,89.251,8.380,-0.050,119.219,118.381,4.47,-3.148,90.601,8.472,0.001,119.245,119.787,5.79,-8.145,91.739,8.660,-0.016,121.654,120.947,6.91
00:15.129,9.966,85.751,8.520,-0.051,121.483,122.027,.93,8.399,86.731,8.403,-0.035,119.732,119.701,1.92,3.118,88.191,8.434,-0.054,121.438,121.231,3.38,1.195,89.258,8.404,-0.036,119.219,119.325,4.44,-4.055,90.609,8.483,0.006,120.982,120.694,5.79,-8.994,91.722,8.659,-0.015,121.654,121.796,6.93
00:15.229,9.135,85.748,8.512,-0.052,123.170,122.858,.94,7.721,86.715,8.394,-0.038,121.456,120.379,1.92,2.372,88.165,8.432,-0.053,121.438,121.977,3.38,0.294,89.248,8.428,-0.022,121.040,120.226,4.45,-4.933,90.614,8.494,0.011,120.982,121.573,5.80,-9.88,91.699,8.658,-0.015,123.373,122.683,6.91
00:15.329,8.271,85.76,8.504,-0.054,123.170,123.722,.94,6.963,86.739,8.385,-0.041,121.456,121.137,1.90,1.546,88.176,8.430,-0.051,123.038,122.803,3.36,-0.522,89.248,8.452,-0.008,122.757,121.042,4.44,-5.816,90.616,8.505,0.016,122.767,122.456,5.80,-10.777,91.663,8.657,-0.014,125.156,123.580,6.89
00:15.429,7.417,85.769,8.496,-0.055,124.865,124.577,.95,6.141,86.748,8.376,-0.044,122.892,121.960,1.93,0.708,88.166,8.427,-0.050,123.038,123.642,3.37,-1.37,89.237,8.475,0.006,122.757,121.890,4.44,-6.68,90.614,8.516,0.022,124.514,123.320,5.81,-11.589,91.689,8.656,-0.014,125.156,124.393,6.85
00:15.529,6.644,85.727,8.487,-0.057,124.865,125.350,.96,5.294,86.755,8.367,-0.046,122.892,122.807,1.94,-0.099,88.173,8.425,-0.048,124.702,124.449,3.36,-2.302,89.29,8.499,0.020,122.757,122.822,4.43,-7.537,90.597,8.527,0.027,124.514,124.178,5.80,-12.44,91.664,8.655,-0.014,125.156,125.244,6.88
00:15.629,5.83,85.749,8.479,-0.058,126.492,126.164,.92,4.462,86.765,8.358,-0.049,124.561,123.640,1.94,-0.94,88.165,8.423,-0.047,126.350,125.290,3.36,-3.202,89.311,8.523,0.034,124.537,123.722,4.48,-8.406,90.594,8.538,0.032,126.240,125.047,5.79,-13.36,91.664,8.657,-0.012,126.819,126.165,6.85
00:15.729,4.979,85.761,8.470,-0.060,128.157,127.016,.94,3.667,86.775,8.351,-0.050,126.188,124.435,1.95,-1.723,88.172,8.421,-0.045,126.350,126.074,3.36,-4.112,89.338,8.538,0.041,126.347,124.632,4.50,-9.214,90.581,8.544,0.033,126.240,125.856,5.78,-14.326,91.67,8.664,-0.008,128.705,127.132,6.85
00:15.829,4.126,85.753,8.460,-0.061,128.157,127.869,.95,2.867,86.799,8.344,-0.051,126.188,125.235,1.96,-2.517,88.156,8.419,-0.044,126.350,126.868,3.36,-4.987,89.372,8.553,0.047,126.347,125.507,4.53,-10.094,90.575,8.550,0.034,127.928,126.736,5.77,-15.183,91.686,8.671,-0.003,128.705,127.989,6.86
00:15.929,3.268,85.735,8.451,-0.063,128.157,128.727,.94,2.019,86.821,8.338,-0.052,126.188,126.084,1.99,-3.356,88.161,8.417,-0.043,127.935,127.707,3.35,-5.893,89.362,8.569,0.053,126.347,126.413,4.56,-10.935,90.604,8.556,0.036,127.928,127.577,5.76,-16.117,91.666,8.678,0.001,128.705,128.924,6.88
00:16.029,2.437,85.765,8.442,-0.065,129.868,129.559,.92,1.21,86.829,8.331,-0.053,127.836,126.893,2.01,-4.197,88.148,8.415,-0.041,129.591,128.549,3.35,-6.765,89.348,8.584,0.059,128.128,127.285,4.55,-11.768,90.601,8.562,0.037,129.612,128.411,5.79,-17.032,91.689,8.685,0.005,130.496,129.839,6.86
00:16.130,1.687,85.768,8.433,-0.067,131.449,130.309,.95,0.388,86.847,8.331,-0.051,129.467,127.716,2.02,-5.096,88.143,8.421,-0.036,129.591,129.448,3.34,-7.598,89.307,8.587,0.058,129.833,128.118,4.54,-12.646,90.581,8.564,0.036,129.612,129.289,5.79,-17.932,91.68,8.703,0.014,132.311,130.740,6.88
00:16.229,0.876,85.786,8.428,-0.066,131.449,131.120,.96,-0.474,86.808,8.331,-0.049,129.467,128.578,2.04,-5.995,88.137,8.426,-0.032,129.591,130.348,3.33,-8.445,89.28,8.591,0.057,129.833,128.965,4.50,-13.561,90.583,8.566,0.035,129.612,130.205,5.77,-18.8,91.624,8.720,0.022,132.311,131.608,6.87
00:16.329,0.071,85.797,8.423,-0.065,131.449,131.926,.98,-1.36,86.778,8.330,-0.046,129.467,129.465,2.00,-6.825,88.134,8.432,-0.027,131.405,131.178,3.33,-9.306,89.269,8.595,0.056,129.833,129.826,4.47,-14.386,90.57,8.568,0.034,131.395,131.030,5.77,-19.607,91.701,8.737,0.030,132.311,132.416,6.81
00:16.429,-0.739,85.819,8.418,-0.065,133.065,132.736,.99,-2.131,86.727,8.330,-0.044,131.216,130.236,1.97,-7.706,88.143,8.438,-0.022,131.405,132.059,3.32,-10.124,89.27,8.598,0.055,131.541,130.644,4.46,-15.218,90.576,8.570,0.033,131.395,131.862,5.76,-20.487,91.68,8.754,0.038,133.986,133.296,6.89
00:16.529,-1.657,85.855,8.413,-0.064,133.065,133.654,1.01,-2.996,86.73,8.330,-0.041,131.216,131.101,1.92,-8.599,88.134,8.443,-0.017,133.116,132.953,3.33,-10.969,89.23,8.602,0.054,131.541,131.489,4.46,-16.114,90.587,8.572,0.032,133.052,132.759,5.77,-21.457,91.647,8.772,0.047,133.986,134.267,6.87
00:16.629,-2.509,85.867,8.408,-0.063,134.793,134.507,1.05,-3.842,86.741,8.339,-0.035,132.852,131.948,1.92,-9.43,88.136,8.452,-0.012,134.840,133.784,3.32,-11.747,89.187,8.603,0.051,133.204,132.267,4.42,-17.014,90.586,8.576,0.032,134.848,133.659,5.78,-22.402,91.614,8.802,0.059,135.836,135.212,6.84
00:16.729,-3.348,85.866,8.404,-0.062,134.793,135.346,1.06,-4.712,86.729,8.348,-0.028,132.852,132.818,1.93,-10.293,88.124,8.461,-0.007,134.840,134.647,3.33,-12.598,89.175,8.604,0.049,133.204,133.118,4.38,-17.863,90.587,8.579,0.032,134.848,134.509,5.78,-23.398,91.569,8.832,0.072,135.836,136.209,6.80
00:16.829,-4.231,85.853,8.400,-0.061,136.484,136.229,1.06,-5.527,86.702,8.357,-0.022,134.568,133.634,1.92,-11.252,88.143,8.470,-0.001,134.840,135.607,3.31,-13.512,89.152,8.605,0.047,134.833,134.033,4.36,-18.715,90.589,8.582,0.032,134.848,135.361,5.78,-24.319,91.524,8.862,0.084,137.778,137.130,6.76
00:16.929,-5.055,85.849,8.395,-0.060,138.191,137.054,1.04,-6.388,86.689,8.366,-0.015,136.244,134.495,1.89,-12.124,88.142,8.479,0.004,136.662,136.479,3.33,-14.374,89.199,8.606,0.045,136.609,134.895,4.34,-19.571,90.586,8.585,0.031,136.549,136.218,5.78,-25.151,91.566,8.892,0.097,139.531,137.963,6.71
00:17.029,-5.867,85.842,8.391,-0.059,138.191,137.866,1.04,-7.247,86.681,8.375,-0.008,136.244,135.355,1.88,-12.982,88.137,8.489,0.009,136.662,137.338,3.33,-15.229,89.184,8.607,0.043,136.609,135.750,4.39,-20.435,90.566,8.589,0.031,138.269,137.082,5.78,-26.017,91.584,8.922,0.109,139.531,138.829,6.76
00:17.129,-6.75,85.849,8.386,-0.057,138.191,138.749,1.03,-8.091,86.681,8.386,-0.002,136.244,136.199,1.87,-13.793,88.152,8.497,0.014,138.392,138.149,3.33,-16.143,89.173,8.598,0.035,136.609,136.664,4.37,-21.268,90.598,8.588,0.029,138.269,137.915,5.76,-27.132,91.58,8.916,0.101,139.531,139.945,6.77
00:17.229,-7.547,85.829,8.387,-0.054,139.886,139.547,1.04,-9.046,86.744,8.395,0.003,137.947,137.154,1.87,-14.624,88.146,8.502,0.016,138.392,138.980,3.34,-17.041,89.158,8.588,0.028,138.378,137.562,4.36,-22.17,90.592,8.587,0.027,140.004,138.818,5.79,-28.132,91.547,8.909,0.092,142.512,140.946,6.77
00:17.329,-8.359,85.828,8.387,-0.051,141.495,140.359,1.02,-9.899,86.768,8.403,0.007,139.757,138.008,1.93,-15.459,88.128,8.507,0.018,140.034,139.816,3.34,-17.926,89.224,8.579,0.021,140.161,138.447,4.35,-23.048,90.592,8.587,0.025,140.004,139.696,5.78,-29.238,91.459,8.903,0.083,143.621,142.052,6.74
00:17.429,-9.193,85.827,8.388,-0.047,141.495,141.193,1.02,-10.815,86.812,8.411,0.012,139.757,138.924,1.96,-16.326,88.137,8.511,0.020,140.034,140.683,3.32,-18.793,89.171,8.569,0.014,140.161,139.314,4.41,-23.877,90.612,8.586,0.023,140.004,140.526,5.78,-30.328,91.416,8.896,0.074,143.621,143.143,6.65
00:17.529,-10.042,85.83,8.389,-0.044,143.178,142.043,1.02,-11.651,86.818,8.420,0.017,141.509,139.761,2.00,-17.137,88.14,8.516,0.021,141.736,141.494,3.33,-19.595,89.209,8.560,0.007,141.830,140.116,4.36,-24.662,90.653,8.585,0.021,141.711,141.311,5.80,-31.122,91.402,8.890,0.065,144.711,143.937,6.61
00:17.629,-10.855,85.806,8.389,-0.041,143.178,142.856,1.02,-12.513,86.804,8.428,0.021,141.509,140.623,2.01,-17.983,88.14,8.514,0.019,141.736,142.341,3.33,-20.405,89.269,8.554,0.003,141.830,140.926,4.40,-25.487,90.648,8.583,0.019,141.711,142.136,5.84,-31.866,91.364,8.872,0.051,144.711,144.682,6.59
00:17.729,-11.713,85.785,8.388,-0.039,143.178,143.714,1.00,-13.295,86.776,8.435,0.024,141.509,141.406,1.99,-18.87,88.133,8.512,0.018,143.393,143.228,3.33,-21.184,89.283,8.545,-0.002,141.830,141.705,4.46,-26.355,90.644,8.577,0.015,143.321,143.005,5.84,-32.223,91.539,8.833,0.028,146.249,145.039,6.55
00:17.829,-12.531,85.781,8.387,-0.038,144.849,144.533,.98,-14.176,86.775,8.442,0.026,143.153,142.287,1.97,-19.705,88.118,8.511,0.016,145.115,144.063,3.32,-21.935,89.207,8.536,-0.006,143.420,142.456,4.47,-27.248,90.633,8.572,0.011,145.082,143.898,5.83,-32.795,91.666,8.794,0.006,146.249,145.611,6.73
00:17.929,-13.373,85.781,8.386,-0.036,144.849,145.375,.97,-15.036,86.784,8.448,0.028,143.153,143.148,1.96,-20.534,88.105,8.510,0.014,145.115,144.893,3.31,-22.793,89.227,8.527,-0.011,143.420,143.314,4.40,-28.117,90.614,8.566,0.007,145.082,144.768,5.82,-33.519,91.689,8.755,-0.017,146.249,146.336,6.86
00:18.029,-14.211,85.766,8.385,-0.035,146.509,146.213,.97,-15.858,86.788,8.455,0.031,144.894,143.970,1.97,-21.396,88.102,8.509,0.012,145.115,145.755,3.29,-23.657,89.212,8.518,-0.016,145.029,144.178,4.42,-28.94,90.635,8.560,0.003,145.082,145.591,5.80,-34.309,91.711,8.716,-0.040,147.933,147.126,6.88
00:18.129,-15.046,85.756,8.384,-0.033,146.509,147.049,.96,-16.684,86.807,8.455,0.029,144.894,144.796,1.98,-22.221,88.104,8.508,0.011,146.806,146.581,3.29,-24.515,89.211,8.513,-0.018,145.029,145.036,4.40,-29.784,90.609,8.553,-0.001,146.774,146.435,5.83,-34.936,91.765,8.682,-0.054,147.933,147.754,6.90
00:18.229,-15.927,85.768,8.383,-0.032,148.182,147.930,.95,-17.519,86.788,8.456,0.028,146.542,145.632,2.00,-23.117,88.111,8.507,0.010,146.806,147.477,3.29,-25.331,89.251,8.508,-0.020,146.751,145.852,4.40,-30.624,90.624,8.545,-0.005,146.774,147.276,5.80,-35.725,91.864,8.648,-0.069,149.352,148.543,6.96
00:18.329,-16.781,85.754,8.382,-0.031,148.182,148.785,.96,-18.355,86.768,8.456,0.027,146.542,146.468,1.98,-23.987,88.063,8.507,0.009,148.527,148.347,3.30,-26.091,89.232,8.502,-0.022,146.751,146.612,4.44,-31.42,90.618,8.537,-0.008,148.458,148.072,5.81,-36.479,91.904,8.614,-0.083,149.352,149.298,7.05
