,ID 1608,ID 1608,ID 1608,ID 1608,ID 1608,ID 1608,ID 1608,ID 2055,ID 2055,ID 2055,ID 2055,ID 2055,ID 2055,ID 2055,ID 1862,ID 1862,ID 1862,ID 1862,ID 1862,ID 1862,ID 1862,ID 2080,ID 2080,ID 2080,ID 2080,ID 2080,ID 2080,ID 2080,ID 2125,ID 2125,ID 2125,ID 2125,ID 2125,ID 2125,ID 2125,ID 1556,ID 1556,ID 1556,ID 1556,ID 1556,ID 1556,ID 1556,ID 1973,ID 1973,ID 1973,ID 1973,ID 1973,ID 1973,ID 1973
,SEGURA,SEGURA,SEGURA,SEGURA,SEGURA,SEGURA,SEGURA,SENN,SENN,SENN,SENN,SENN,SENN,SENN,MANGIONE,MANGIONE,MANGIONE,MANGIONE,MANGIONE,MANGIONE,MANGIONE,LILJA,LILJA,LILJA,LILJA,LILJA,LILJA,LILJA,SHOSTAK,SHOSTAK,SHOSTAK,SHOSTAK,SHOSTAK,SHOSTAK,SHOSTAK,MANUEL,MANUEL,MANUEL,MANUEL,MANUEL,MANUEL,MANUEL,SWIETY-ERSETIC,SWIETY-ERSETIC,SWIETY-ERSETIC,SWIETY-ERSETIC,SWIETY-ERSETIC,SWIETY-ERSETIC,SWIETY-ERSETIC
Time,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail
00:01.981,48.258,11.248,4.736,-0.684,8.000,8.000,26.01,55.764,15.714,5.005,-0.545,8.599,8.599,28.30,60.758,19.567,4.933,-0.583,8.108,8.108,29.18,65.254,24.562,4.957,-0.571,8.315,8.315,28.97,68.981,29.739,4.932,-0.584,8.304,8.304,28.02,71.796,35.097,4.881,-0.611,8.125,8.125,26.28,73.911,40.29,4.837,-0.630,8.000,8.000,24.17
00:02.081,48.854,11.62,4.621,-0.739,8.000,8.000,26.17,56.339,16.287,4.958,-0.567,10.242,9.395,28.32,61.224,20.205,4.868,-0.614,8.108,8.885,29.13,65.616,25.255,4.897,-0.598,8.315,9.098,28.77,69.243,30.449,4.866,-0.615,8.304,9.060,27.75,71.973,35.786,4.803,-0.648,8.125,8.830,25.95,73.982,40.994,4.748,-0.673,8.299,8.299,23.77
00:02.181,49.466,12.034,4.591,-0.715,8.234,8.234,26.33,56.93,16.908,4.986,-0.523,10.242,10.252,28.32,61.66,20.848,4.876,-0.577,9.668,9.662,29.00,65.957,25.964,4.908,-0.561,9.891,9.884,28.54,69.457,31.102,4.866,-0.583,9.805,9.747,27.43,72.124,36.52,4.793,-0.619,9.518,9.579,25.59,74.04,41.755,4.732,-0.645,8.299,9.056,23.33
00:02.281,50.135,12.515,4.561,-0.691,8.234,9.058,26.47,57.474,17.475,5.014,-0.479,11.910,11.038,28.30,62.115,21.524,4.885,-0.540,9.668,10.476,28.86,66.302,26.673,4.918,-0.524,9.891,10.669,28.28,69.737,31.89,4.865,-0.550,9.805,10.574,27.12,72.224,37.17,4.782,-0.589,9.518,10.235,25.18,74.091,42.487,4.717,-0.617,9.769,9.790,22.83
00:02.381,50.755,12.95,4.531,-0.667,9.796,9.815,26.60,58.027,18.095,5.041,-0.434,13.526,11.851,28.28,62.568,22.227,4.893,-0.503,11.259,11.302,28.70,66.643,27.4,4.929,-0.486,11.466,11.471,28.02,69.936,32.58,4.864,-0.518,11.328,11.292,26.76,72.3,37.839,4.772,-0.560,10.924,10.902,24.79,74.104,43.291,4.702,-0.589,11.288,10.593,22.35
00:02.482,51.413,13.449,4.501,-0.643,11.378,10.615,26.73,58.584,18.757,5.069,-0.390,13.526,12.718,28.24,63.001,22.946,4.901,-0.467,12.934,12.140,28.53,66.88,28.084,4.939,-0.449,12.990,12.192,27.75,70.113,33.318,4.863,-0.486,12.804,12.050,26.41,72.406,38.543,4.762,-0.531,12.309,11.614,24.37,74.147,44.058,4.687,-0.561,11.288,11.354,21.79
00:02.581,52.017,13.923,4.471,-0.619,11.378,11.383,26.84,59.132,19.42,5.096,-0.346,13.526,13.564,28.16,63.428,23.679,4.909,-0.430,12.934,12.979,28.32,67.217,28.956,4.950,-0.412,12.990,13.126,27.43,70.289,34.099,4.862,-0.453,12.804,12.845,26.02,72.534,39.277,4.752,-0.501,12.309,12.358,23.94,74.197,44.895,4.671,-0.532,11.288,12.191,21.28
00:02.681,52.682,14.472,4.442,-0.595,11.378,12.226,26.94,59.689,20.09,5.124,-0.302,15.251,14.435,28.08,63.844,24.397,4.918,-0.393,12.934,13.808,28.11,67.508,29.754,4.961,-0.374,12.990,13.975,27.05,70.451,34.849,4.912,-0.396,12.804,13.612,25.59,72.613,40.104,4.786,-0.449,12.309,13.184,23.52,74.193,45.675,4.704,-0.480,12.912,12.971,20.72
00:02.781,53.296,14.993,4.564,-0.501,13.007,13.032,27.02,60.22,20.788,5.291,-0.200,16.998,15.312,28.00,64.236,25.111,5.068,-0.294,14.612,14.623,27.89,67.749,30.494,5.105,-0.280,14.774,14.753,26.70,70.573,35.573,5.053,-0.301,14.371,14.345,25.17,72.729,40.926,4.912,-0.360,13.883,14.011,22.99,74.162,46.459,4.828,-0.389,14.476,13.745,20.17
00:02.881,53.931,15.59,4.687,-0.407,14.683,13.902,27.08,60.704,21.471,5.458,-0.097,16.998,16.131,27.88,64.606,25.821,5.219,-0.196,16.227,15.415,27.67,67.992,31.223,5.250,-0.185,16.320,15.524,26.34,70.724,36.35,5.194,-0.206,15.896,15.135,24.75,72.764,41.676,5.038,-0.270,15.462,14.761,22.49,74.131,47.248,4.952,-0.299,14.476,14.535,19.59
