,ID 978,ID 978,ID 978,ID 978,ID 978,ID 978,ID 978,ID 858,ID 858,ID 858,ID 858,ID 858,ID 858,ID 858,ID 998,ID 998,ID 998,ID 998,ID 998,ID 998,ID 998,ID 684,ID 684,ID 684,ID 684,ID 684,ID 684,ID 684
,DESTER,DESTER,DESTER,DESTER,DESTER,DESTER,DESTER,EITEL,EITEL,EITEL,EITEL,EITEL,EITEL,EITEL,NAIDON,NAIDON,NAIDON,NAIDON,NAIDON,NAIDON,NAIDON,STRASKY,STRASKY,STRASKY,STRASKY,STRASKY,STRASKY,STRASKY
Time,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail
00:35.170,-44.546,7.741,7.180,0.013,229.681,227.905,37.51,-44.818,7.667,7.173,0.006,228.486,227.633,37.62,-94.121,38.165,5.183,-0.010,165.375,164.464,93.93,-93.998,37.952,5.216,-0.011,165.768,164.696,93.72
00:35.270,-43.801,7.725,7.185,0.015,231.164,228.650,36.97,-44.153,7.648,7.174,0.007,229.873,228.298,37.11,-93.986,37.664,5.182,-0.010,166.705,164.983,93.54,-93.859,37.438,5.213,-0.012,166.801,165.228,93.30
00:35.370,-43.077,7.713,7.190,0.017,231.164,229.374,36.43,-43.453,7.61,7.175,0.007,229.873,228.998,36.63,-93.807,37.002,5.181,-0.010,166.705,165.667,93.09,-93.727,36.984,5.210,-0.013,166.801,165.699,92.84
00:35.470,-42.328,7.69,7.196,0.019,231.164,230.123,35.91,-42.71,7.594,7.176,0.008,231.239,229.741,36.11,-93.663,36.434,5.181,-0.009,166.705,166.199,92.50,-93.604,36.453,5.207,-0.014,166.801,166.195,92.43
00:35.570,-41.608,7.633,7.202,0.022,232.637,230.843,35.37,-41.976,7.572,7.175,0.007,231.239,230.475,35.57,-93.496,35.858,5.166,-0.016,167.976,166.799,91.99,-93.497,35.909,5.203,-0.016,167.818,166.750,91.96
00:35.670,-40.942,7.588,7.211,0.025,234.026,231.509,34.82,-41.193,7.566,7.174,0.006,232.716,231.258,35.04,-93.355,35.326,5.152,-0.023,169.126,167.350,91.47,-93.358,35.335,5.199,-0.017,168.962,167.341,91.50
00:35.770,-40.282,7.54,7.219,0.028,234.026,232.169,34.32,-40.485,7.558,7.173,0.005,234.207,231.966,34.48,-93.23,34.876,5.137,-0.029,169.126,167.817,90.99,-93.215,34.817,5.195,-0.018,168.962,167.878,91.00
00:35.870,-39.537,7.519,7.228,0.031,235.432,232.914,33.82,-39.761,7.544,7.172,0.004,234.207,232.690,33.97,-93.116,34.45,5.122,-0.036,169.126,168.200,90.58,-93.051,34.293,5.191,-0.020,170.048,168.370,90.53
00:35.970,-38.76,7.498,7.236,0.035,235.432,233.692,33.27,-38.992,7.515,7.171,0.003,234.207,233.460,33.45,-93.005,34,5.108,-0.043,169.126,168.665,90.20,-92.877,33.728,5.187,-0.021,170.048,168.962,90.05
00:36.070,-37.988,7.5,7.245,0.038,235.432,234.464,32.71,-38.269,7.507,7.172,0.003,235.700,234.183,32.89,-92.865,33.514,5.112,-0.039,170.497,169.170,89.81,-92.69,33.153,5.184,-0.022,170.048,169.567,89.52
00:36.170,-37.171,7.508,7.240,0.033,236.981,235.281,32.16,-37.547,7.487,7.174,0.004,235.700,234.905,32.37,-92.714,33.077,5.112,-0.037,170.497,169.632,89.36,-92.518,32.614,5.183,-0.021,171.243,170.080,88.98
00:36.270,-36.394,7.524,7.235,0.029,236.981,236.058,31.59,-36.847,7.476,7.177,0.005,237.145,235.605,31.84,-92.575,32.627,5.111,-0.035,170.497,170.047,88.95,-92.341,32.075,5.181,-0.021,171.243,170.647,88.48
00:36.370,-35.651,7.515,7.231,0.025,238.575,236.801,31.05,-36.143,7.494,7.179,0.007,237.145,236.309,31.34,-92.438,32.234,5.111,-0.033,171.935,170.465,88.53,-92.164,31.551,5.180,-0.021,172.376,171.200,87.98
00:36.470,-34.949,7.531,7.226,0.021,238.575,237.503,30.52,-35.464,7.498,7.182,0.008,238.549,236.988,30.86,-92.286,31.844,5.110,-0.031,171.935,170.883,88.16,-91.969,31.076,5.178,-0.021,172.376,171.714,87.48
00:36.570,-34.199,7.541,7.219,0.015,240.020,238.253,30.04,-34.721,7.498,7.185,0.009,238.549,237.731,30.38,-92.134,31.48,5.123,-0.021,171.935,171.277,87.77,-91.766,30.642,5.183,-0.017,173.442,172.138,87.01
00:36.670,-33.409,7.543,7.214,0.012,240.020,239.043,29.51,-34.02,7.509,7.192,0.012,239.971,238.432,29.85,-91.932,30.978,5.143,-0.009,173.163,171.818,87.41,-91.553,30.185,5.196,-0.010,173.442,172.643,86.56
00:36.770,-32.635,7.546,7.210,0.009,241.560,239.817,28.96,-33.295,7.518,7.198,0.015,239.971,239.157,29.37,-91.713,30.476,5.162,0.002,173.163,172.313,86.91,-91.343,29.687,5.209,-0.003,173.442,173.184,86.08
00:36.870,-31.924,7.542,7.205,0.006,241.560,240.528,28.41,-32.569,7.505,7.205,0.018,241.397,239.883,28.86,-91.465,29.949,5.182,0.014,174.251,172.894,86.40,-91.138,29.236,5.222,0.005,174.965,173.679,85.58
00:36.970,-31.301,7.539,7.200,0.002,243.045,241.151,27.91,-31.888,7.521,7.211,0.020,242.804,240.564,28.34,-91.132,29.313,5.201,0.025,175.551,173.611,85.85,-90.945,28.709,5.235,0.012,176.020,174.186,85.12
00:37.070,-30.802,7.551,7.197,0.000,243.045,241.650,27.46,-31.142,7.531,7.215,0.022,242.804,241.310,27.87,-90.799,28.652,5.203,0.025,175.551,174.302,85.17,-90.703,28.179,5.239,0.014,176.020,174.768,84.61
00:37.170,-30.249,7.559,7.202,0.003,244.167,242.204,27.12,-30.394,7.522,7.220,0.023,242.804,242.059,27.35,-90.474,28.012,5.205,0.025,175.551,175.020,84.46,-90.473,27.71,5.243,0.015,176.020,175.290,84.06
00:37.270,-29.632,7.553,7.208,0.005,244.167,242.821,26.73,-29.619,7.508,7.224,0.024,244.298,242.834,26.81,-90.142,27.403,5.207,0.024,177.008,175.713,83.78,-90.215,27.242,5.248,0.016,177.124,175.824,83.57
00:37.370,-28.971,7.559,7.213,0.008,245.337,243.482,26.29,-28.863,7.498,7.229,0.025,244.298,243.590,26.25,-89.847,26.814,5.209,0.024,177.008,176.321,83.12,-89.931,26.661,5.252,0.017,177.124,176.411,83.05
00:37.470,-28.173,7.536,7.218,0.010,245.337,244.280,25.83,-28.079,7.502,7.233,0.026,245.829,244.374,25.71,-89.562,26.192,5.211,0.024,178.360,177.002,82.49,-89.676,26.137,5.256,0.018,178.304,176.992,82.44
00:37.570,-27.39,7.523,7.223,0.013,246.796,245.063,25.25,-27.333,7.499,7.238,0.027,245.829,245.120,25.16,-89.257,25.588,5.210,0.023,178.360,177.677,81.85,-89.392,25.552,5.253,0.016,178.304,177.641,81.89
00:37.670,-26.684,7.526,7.221,0.012,248.285,245.769,24.69,-26.592,7.507,7.243,0.028,247.359,245.861,24.63,-88.992,25.087,5.218,0.025,179.720,178.196,81.21,-89.088,24.973,5.247,0.011,179.537,178.240,81.28
00:37.770,-25.976,7.527,7.220,0.010,248.285,246.477,24.19,-25.875,7.52,7.248,0.029,247.359,246.578,24.11,-88.767,24.61,5.225,0.028,179.720,178.718,80.67,-88.793,24.449,5.240,0.007,179.537,178.839,80.65
00:37.870,-25.247,7.537,7.219,0.009,248.285,247.206,23.69,-25.165,7.54,7.253,0.030,248.817,247.288,23.61,-88.615,24.176,5.232,0.030,180.813,179.166,80.17,-88.556,23.953,5.234,0.002,180.792,179.385,80.07
00:37.970,-24.478,7.555,7.218,0.008,249.722,247.975,23.18,-24.433,7.528,7.258,0.031,248.817,248.020,23.13,-88.466,23.757,5.239,0.033,180.813,179.599,79.76,-88.253,23.493,5.227,-0.002,180.792,179.937,79.56
00:38.070,-23.631,7.555,7.217,0.006,249.722,248.822,22.65,-23.695,7.524,7.265,0.033,250.259,248.758,22.60,-88.297,23.306,5.254,0.039,180.813,179.989,79.35,-88.058,23.119,5.227,-0.002,181.889,180.280,79.02
00:38.170,-22.809,7.549,7.215,0.005,251.338,249.644,22.05,-22.934,7.525,7.272,0.035,250.259,249.519,22.08,-88.091,22.859,5.269,0.044,182.199,180.471,78.92,-87.837,22.697,5.228,-0.002,181.889,180.751,78.61
00:38.270,-22.03,7.546,7.212,0.003,251.338,250.424,21.47,-22.221,7.536,7.278,0.036,251.758,250.233,21.54,-87.893,22.449,5.285,0.050,182.199,180.919,78.45,-87.649,22.262,5.228,-0.002,181.889,181.213,78.16
00:38.370,-21.255,7.525,7.210,0.002,252.939,251.199,20.91,-21.456,7.528,7.285,0.038,251.758,250.998,21.04,-87.612,21.99,5.300,0.056,182.199,181.455,78.02,-87.43,21.91,5.228,-0.002,183.260,181.628,77.72
00:38.470,-20.591,7.505,7.207,0.000,252.939,251.863,20.35,-20.728,7.506,7.292,0.040,253.236,251.726,20.49,-87.326,21.654,5.315,0.062,183.682,181.896,77.50,-87.18,21.574,5.229,-0.002,183.260,181.994,77.32
00:38.570,-19.905,7.492,7.205,-0.001,254.378,252.549,19.87,-19.986,7.492,7.297,0.041,253.236,252.468,19.96,-87.029,21.291,5.311,0.057,183.682,182.274,77.06,-86.924,21.227,5.228,-0.002,183.260,182.389,76.90
00:38.670,-19.129,7.448,7.214,0.003,254.378,253.325,19.37,-19.25,7.465,7.301,0.041,254.706,253.204,19.43,-86.704,20.868,5.304,0.050,183.682,182.807,76.59,-86.591,20.812,5.223,-0.005,184.523,182.922,76.47
00:38.770,-18.397,7.426,7.224,0.008,255.841,254.057,18.79,-18.5,7.453,7.305,0.040,254.706,253.954,18.89,-86.326,20.366,5.297,0.043,185.125,183.436,76.06,-86.193,20.401,5.219,-0.007,184.523,183.493,75.95
00:38.870,-17.694,7.408,7.233,0.013,255.841,254.760,18.26,-17.761,7.432,7.309,0.040,256.192,254.693,18.35,-85.92,19.898,5.289,0.036,185.125,183.998,75.44,-85.75,19.931,5.214,-0.010,185.626,184.063,75.37
00:38.970,-16.934,7.384,7.242,0.018,257.276,255.520,17.75,-17.015,7.439,7.313,0.040,256.192,255.439,17.81,-85.482,19.406,5.282,0.029,186.372,184.633,74.82,-85.367,19.493,5.209,-0.012,185.626,184.645,74.73
00:39.070,-16.154,7.348,7.252,0.022,257.276,256.300,17.20,-16.277,7.425,7.317,0.040,257.677,256.177,17.29,-85.084,19.011,5.274,0.022,186.372,185.194,74.17,-84.921,19.023,5.202,-0.015,186.853,185.294,74.15
00:39.170,-15.438,7.341,7.260,0.025,258.817,257.016,16.62,-15.533,7.43,7.318,0.038,257.677,256.921,16.76,-84.679,18.628,5.259,0.014,187.590,185.749,73.61,-84.498,18.634,5.188,-0.022,186.853,185.867,73.50
00:39.270,-14.711,7.335,7.267,0.028,260.260,257.743,16.11,-14.792,7.419,7.319,0.036,259.159,257.662,16.24,-84.256,18.293,5.245,0.005,188.685,186.192,73.05,-84.092,18.313,5.173,-0.028,188.074,186.296,72.93
00:39.370,-13.976,7.344,7.275,0.031,260.260,258.479,15.59,-14.052,7.422,7.319,0.035,259.159,258.403,15.71,-83.854,18.003,5.230,-0.004,188.685,186.683,72.51,-83.685,18.021,5.159,-0.035,188.074,186.791,72.41
00:39.470,-13.249,7.365,7.283,0.034,260.260,259.206,15.08,-13.323,7.428,7.320,0.033,260.640,259.132,15.18,-83.432,17.671,5.215,-0.012,188.685,187.217,72.02,-83.245,17.687,5.144,-0.042,189.092,187.340,71.92
00:39.570,-12.55,7.387,7.291,0.036,261.722,259.905,14.58,-12.62,7.443,7.321,0.031,260.640,259.835,14.67,-82.996,17.314,5.212,-0.014,189.717,187.778,71.49,-82.804,17.365,5.136,-0.044,189.092,187.880,71.37
00:39.670,-11.911,7.422,7.295,0.037,263.061,260.544,14.10,-11.925,7.459,7.323,0.030,262.072,260.530,14.19,-82.587,17.019,5.217,-0.011,190.784,188.215,70.93,-82.455,17.113,5.134,-0.043,190.190,188.252,70.83
00:39.770,-11.151,7.431,7.299,0.037,263.061,261.304,13.67,-11.173,7.45,7.325,0.030,262.072,261.282,13.71,-82.194,16.798,5.221,-0.008,190.784,188.657,70.43,-82.131,16.833,5.132,-0.041,190.190,188.680,70.41
00:39.870,-10.363,7.419,7.303,0.037,264.609,262.092,13.14,-10.46,7.469,7.327,0.029,263.519,261.995,13.17,-81.786,16.53,5.225,-0.005,190.784,189.140,70.00,-81.774,16.558,5.130,-0.040,191.498,189.131,69.98
00:39.970,-9.661,7.414,7.307,0.037,264.609,262.794,12.57,-9.711,7.454,7.329,0.029,263.519,262.744,12.68,-81.386,16.263,5.230,-0.002,190.784,189.617,69.52,-81.395,16.296,5.128,-0.039,191.498,189.589,69.53
00:40.070,-9.011,7.439,7.311,0.037,265.961,263.444,12.07,-8.991,7.469,7.331,0.028,264.981,263.464,12.14,-81.007,16,5.235,0.001,192.203,190.021,69.05,-81.013,16.07,5.129,-0.036,191.498,189.988,69.08
00:40.170,-8.227,7.423,7.315,0.037,265.961,264.228,11.63,-8.263,7.473,7.332,0.027,264.981,264.192,11.64,-80.574,15.673,5.240,0.003,192.203,190.563,68.59,-80.55,15.739,5.130,-0.034,191.498,190.541,68.65
00:40.270,-7.448,7.407,7.319,0.037,265.961,265.007,11.07,-7.545,7.489,7.333,0.026,266.429,264.910,11.13,-80.072,15.269,5.245,0.006,193.206,191.208,68.06,-80.049,15.396,5.131,-0.032,192.970,191.148,68.09
00:40.370,-6.679,7.38,7.323,0.038,267.524,265.776,10.50,-6.816,7.49,7.334,0.025,267.876,265.639,10.63,-79.563,14.888,5.250,0.008,194.485,191.844,67.42,-79.517,15.028,5.132,-0.029,194.224,191.793,67.49
00:40.470,-5.906,7.365,7.328,0.038,267.524,266.549,9.94,-6.083,7.492,7.335,0.024,267.876,266.372,10.12,-79.045,14.512,5.255,0.011,194.485,192.437,66.79,-78.978,14.677,5.132,-0.027,194.224,192.396,66.85
00:40.570,-5.093,7.354,7.331,0.038,269.066,267.363,9.38,-5.327,7.483,7.330,0.020,269.365,267.129,9.60,-78.544,14.18,5.253,0.009,195.725,193.039,66.15,-78.444,14.35,5.125,-0.029,195.493,193.021,66.22
00:40.670,-4.315,7.343,7.333,0.037,269.066,268.141,8.80,-4.56,7.47,7.325,0.016,269.365,267.896,9.06,-78.024,13.88,5.251,0.007,195.725,193.637,65.57,-78.01,14.132,5.118,-0.032,195.493,193.502,65.62
00:40.770,-3.596,7.352,7.335,0.036,270.657,268.860,8.24,-3.813,7.456,7.320,0.012,269.365,268.643,8.51,-77.529,13.563,5.249,0.006,195.725,194.172,64.99,-77.582,13.928,5.111,-0.034,195.493,193.969,65.15
00:40.870,-2.895,7.385,7.337,0.035,270.657,269.561,7.74,-3.056,7.448,7.315,0.009,270.879,269.400,7.97,-77.01,13.253,5.247,0.004,196.912,194.777,64.41,-77.167,13.727,5.104,-0.036,195.493,194.392,64.71
00:40.970,-2.13,7.385,7.339,0.034,272.077,270.326,7.27,-2.326,7.454,7.309,0.005,272.366,270.130,7.43,-76.526,12.994,5.245,0.002,198.065,195.325,63.83,-76.734,13.503,5.096,-0.038,196.913,194.879,64.27
00:41.070,-1.369,7.33,7.341,0.033,272.077,271.087,6.73,-1.587,7.45,7.304,0.001,272.366,270.869,6.92,-75.985,12.705,5.243,0.001,198.065,195.937,63.30,-76.298,13.286,5.098,-0.036,196.913,195.364,63.81
00:41.170,-0.639,7.337,7.346,0.034,273.603,271.817,6.15,-0.851,7.456,7.301,-0.001,273.841,271.605,6.39,-75.562,12.54,5.245,0.002,199.130,196.349,62.71,-75.857,13.047,5.103,-0.031,198.399,195.865,63.35
00:41.270,0.088,7.341,7.352,0.035,273.603,272.544,5.64,-0.12,7.465,7.299,-0.002,273.841,272.336,5.87,-75.16,12.385,5.248,0.003,199.130,196.776,62.30,-75.413,12.779,5.109,-0.026,198.399,196.364,62.86
00:41.370,0.814,7.34,7.358,0.037,275.060,273.270,5.13,0.579,7.469,7.296,-0.004,275.271,273.035,5.36,-74.732,12.159,5.250,0.004,199.130,197.260,61.90,-75.029,12.562,5.115,-0.021,198.399,196.805,62.36
00:41.470,1.544,7.356,7.364,0.038,276.516,274.000,4.61,1.278,7.467,7.293,-0.005,275.271,273.734,4.87,-74.313,11.918,5.253,0.005,200.525,197.743,61.44,-74.681,12.37,5.120,-0.017,199.744,197.202,61.94
00:41.570,2.255,7.375,7.370,0.039,276.516,274.711,4.11,1.946,7.483,7.292,-0.006,276.638,274.402,4.38,-73.878,11.68,5.251,0.004,200.525,198.207,60.97,-74.323,12.146,5.126,-0.013,199.744,197.624,61.55
00:41.670,2.986,7.365,7.365,0.035,276.516,275.443,3.62,2.62,7.488,7.291,-0.006,276.638,275.077,3.92,-73.434,11.418,5.249,0.002,200.525,198.721,60.50,-73.842,11.856,5.132,-0.009,199.744,198.162,61.14
00:41.770,3.72,7.363,7.360,0.030,277.958,276.177,3.10,3.292,7.509,7.290,-0.006,276.638,275.749,3.44,-72.971,11.174,5.247,0.001,201.536,199.245,60.00,-73.32,11.524,5.138,-0.006,199.744,198.777,60.60
00:41.870,4.503,7.328,7.356,0.026,277.958,276.960,2.58,4.028,7.526,7.290,-0.007,277.984,276.485,2.98,-72.537,10.998,5.246,-0.001,201.536,199.711,59.50,-72.748,11.196,5.144,-0.002,201.346,199.435,59.99
00:41.970,5.24,7.334,7.351,0.022,279.475,277.697,2.00,4.767,7.544,7.289,-0.007,277.984,277.224,2.47,-72.009,10.74,5.244,-0.002,201.536,200.261,59.07,-72.212,10.894,5.150,0.002,201.346,200.014,59.36
00:42.070,6.026,7.382,7.346,0.017,279.475,278.483,1.48,5.5,7.559,7.289,-0.007,279.459,277.957,1.96,-71.562,10.604,5.243,-0.003,203.114,200.726,58.51,-71.698,10.611,5.155,0.005,202.620,200.597,58.76
00:42.170,6.768,7.391,7.333,0.010,280.998,279.225,.96,6.188,7.58,7.287,-0.007,280.880,278.645,1.46,-71.02,10.364,5.234,-0.007,204.172,201.318,58.10,-71.211,10.368,5.154,0.004,203.750,201.140,58.20
00:42.270,7.498,7.407,7.321,0.003,280.998,279.955,.44,6.965,7.582,7.285,-0.008,280.880,279.422,.98,-70.487,10.099,5.225,-0.012,204.172,201.912,57.55,-70.693,10.12,5.153,0.003,203.750,201.714,57.69
00:42.370,8.173,7.437,7.308,-0.005,282.470,280.630,.06,7.667,7.591,7.284,-0.009,282.359,280.124,.44,-70.016,9.918,5.216,-0.016,205.270,202.380,56.98,-70.217,9.91,5.152,0.003,204.844,202.193,57.14
00:42.470,8.858,7.425,7.295,-0.012,282.470,281.315,.52,8.402,7.612,7.282,-0.009,282.359,280.859,.05,-69.566,9.781,5.207,-0.021,205.270,202.849,56.52,-69.719,9.677,5.152,0.002,204.844,202.740,56.66
00:42.570,9.457,7.409,7.282,-0.019,283.830,281.914,1.01,9.139,7.609,7.280,-0.010,282.359,281.596,.56,-69.091,9.565,5.199,-0.024,205.270,203.369,56.11,-69.215,9.458,5.156,0.004,204.844,203.289,56.14
00:42.670,10.101,7.425,7.279,-0.020,283.830,282.558,1.45,9.924,7.619,7.280,-0.009,283.831,282.381,1.08,-68.636,9.391,5.191,-0.027,205.270,203.857,55.62,-68.71,9.266,5.161,0.007,205.943,203.829,55.63
00:42.770,10.744,7.435,7.276,-0.020,285.073,283.201,1.89,10.665,7.614,7.280,-0.009,283.831,283.122,1.63,-68.193,9.266,5.184,-0.030,206.747,204.278,55.17,-68.244,9.133,5.166,0.009,205.943,204.266,55.14
00:42.870,11.402,7.454,7.273,-0.021,286.374,283.860,2.34,11.41,7.611,7.280,-0.009,285.357,283.868,2.16,-67.672,9.045,5.176,-0.033,207.771,204.840,54.77,-67.765,8.971,5.171,0.011,206.966,204.772,54.71
00:42.970,12.077,7.471,7.269,-0.022,286.374,284.535,2.79,12.146,7.595,7.280,-0.008,285.357,284.604,2.69,-67.207,8.894,5.168,-0.036,207.771,205.329,54.25,-67.271,8.823,5.175,0.013,206.966,205.287,54.26
00:43.070,12.766,7.467,7.266,-0.022,286.374,285.224,3.26,12.891,7.579,7.286,-0.005,286.838,285.349,3.22,-66.681,8.652,5.164,-0.036,207.771,205.902,53.81,-66.747,8.665,5.183,0.017,207.987,205.835,53.81
00:43.170,13.445,7.462,7.268,-0.020,287.738,285.903,3.75,13.648,7.552,7.291,-0.002,286.838,286.106,3.76,-66.193,8.474,5.161,-0.036,208.837,206.373,53.27,-66.231,8.497,5.188,0.019,207.987,206.331,53.32
00:43.270,14.135,7.465,7.270,-0.018,287.738,286.593,4.23,14.334,7.539,7.297,0.001,288.340,286.792,4.31,-65.722,8.341,5.157,-0.036,208.837,206.862,52.80,-65.759,8.352,5.194,0.021,209.076,206.824,52.84
00:43.370,14.879,7.45,7.271,-0.016,289.107,287.337,4.72,15.078,7.514,7.302,0.004,288.340,287.536,4.80,-65.244,8.202,5.154,-0.036,209.845,207.360,52.37,-65.227,8.202,5.199,0.023,209.076,207.377,52.40
00:43.470,15.625,7.457,7.273,-0.014,289.107,288.083,5.25,15.838,7.48,7.308,0.007,289.770,288.296,5.35,-64.72,8.04,5.151,-0.036,209.845,207.908,51.93,-64.678,8.064,5.205,0.025,210.122,207.942,51.92
00:43.570,16.449,7.453,7.274,-0.013,290.597,288.907,5.78,16.595,7.46,7.312,0.009,289.770,289.053,5.91,-64.218,7.97,5.149,-0.035,210.891,208.359,51.45,-64.155,7.95,5.203,0.023,210.122,208.424,51.44
00:43.670,17.286,7.445,7.273,-0.013,290.597,289.744,6.36,17.317,7.443,7.316,0.010,291.287,289.775,6.46,-63.727,7.897,5.146,-0.035,210.891,208.855,51.04,-63.633,7.864,5.201,0.020,211.223,208.953,50.99
00:43.770,18.135,7.421,7.272,-0.013,292.258,290.593,6.96,18.101,7.429,7.319,0.011,291.287,290.559,6.98,-63.18,7.788,5.143,-0.034,211.894,209.413,50.65,-63.104,7.791,5.199,0.018,211.223,209.487,50.56
00:43.870,18.98,7.4,7.271,-0.013,293.952,291.438,7.58,18.823,7.413,7.322,0.012,292.793,291.281,7.55,-62.645,7.716,5.140,-0.034,212.991,209.951,50.18,-62.596,7.721,5.196,0.016,212.285,209.990,50.13
00:43.970,19.741,7.385,7.270,-0.013,293.952,292.200,8.19,19.546,7.396,7.325,0.013,292.793,292.005,8.07,-62.131,7.665,5.137,-0.034,212.991,210.416,49.75,-62.109,7.668,5.194,0.013,212.285,210.438,49.72
00:44.070,20.489,7.379,7.266,-0.014,295.461,292.948,8.74,20.276,7.365,7.325,0.012,294.238,292.735,8.59,-61.624,7.64,5.148,-0.026,214.014,210.922,49.35,-61.586,7.605,5.191,0.011,213.287,210.964,49.34
00:44.170,21.23,7.4,7.272,-0.011,295.461,293.689,9.27,21.031,7.352,7.324,0.011,294.238,293.490,9.13,-61.047,7.568,5.160,-0.019,214.014,211.503,48.98,-61.051,7.552,5.187,0.009,213.287,211.501,48.93
00:44.270,21.975,7.402,7.278,-0.007,295.461,294.434,9.78,21.785,7.34,7.323,0.010,295.723,294.244,9.67,-60.501,7.509,5.171,-0.012,214.014,212.005,48.52,-60.508,7.501,5.184,0.006,214.351,211.998,48.51
00:44.370,22.69,7.425,7.284,-0.004,296.947,295.149,10.30,22.541,7.337,7.322,0.008,297.233,295.000,10.21,-59.958,7.457,5.183,-0.004,215.144,212.550,48.09,-59.979,7.493,5.181,0.004,215.424,212.526,48.09
00:44.470,23.457,7.428,7.290,0.000,296.947,295.916,10.79,23.288,7.356,7.321,0.007,297.233,295.747,10.75,-59.445,7.426,5.194,0.003,215.144,213.063,47.67,-59.438,7.486,5.177,0.002,215.424,213.066,47.71
00:44.570,24.219,7.466,7.289,0.000,298.429,296.678,11.33,24.019,7.383,7.321,0.006,297.233,296.478,11.27,-58.896,7.376,5.197,0.004,216.203,213.614,47.28,-58.896,7.513,5.175,0.000,215.424,213.606,47.32
00:44.670,24.936,7.487,7.292,0.001,298.429,297.395,11.85,24.71,7.396,7.320,0.006,298.711,297.169,11.76,-58.337,7.333,5.200,0.006,216.203,214.130,46.86,-58.378,7.486,5.172,-0.001,216.507,214.086,46.96
00:44.770,25.637,7.521,7.296,0.002,299.909,298.096,12.34,25.409,7.399,7.320,0.005,300.101,297.868,12.24,-57.816,7.305,5.203,0.007,217.314,214.652,46.44,-57.845,7.476,5.170,-0.002,217.558,214.619,46.57
00:44.870,26.305,7.508,7.299,0.004,301.278,298.764,12.81,26.123,7.406,7.320,0.005,300.101,298.582,12.73,-57.212,7.279,5.207,0.008,218.440,215.256,46.05,-57.344,7.471,5.167,-0.003,217.558,215.120,46.19
00:44.970,27.058,7.491,7.302,0.005,301.278,299.517,13.29,26.85,7.422,7.319,0.004,300.101,299.309,13.23,-56.524,7.206,5.210,0.010,218.440,215.945,45.60,-56.786,7.454,5.165,-0.005,217.558,215.678,45.83
00:45.070,27.774,7.457,7.305,0.006,301.278,300.215,13.84,27.535,7.454,7.317,0.002,301.542,299.994,13.74,-55.926,7.137,5.211,0.010,218.440,216.523,45.06,-56.294,7.42,5.169,-0.002,218.617,216.155,45.42
00:45.170,28.511,7.412,7.303,0.004,302.747,300.950,14.37,28.238,7.484,7.312,0.000,301.542,300.679,14.20,-55.41,7.127,5.212,0.010,219.733,217.040,44.59,-55.861,7.414,5.173,0.000,218.617,216.588,45.05
00:45.270,29.234,7.391,7.301,0.002,302.747,301.672,14.92,28.96,7.526,7.308,-0.003,302.931,301.402,14.68,-54.756,7.041,5.213,0.010,219.733,217.694,44.22,-55.364,7.419,5.178,0.003,220.039,217.086,44.74
00:45.370,29.976,7.392,7.298,0.000,304.208,302.361,15.45,29.691,7.579,7.303,-0.005,304.387,302.093,15.16,-54.209,6.995,5.214,0.010,220.906,218.241,43.70,-54.858,7.375,5.182,0.005,220.039,217.592,44.39
00:45.470,30.642,7.436,7.296,-0.001,304.208,303.029,15.97,30.43,7.609,7.298,-0.008,304.387,302.832,15.64,-53.79,7.019,5.215,0.011,220.906,218.660,43.28,-54.418,7.363,5.186,0.008,220.039,218.032,44.01
00:45.570,31.31,7.47,7.297,-0.001,305.616,303.698,16.41,31.202,7.662,7.291,-0.011,305.900,303.606,16.14,-53.339,7.067,5.232,0.019,222.323,219.111,43.00,-53.905,7.335,5.200,0.014,221.500,218.545,43.69
00:45.670,31.969,7.551,7.295,-0.002,306.947,304.315,16.86,31.973,7.746,7.284,-0.015,305.900,304.347,16.65,-52.859,7.073,5.248,0.026,222.323,219.591,42.71,-53.322,7.316,5.216,0.022,221.500,219.128,43.30
00:45.770,32.656,7.652,7.293,-0.004,306.947,305.010,17.27,32.708,7.858,7.276,-0.018,307.418,305.089,17.13,-52.439,7.14,5.264,0.034,222.323,220.011,42.38,-52.807,7.293,5.231,0.029,222.598,219.643,42.88
00:45.870,33.393,7.864,7.291,-0.005,308.404,305.769,17.68,33.42,7.997,7.269,-0.021,307.418,305.814,17.57,-52.029,7.182,5.280,0.041,223.638,220.421,42.13,-52.25,7.299,5.247,0.037,222.598,220.200,42.50
00:45.970,34.138,8.086,7.289,-0.006,308.404,306.500,18.05,34.123,8.155,7.262,-0.024,307.418,306.498,17.98,-51.582,7.173,5.297,0.049,223.638,220.868,41.87,-51.695,7.296,5.263,0.044,222.598,220.755,42.11
00:46.070,34.898,8.336,7.288,-0.006,308.404,307.293,18.42,34.838,8.325,7.256,-0.027,308.863,307.232,18.36,-50.878,7.038,5.311,0.056,223.638,221.572,41.55,-51.101,7.312,5.271,0.046,223.710,221.349,41.71
